"排名","代號","名稱","成交","漲跌價","漲跌幅","EPS平均","EPS合計","股利平均","股利合計","平均分配率","2012分配率","2013分配率","2014分配率","2015分配率","2016分配率","2017分配率","2018分配率","2019分配率","2020分配率","2021分配率","2022分配率","2023分配率"
"1892",="4402","福大","8.03","+0.09","+1.13","-1.22","-14.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1893",="4406","新昕纖","10.55","-0.3","-2.76","-0.07","-0.87","0.04","0.5","7.31","87.7","0","0","0","0","0","0","0","0","0","0","0"
"1894",="4414","如興","4.58","+0.18","+4.09","-1.1","-13.23","0.13","1.51","20.4","0","55.6","45.5","144","0","0","0","0","0","0","0","0"
"1895",="4419","元勝","37.5","+0.55","+1.49","-0.93","-11.21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1896",="4426","利勤","21.65","-0.05","-0.23","2.08","25.01","1.27","15.18","42.7","64.5","52.5","52.5","71.2","45.1","47.9","68","58","53.1","0","0","0"
"1897",="4502","健信","36.9","-0.05","-0.14","-0.3","-3.65","0.3","3.65","69","0","0","0","0","0","65.8","44.8","51.1","667","0","0","0"
"1898",="4503","金雨","70.6","-0.4","-0.56","0","0.03","0.04","0.5","4.48","0","0","0","0","0","0","0","53.8","0","0","0","0"
"1899",="4513","福裕","19","+0.25","+1.33","0.26","3.06","0.11","1.3","7.81","0","0","0","0","30.7","0","0","63","0","0","0","0"
"1900",="4523","永彰","49.45","+0.2","+0.41","-0.77","-9.23","0.16","1.9","97","25.1","57.8","31.7","54.5","-1000","2000","-5.35","0","0","0","0","0"
"1901",="4529","淳紳","9.65","+0.04","+0.42","-2.66","-31.89","0.03","0.41","2.32","0","0","27.9","0","0","0","0","0","0","0","0","0"
"1902",="4530","宏易","6.79","-0.12","-1.74","-0.69","-8.31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1903",="4534","慶騰","10.4","+0.05","+0.48","0.15","1.74","0.23","2.81","22.5","0","0","0","61","83.6","63.1","62.1","0","0","0","0","0"
"1904",="4562","穎漢","16.2","-0.1","-0.61","0.58","4.65","0.75","6","31","","","","","35.5","55.4","89.3","67.9","0","0","0","0"
"1905",="4563","百德","61","+0.6","+0.99","0.6","4.77","1.94","15.5","51.5","","","","","85.3","89.6","145","92.6","0","0","0","0"
"1906",="4609","唐鋒","7.86","-0.29","-3.56","-0.67","-8.08","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1907",="4702","中美實","13.9","0","0","-0.69","-8.32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1908",="4712","南璋","3.9","+0.1","+2.63","-1.26","-15.07","0.27","3.21","-30.4","55.1","-419","0","0","0","0","0","0","0","0","0","0"
"1909",="4714","永捷","12.05","0","0","0.45","5.41","0.51","6.09","175","45.9","0","73.2","89.5","181","80.8","-475","125","75.2","1108","792","0"
"1910",="4716","大立","13.7","+0.05","+0.37","0.77","9.25","0.59","7.08","81.2","81.1","77.6","75.8","98","87.7","77.8","100","109","118","94.2","54.6","0"
"1911",="4726","永昕","40.45","+0.55","+1.38","-1.37","-16.48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1912",="4804","大略-KY","5.17","+0.01","+0.19","0.52","4.64","0.94","8.46","22.9","","","","37.6","77.8","66.8","24.2","0","0","0","0","0"
"1913",="4903","聯光通","18.85","-0.55","-2.84","-0.23","-2.73","0.13","1.56","19.5","35.2","87.9","0","59.2","51.6","0","0","0","0","0","0","0"
"1914",="4909","新復興","19.4","+0.35","+1.84","1.37","16.41","0.92","11.1","138","63.9","56.9","71.4","42.8","50","56.9","65.9","64.2","1000","188","0","0"
"1915",="4911","德英","73","+1.3","+1.81","-0.21","-2.46","0.02","0.22","7.46","0","0","0","89.6","0","0","0","0","0","0","0","0"
"1916",="4924","欣厚-KY","12.95","0","0","-0.56","-6.12","0.13","1.52","0","","0","0","0","0","0","0","0","0","0","0","0"
"1917",="4934","太極","37.6","+0.15","+0.4","-2","-24.04","0.12","1.47","13.6","0","0","48.2","66.2","48.4","0","0","0","0","0","0","0"
"1918",="4943","康控-KY","14.9","0","0","-0.46","-5.06","1.89","22.72","108","","312","441","87.2","45","132","57","67.9","61","-10.8","0","0"
"1919",="4944","兆遠","9.91","+0.35","+3.66","-3.19","-38.32","0.01","0.12","6.67","0","0","0","80","0","0","0","0","0","0","0","0"
"1920",="4946","辣椒","26.65","+0.15","+0.57","-3.46","-41.55","0.21","2.5","11.1","159","-22.2","-21.7","0","0","0","17.9","0","0","0","0","0"
"1921",="4950","牧東","14.65","+0.75","+5.4","-1.41","-16.94","0.18","2.14","20.9","0","0","0","9.2","207","34.4","0","0","0","0","0","0"
"1922",="4956","光鋐","15.4","+0.05","+0.33","0.37","4.44","0.26","3.1","27.8","25.9","72","83.3","43.5","0","0","80.6","0","0","0","27.8","0"
"1923",="4968","立積","177","-1.5","-0.84","2.63","31.57","1.64","19.65","33.7","0","0","0","0","44.5","61.3","62.9","50.9","60.8","57.9","66.5","0"
"1924",="4976","佳凌","44","0","0","0.24","2.94","0.35","4.24","7.58","53.3","71.9","50.9","-85.2","0","0","0","0","0","0","0","0"
"1925",="4991","環宇-KY","33.45","-0.65","-1.91","1.28","14.03","0.79","9.5","20.7","","0","28.8","60.2","48","23.7","20.5","29.7","16.7","0","0","0"
"1926",="5202","力新","15.85","+0.1","+0.63","-0.35","-4.26","0.09","1.11","6.21","0","0","0","0","0","0","0","287","0","0","-212","0"
"1927",="5205","中茂","34","+1.6","+4.94","-2.71","-27.12","0","0","0","0","0","0","0","0","0","","","0","0","0","0"
"1928",="5210","寶碩","17.7","+0.15","+0.85","-0.22","-2.6","0.03","0.41","15.4","90.9","0","0","93.7","0","0","0","0","0","0","0","0"
"1929",="5227","立凱-KY","65.8","+0.6","+0.92","-3.69","-40.63","0","0","0","","0","0","0","0","0","0","0","0","0","0","0"
"1930",="5251","天鉞電","19.4","-0.1","-0.51","1.21","14.56","1.5","18","35.3","84.3","72","61.2","87.1","83.6","98.6","-63.2","0","0","0","0","0"
"1931",="5281","大峽谷-KY","16.2","-0.1","-0.61","1.2","10.82","0.48","4.33","61.7","","","","16","20.4","11.4","27.9","28.7","39.4","411","0","0"
"1932",="5301","寶得利","15.4","+0.25","+1.65","-1.7","-20.43","0.21","2.55","23.3","0","0","0","80.9","198","0","0","0","0","0","0","0"
"1933",="5302","太欣","10.35","0","0","-0.31","-3.66","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1934",="5309","系統電","38.45","-0.1","-0.26","-0.3","-3.62","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1935",="5310","天剛","26.65","0","0","-0.45","-5.34","0.77","9.3","24.5","156","82.6","571","-588","71.4","0","0","0","0","0","0","0"
"1936",="5314","世紀","23","+0.3","+1.32","-0.53","-6.41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1937",="5324","士開","10.15","-0.1","-0.98","0.67","8.09","0.58","7","-1.76","81.3","-102","0","0","0","0","0","0","0","0","0","0"
"1938",="5328","華容","15.45","+0.2","+1.31","0.08","0.95","0.06","0.72","29.2","200","0","0","0","0","75.8","0","0","0","0","75","0"
"1939",="5340","建榮","45.3","-0.15","-0.33","0.08","0.96","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1940",="5344","立衛","17.45","+0.6","+3.56","-0.18","-2.14","0.12","1.42","15","89.8","90.4","0","0","0","0","0","0","0","0","0","0"
"1941",="5345","天揚","5.1","+0.09","+1.8","-1.2","-14.37","0.02","0.3","1.09","0","0","0","0","13","0","0","0","0","0","0","0"
"1942",="5348","系通","14.7","-0.25","-1.67","-0.72","-7.18","0","0","0","0","0","0","0","0","0","","","0","0","0","0"
"1943",="5355","佳總","7.56","-0.01","-0.13","0.04","0.5","0.03","0.35","3.47","0","0","0","41.7","0","0","0","0","0","0","0","0"
"1944",="5364","力麗店","29.1","+0.7","+2.46","-0.32","-3.88","0.17","2","11.2","0","0","0","0","75.8","59.2","0","0","0","0","0","0"
"1945",="5381","合正","21.5","+1.25","+6.17","-0.81","-9.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1946",="5383","金利","34.5","-0.5","-1.43","-0.72","-8.69","0.08","0.9","36.7","200","0","105","135","0","0","0","0","0","0","0","0"
"1947",="5398","慕康生醫","14","-0.2","-1.41","-0.3","-3.57","0.08","0.97","24.8","0","0","88.2","0","0","0","36.5","0","58.8","73.5","41.1","0"
"1948",="5455","昇益","27.5","0","0","-0.96","-11.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1949",="5460","同協","15.05","+0.8","+5.61","0.56","6.68","0.5","6","108","93.3","76.2","95.9","73.8","76.9","90.3","109","100","76.4","500","0","0"
"1950",="5468","凱鈺","17.3","-0.1","-0.57","-1.11","-13.32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1951",="5475","德宏","12.95","-0.05","-0.38","-0.78","-9.36","0.04","0.51","6.03","72.4","0","0","0","0","0","0","0","0","0","0","0"
"1952",="5481","新華","13.15","+0.1","+0.77","0.13","1.56","0.12","1.41","4.46","0","0","0","0","0","0","0","13.9","0","6.46","33.1","0"
"1953",="5484","慧友","28.65","+2.6","+9.98","-0.83","-9.97","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1954",="5487","通泰","26.3","-0.05","-0.19","1.47","17.64","1.4","16.82","93.8","92.3","206","134","108","110","108","112","86.5","36.4","65.2","67","0"
"1955",="5488","松普","12.4","+0.2","+1.64","-0.22","-2.67","0.12","1.43","7.03","0","0","0","0","0","11","0","73.4","0","0","0","0"
"1956",="5490","同亨","22.75","-0.1","-0.44","2.16","25.91","2.07","24.88","89.7","91.6","89.7","104","124","83.2","86.4","97.1","167","53.8","91.3","88.7","0"
"1957",="5512","力麒","9.75","+0.01","+0.1","0.83","9.96","0.6","7.14","134","81.1","50.3","51.9","49.1","267","278","74.5","400","53.6","236","71.4","0"
"1958",="5514","三豐","20.7","+0.1","+0.49","1.15","13.84","0.83","9.95","-83.4","81","-624","0","41.4","0","81.4","82.2","154","75","109","-1000","0"
"1959",="5521","工信","7.42","-0.03","-0.4","0.19","2.33","0.25","2.98","27.3","86.2","81.1","92.6","0","0","76.9","-59.4","0","0","50","0","0"
"1960",="5529","鉅陞","11.65","0","0","0.35","4.24","0.92","11","7.09","0","56.6","267","-238","0","0","0","0","0","0","0","0"
"1961",="5530","龍巖","36.55","-0.05","-0.14","4.18","50.22","2.21","26.5","48.7","64.1","63.2","79.2","65.6","18.3","49","56.3","57.8","54.7","40.5","35.7","0"
"1962",="5531","鄉林","10.5","+0.3","+2.94","0.81","9.69","0.68","8.1","42.6","97.1","40.8","74.4","73","0","87.7","79.4","58.8","0","0","0","0"
"1963",="5701","劍湖山","8.49","-0.01","-0.12","-1.02","-12.21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1964",="5703","亞都","26.7","-0.15","-0.56","-0.21","-2.5","0.23","2.75","16.3","74.6","49.6","80.6","66","48.1","58.8","-182","0","0","0","0","0"
"1965",="5905","南仁湖","12.8","0","0","0.1","1.16","0.21","2.58","51.4","0","0","67.8","75.8","81.1","75","83.3","97.7","58.8","76.9","0","0"
"1966",="5907","大洋-KY","14.85","+0.1","+0.68","1.73","19.02","1.42","17.05","26.8","","80.9","60.7","55.8","32.2","58.6","64.2","62.5","71","-191","0","0"
"1967",="6015","宏遠證","11.55","+0.3","+2.67","0.59","7.11","0.44","5.25","30.1","0","30.2","49.2","75","0","0","63.2","0","39.1","40.3","64.2","0"
"1968",="6016","康和證","15.1","+0.5","+3.42","0.37","4.47","0.37","4.48","23.4","0","0","0","0","59.5","0","69.6","-66.7","85.1","66.7","66.5","0"
"1969",="6020","大展證","18.85","+0.05","+0.27","0.53","6.36","0.47","5.61","66.6","0","6.48","71.5","75.3","0","98.8","69.8","266","70.6","70.1","69.9","0"
"1970",="6021","美好證","15.15","-0.05","-0.33","0.29","3.49","0.2","2.4","30.2","0","66.7","75.3","0","0","0","63.6","156","0","0","0","0"
"1971",="6026","福邦證","13.2","+0.25","+1.93","1.18","13.03","0.67","7.41","50.3","","0","0","26.7","51.7","70","69","133","69.9","66.8","65.6","0"
"1972",="6101","寬魚國際","38.7","+1.2","+3.2","-0.48","-5.71","0.02","0.25","1.85","0","0","0","22.2","0","0","0","0","0","0","0","0"
"1973",="6103","合邦","40.65","+0.7","+1.75","-0.52","-6.18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1974",="6113","亞矽","14.1","-0.15","-1.05","-0.31","-3.77","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1975",="6116","彩晶","13.65","-0.1","-0.73","0.58","7.01","0.34","4.1","24.6","0","0","61.6","0","0","40","24.2","93.8","0","40","36.2","0"
"1976",="6117","迎廣","26","+1.5","+6.12","-0.45","-5.36","0.2","2.35","18","47.6","-47.3","109","69.8","0","0","37.5","0","0","0","0","0"
"1977",="6118","建達","34.2","+0.95","+2.86","0.11","1.35","0.08","1","29","105","102","90.9","0","0","0","0","0","0","0","50","0"
"1978",="6124","業強","49.25","+4.45","+9.93","0.44","5.27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1979",="6127","九豪","21.35","-0.05","-0.23","-0.31","-3.67","0.07","0.85","18.8","93.8","0","0","0","0","65.9","65.8","0","0","0","0","0"
"1980",="6130","星寶國際","33.75","0","0","0.6","7.21","0.52","6.25","27.4","0","86.1","-109","351","0","0","0","0","0","0","0","0"
"1981",="6134","萬旭","21.85","+0.95","+4.55","-1.24","-14.86","0.01","0.1","-1.54","0","0","0","0","0","0","0","0","0","0","-18.5","0"
"1982",="6141","柏承","17.4","-0.15","-0.85","0.5","6.04","0.46","5.52","42.4","73.1","252","-160","300","-9.49","-27","30.7","-14.7","9.6","18.7","35.2","0"
"1983",="6144","得利影","15.35","+0.45","+3.02","-0.31","-3.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1984",="6150","撼訊","88.6","+8","+9.93","2.02","24.24","1.67","20","32","152","0","0","0","0","0","71.8","49.5","0","64.9","45.8","0"
"1985",="6152","百一","10.45","+0.2","+1.95","0.01","0.06","0.46","5.52","18.2","69.1","75.1","73.9","0","0","0","0","0","0","0","0","0"
"1986",="6165","浪凡","32","+0.45","+1.43","-0.26","-3.14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1987",="6169","昱泉","25.45","-0.55","-2.12","-1.94","-23.31","0.08","1","7.78","93.3","0","0","0","0","0","0","0","0","0","0","0"
"1988",="6198","瑞築","37.15","+0.65","+1.78","-0.82","-9.85","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1989",="6199","天品","18.1","0","0","0.08","0.91","0.05","0.6","31.7","0","0","0","0","0","0","35.1","95.2","250","0","0","0"
"1990",="6212","理銘","48.1","0","0","2.3","27.65","0.88","10.5","24.9","0","0","0","0","36.6","45.3","89.8","39.9","0","87.7","0","0"
"1991",="6218","豪勉","29.75","+0.35","+1.19","1.27","15.28","1.2","14.4","93.8","79.6","137","78.1","79.4","91.7","93.8","106","94.1","95.9","127","143","0"
"1992",="6219","富旺","19.4","+0.75","+4.02","0.39","4.67","0.73","8.81","54.4","0","0","57.8","73.3","90.5","99.9","95.9","89.8","89.4","61.7","-5.19","0"
"1993",="6222","上揚","27.3","+0.55","+2.06","-0.74","-8.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1994",="6225","天瀚","9.24","+0.04","+0.43","-1.04","-12.49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1995",="6226","光鼎","10.85","-0.05","-0.46","-0.1","-1.21","0.12","1.42","137","0","0","61.5","74.9","0","37","66.7","171","30.6","0","1200","0"
"1996",="6228","全譜","12.4","0","0","-0.98","-11.77","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1997",="6236","康呈","20.15","+1.8","+9.81","-0.87","-10.39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1998",="6240","松崗","22.35","+0.35","+1.59","0.1","1.23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1999",="6241","易通展","14.25","+0.05","+0.35","-0.19","-2.24","0.41","4.9","26","0","40.7","161","110","0","0","0","0","0","0","0","0"
"2000",="6264","富裔","7.68","+0.04","+0.52","-0.45","-5.41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2001",="6265","方土昶","11.05","+0.1","+0.91","0.06","0.71","0.16","1.87","34.4","75.4","0","77.8","145","115","0","0","0","0","0","0","0"
"2002",="6283","淳安","29.8","+0.25","+0.85","-0.73","-8.77","0.08","1","7.65","0","0","0","0","0","91.7","0","0","0","0","0","0"
"2003",="6287","元隆","21.5","-0.1","-0.46","-1.04","-12.51","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2004",="6404","通訊-KY","20.25","-0.2","-0.98","-0.51","-5.57","1.06","11.63","13.9","","19.1","72.6","46.8","14.7","0","0","0","0","0","0","0"
"2005",="6431","光麗-KY","19.5","+0.1","+0.52","-1.17","-11.72","0.5","5","20.7","","","71","136","0","0","0","0","0","0","0","0"
"2006",="6441","廣錠","60.5","+0.9","+1.51","2.02","20.15","2.13","21.35","96.7","","","76.2","92","83.3","80.3","77.3","99.5","539","-80.6","0","0"
"2007",="6446","藥華藥","345","+12","+3.6","-5.29","-52.88","0","0","0","","","0","0","0","0","0","0","0","0","0","0"
"2008",="6461","益得","31.2","+0.45","+1.46","-2.66","-23.91","0","0","0","","","","0","0","0","0","0","0","0","0","0"
"2009",="6465","威潤","18.95","-0.05","-0.26","0.32","2.9","1.5","13.51","428","","","","88.1","85.2","201","147","3333","0","0","0","0"
"2010",="6492","生華科","47.3","-0.5","-1.05","-3.94","-39.44","0","0","0","","","0","0","0","0","0","0","0","0","0","0"
"2011",="6496","科懋","31.4","+0.2","+0.64","2.53","22.8","2.11","19","66.1","","","","69.1","74.2","103","66.8","84.2","65.8","132","0","0"
"2012",="6535","順藥","57.8","+0.7","+1.23","-1.98","-17.78","0","0","0","","","","0","0","0","0","0","0","0","0","0"
"2013",="6541","泰福-KY","69.7","-0.3","-0.43","-6.83","-54.66","0","0","0","","","","","0","0","0","0","0","0","0","0"
"2014",="6542","隆中","62","0","0","0.57","5.13","0.89","8.01","28.9","","","","21.8","71.2","81.4","0","86","0","0","0","0"
"2015",="6547","高端疫苗","57.8","+0.3","+0.52","-1.89","-15.13","0.6","4.83","9.08","","","","","0","0","0","0","0","0","72.6","0"
"2016",="6550","北極星藥業-KY","84.8","+5.2","+6.53","-3.09","-24.75","0","0","0","","","","","0","0","0","0","0","0","0","0"
"2017",="6558","興能高","26.4","+0.2","+0.76","1.18","9.42","0.65","5.21","38.1","","","","","53","49.9","51.9","55.5","53.2","41.7","0","0"
"2018",="6573","虹揚-KY","15.55","0","0","-0.26","-1.84","0.36","2.5","22.1","","","","","","31.5","32.6","90.9","0","0","0","0"
"2019",="6576","逸達","86.4","+2.1","+2.49","-5.2","-41.59","0","0","0","","","","","0","0","0","0","0","0","0","0"
"2020",="6588","東典光電","30.1","+0.05","+0.17","2.56","17.89","1.72","12.06","67.4","","","","","","81.6","50.6","62.1","54.3","67.3","156","0"
"2021",="6589","台康生技","107","+2","+1.9","-2.45","-17.18","0","0","0","","","","","","0","0","0","0","0","0","0"
"2022",="6598","ABC-KY","26.25","-0.05","-0.19","-3.56","-24.94","0","0","0","","","","","","0","0","0","0","0","0","0"
"2023",="6625","必應","114.5","0","0","-0.02","-0.16","0.82","5.73","137","","","","","","136","73.5","82.3","665","0","0","0"
"2024",="6655","科定","123.5","-0.5","-0.4","4.12","28.84","4.06","28.4","84.2","","","","","","99.3","54.4","57.1","88.9","242","47.9","0"
"2025",="6657","華安","72.9","+1.5","+2.1","-2.61","-15.65","0","0","0","","","","","","","0","0","0","0","0","0"
"2026",="6668","中揚光","39.8","+0.3","+0.76","0.9","6.27","0.83","5.8","30","","","","","","23","43.7","43.5","45.7","54.3","0","0"
"2027",="6695","芯鼎","42.3","+0.05","+0.12","-0.26","-1.32","0","0","0","","","","","","","","0","0","0","0","0"
"2028",="6698","旭暉應材","33.35","-0.25","-0.74","1.11","5.56","0.62","3.1","161","","","","","","","","44.4","47.1","714","0","0"
"2029",="6733","博晟生醫","40.7","+0.3","+0.74","-1.71","-6.84","0","0","0","","","","","","","","","0","0","0","0"
"2030",="6767","台微醫","44.95","-0.55","-1.21","-0.61","-2.43","0","0","0","","","","","","","","","0","0","0","0"
"2031",="6854","錼創科技-KY創","104","+1","+0.97","-9.8","-19.61","0","0","0","","","","","","","","","","","0","0"
"2032",="8011","台通","19","+0.3","+1.6","0.56","6.77","0.41","4.95","23.4","33.1","42.8","56","73.9","0","74.4","0","0","0","0","0","0"
"2033",="8033","雷虎","60.5","+0.4","+0.67","-0.74","-8.87","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2034",="8038","長園科","51","-0.3","-0.58","-1.33","-16.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2035",="8044","網家","47.5","+1.35","+2.93","2.97","35.69","2.66","31.97","51.1","87.6","62.3","67.7","66.7","76.3","80.4","0","0","50.4","60.8","60.4","0"
