"排名","代號","名稱","成交","漲跌價","漲跌幅","EPS平均","EPS合計","股利平均","股利合計","平均分配率","2012分配率","2013分配率","2014分配率","2015分配率","2016分配率","2017分配率","2018分配率","2019分配率","2020分配率","2021分配率","2022分配率","2023分配率"
"1706",="1512","瑞利","13.85","+0.2","+1.47","-1.02","-12.19","0.04","0.5","10.4","125","0","0","0","0","0","0","0","0","0","0","0"
"1707",="1515","力山","37.55","-0.1","-0.27","1.87","22.41","1.19","14.3","45.6","0","0","43.9","0","71.4","86.2","80.5","90.9","42.8","80","51.7","0"
"1708",="1533","車王電","63.7","+0.2","+0.31","1.43","17.19","0.44","5.3","27.4","31.2","39.2","71.1","20.7","29.1","23.5","26.1","29.5","24.4","0","34.1","0"
"1709",="1538","正峰","9.5","0","0","-1.73","-20.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1710",="1589","永冠-KY","62.4","-0.2","-0.32","3.98","43.81","2.45","29.44","42.2","","68.6","65.3","61.3","69.1","38.2","67.3","0","32.5","31.2","30.8","0"
"1711",="1616","億泰","10.3","+0.05","+0.49","-0.09","-1.03","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1712",="1718","中纖","7.95","-0.02","-0.25","0.35","4.23","0.22","2.6","33.4","0","0","0","0","125","0","107","66.4","0","68.5","","0"
"1713",="1732","毛寶","26.95","+0.1","+0.37","0.13","1.52","0.1","1.25","21","121","0","0","0","0","0","0","0","0","54.9","76.1","0"
"1714",="1742","台蠟","16.55","-0.25","-1.49","-0.19","-2.27","0.14","1.69","2.72","0","0","0","0","0","0","0","0","0","0","32.7","0"
"1715",="1781","合世","13.95","+0.05","+0.36","-0.28","-3.42","0.05","0.6","7.5","0","5.3","84.7","0","0","0","0","0","0","0","0","0"
"1716",="1799","易威","22.8","-0.1","-0.44","-2.76","-33.16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1717",="1802","台玻","17.9","+0.05","+0.28","0.21","2.52","0.35","4.22","24.8","81.1","-12.1","-26.3","0","0","0","68.5","81.1","0","58.8","46.1","0"
"1718",="1805","寶徠","9.66","-0.13","-1.33","-0.08","-1.02","0.04","0.5","2.93","0","0","0","0","35.2","0","0","0","0","0","0","0"
"1719",="1806","冠軍","10.6","+0.1","+0.95","-0.06","-0.66","0.13","1.6","6.83","22.6","0","15.6","0","0","0","0","0","0","0","43.7","0"
"1720",="1903","士紙","51.5","+0.4","+0.78","-0.5","-6.04","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1721",="2007","燁興","9.68","-0.01","-0.1","-0.7","-8.44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1722",="2022","聚亨","9.38","+0.01","+0.11","-0.34","-4.04","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"1723",="2025","千興","5.31","+0.03","+0.57","-0.36","-4.37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1724",="2033","佳大","14.05","+0.1","+0.72","0.22","2.58","0.23","2.8","62.9","81.4","142","0","0","0","53.6","69","133","44.4","120","111","0"
"1725",="2035","唐榮","29.95","0","0","-0.36","-4.36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1726",="2061","風青","19.1","0","0","-0.45","-5.44","0.1","1.2","-468","-78.6","0","0","0","0","0","0","0","0","0","-5532","0"
"1727",="2067","嘉鋼","13.6","-0.15","-1.09","-0.21","-2.33","0.4","4.4","27.1","","98.5","81.6","90.1","0","0","0","28.2","0","0","0","0"
"1728",="2101","南港","37.9","+0.15","+0.4","0.63","7.51","0.7","8.39","62.8","141","0","192","0","20.8","91.5","89.5","72.2","89.2","57.9","0","0"
"1729",="2102","泰豐","17.75","-0.25","-1.39","-0.61","-7.31","0.26","3.12","-21.4","51.5","54.2","64.5","31.6","32.8","-500","0","0","0","8.33","0","0"
"1730",="2208","台船","23.7","-0.2","-0.84","-2.03","-24.42","0.3","3.6","32.3","54.2","87.5","84.7","82","79.4","0","0","0","0","0","0","0"
"1731",="2241","艾姆勒","37.7","-0.6","-1.57","0.13","1.05","0.56","4.46","129","","","","","72.5","89.5","0","34.8","87.1","750","0","0"
"1732",="2243","宏旭-KY","17.1","+1.55","+9.97","-1.09","-7.61","0.21","1.5","10","","","","","","26.3","43.9","0","0","0","0","0"
"1733",="2305","全友","21.5","+0.05","+0.23","0.32","3.83","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1734",="2314","台揚","45.65","+4.15","+10","-1.19","-14.29","0.04","0.52","10.7","0","0","0","0","0","14.3","27.4","87","0","0","0","0"
"1735",="2321","東訊","18.9","-0.05","-0.26","-0.5","-6.04","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1736",="2323","中環","14.35","+0.45","+3.24","-0.52","-6.19","0.08","1","72.6","0","0","0","0","0","0","0","0","100","700","71.4","0"
"1737",="2349","錸德","9.42","+0.02","+0.21","-1.05","-12.57","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1738",="2358","廷鑫","10.45","+0.92","+9.65","-0.43","-5.19","0.05","0.55","177","0","0","0","0","0","0","0","0","2041","67.6","21.2","0"
"1739",="2371","大同","54.3","+0.1","+0.18","-0.2","-2.38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1740",="2380","虹光","10.6","+0.3","+2.91","-1.23","-14.82","0.02","0.25","9.47","114","0","0","0","0","0","0","0","0","0","0","0"
"1741",="2390","云辰","12.8","+0.2","+1.59","0.09","1.11","0.15","1.76","18.5","0","0","208","0","24.7","-26.1","0","0","0","0","15","0"
"1742",="2399","映泰","26.7","+0.2","+0.75","0.34","4.06","0.42","5","41.9","87.2","76.3","87","0","0","0","143","0","0","50","59.1","0"
"1743",="2406","國碩","16.7","+0.05","+0.3","-1.38","-16.52","0.04","0.5","8.68","104","0","0","0","0","0","0","0","0","0","0","0"
"1744",="2424","隴華","48.5","-1.8","-3.58","-1.85","-22.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1745",="2426","鼎元","18.45","0","0","0.36","4.31","0.61","7.28","49.3","-106","0","0","60","83.9","98.1","106","60","21.7","220","47.7","0"
"1746",="2429","銘旺科","21.05","+0.25","+1.2","-1.02","-12.26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1747",="2434","統懋","30.8","+0.25","+0.82","-1.27","-15.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1748",="2438","翔耀","23.2","+0.1","+0.43","-0.45","-5.37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1749",="2440","太空梭","11.5","+0.05","+0.44","-0.04","-0.45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1750",="2443","昶虹","3.58","-0.06","-1.65","-1.03","-12.35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1751",="2444","兆勁","13.85","-0.55","-3.82","-0.05","-0.56","0.1","1.18","23.4","0","0","0","87.7","50","69.2","74.2","0","0","0","0","0"
"1752",="2457","飛宏","72.6","-0.2","-0.27","0.21","2.47","0.46","5.57","28.2","69.3","88.5","89.9","90.4","0","0","0","0","0","0","0","0"
"1753",="2460","建通","24","-0.1","-0.41","0.1","1.15","0.13","1.53","14.9","74.1","45","0","39.4","0","0","0","0","0","0","20.4","0"
"1754",="2465","麗臺","37.4","+3.4","+10","-0.21","-2.48","0.17","2","2.05","0","0","0","0","0","0","0","0","0","0","24.6","0"
"1755",="2485","兆赫","20.35","+0.3","+1.5","1.02","12.18","0.89","10.7","82.6","70.9","80.6","65.6","78.5","75.2","83.8","400","53.8","0","0","0",""
"1756",="2489","瑞軒","13.95","-0.05","-0.36","1","12.06","1.1","13.19","61.1","132","138","158","158","84.9","84.2","0","0","0","1.78","-23.9","0"
"1757",="2491","吉祥全","14.8","-0.2","-1.33","-0.52","-6.22","0.04","0.5","3.54","0","0","0","0","0","0","0","0","0","26.7","15.9","0"
"1758",="2498","宏達電","58.8","+0.4","+0.68","2.47","29.69","3.56","42.76","7.35","54.6","9.9","0","21.1","0","0","0","2.58","0","0","0","0"
"1759",="2505","國揚","17.25","-0.05","-0.29","1.37","16.45","0.57","6.88","17.6","38","427","11.8","100","65.6","0","100","-625","25","69.1","0","0"
"1760",="2509","全坤建","15.55","+0.05","+0.32","2","23.96","1.28","15.4","80.3","76.9","12.7","57.5","-89.6","40","-324","947","42.1","55.6","146","0","0"
"1761",="2514","龍邦","16.55","0","0","1.22","14.62","0.18","2.21","62","0","16.7","80","30.9","46.2","49.2","20.5","500","0","0","0","0"
"1762",="2516","新建","5.3","0","0","-0.42","-5.05","0.19","2.26","38.4","75.5","72.7","-66.7","46.2","55.6","278","0","0","0","0","0","0"
"1763",="2524","京城","31.7","-0.1","-0.31","2.85","34.23","0.33","4","15.1","43.3","0","0","38.5","0","0","99","0","0","0","0","0"
"1764",="2537","聯上發","7.11","-0.04","-0.56","0.98","11.72","0.48","5.7","31.3","0","0","28.7","87","63.5","64","0","0","0","67.8","65.2","0"
"1765",="2547","日勝生","9.1","-0.02","-0.22","0.88","10.55","0.61","7.32","23.4","41.1","-57.2","9.99","-250","0","0","0","26.5","135","89.9","286","0"
"1766",="2601","益航","8.64","+0.09","+1.05","-0.06","-0.75","0.2","2.4","49.8","25.1","14.7","0","-500","0","0","0","1000","58.3","0","0","0"
"1767",="2611","志信","12.95","+0.45","+3.6","0.38","4.58","0.39","4.63","86.8","0","19.9","343","101","150","0","167","143","0","0","118","0"
"1768",="2614","東森","16.9","-0.3","-1.74","-0.6","-7.16","0.36","4.3","17","0","0","-154","0","0","0","0","57.5","143","85.1","73","0"
"1769",="2705","六福","21.8","-0.25","-1.13","-1.1","-13.19","0.04","0.49","14.9","0","0","0","88.3","90.2","0","0","0","0","0","0","0"
"1770",="2718","晶悅","46.6","+0.25","+0.54","0.15","1.76","0.37","4.4","46.8","109","74","0","43.6","45.8","89.3","200","0","0","0","0","0"
"1771",="2719","燦星旅","73.7","-1.3","-1.73","-1.42","-17.04","0.27","3.28","27.1","77.4","66.5","91.2","90","0","0","0","0","0","0","0","0"
"1772",="2724","富驛-KY","14.3","0","0","-2.36","-25.91","0.19","2.23","-7.26","","-112","32.5","0","0","0","0","0","0","0","0","0"
"1773",="2726","雅茗-KY","26.5","-0.15","-0.56","1.56","17.17","2.18","23.93","70.5","","163","65.1","79.4","94.3","73.3","79.5","95.9","79","45.9","0","0"
"1774",="2731","雄獅","157.5","+0.5","+0.32","1.51","18.07","2.58","30.9","59.1","55.8","75.8","68.4","76.6","71.5","113","80","104","63.7","0","0","0"
"1775",="2734","易飛網","52.6","+0.6","+1.15","-0.82","-8.97","0.45","4.9","4.15","","49.6","59.8","97.6","-161","0","0","0","0","0","0","0"
"1776",="2739","寒舍","55","-0.2","-0.36","-0.22","-1.95","1.08","9.7","58.9","","","","87.3","76.7","83.7","94.3","98","90.1","0","0","0"
"1777",="2740","天蔥","39.55","-0.65","-1.62","-1.14","-11.44","1.25","12.45","22.8","","","59.6","86.6","81.8","0","0","0","0","0","0","0"
"1778",="2743","山富","128","+1.5","+1.19","0.54","4.82","0.77","6.9","31.8","","","","78","44.8","0","53.8","70.2","39.2","0","0","0"
"1779",="2745","五福","90.5","+2.8","+3.19","0.15","1.33","0.73","6.6","40.4","","","","52.3","58.1","74.1","71.7","73.2","33.7","0","0","0"
"1780",="2816","旺旺保","19","+0.1","+0.53","1.56","18.72","0.56","6.69","19.1","0","0","25","42.3","8.13","0","22.4","31.7","41.8","25.5","32.1","0"
"1781",="2851","中再保","22","+0.1","+0.46","1.64","19.69","0.89","10.7","48","0","56.9","92.3","77.4","51.5","36.8","60.7","50.6","48.1","50.6","51.4","0"
"1782",="2867","三商壽","5.31","-0.03","-0.56","0.84","10.04","0.46","5.48","27.5","0","42.3","25.1","71.4","26.6","48.8","91.8","0","0","23.4","0","0"
"1783",="2883","開發金","12.3","+0.15","+1.23","0.78","9.37","0.44","5.23","58.6","0","33.2","71.4","82.8","86.2","125","75","55.6","68.2","63.2","42.7","0"
"1784","2883B","開發金乙特","6.99","-0.01","-0.14","","","0","0","","","","","","","","","","","","",""
"1785",="2888","新光金","9.03","+0.11","+1.23","0.93","11.13","0.29","3.48","28.9","0","24.5","54.3","73.8","0","42.5","45.7","22.5","24.2","35.7","24","0"
"1786","2888A","新光金甲特","31.45","0","0","","","0.97","3.87","","","","","","","","","","","","",""
"1787","2888B","新光金乙特","31.55","0","0","","","0.8","2.4","","","","","","","","","","","","",""
"1788",="2889","國票金","11.9","+0.05","+0.42","0.76","9.06","0.65","7.75","82.3","111","85.1","88.5","89.4","91","89.1","89.5","76.4","89.4","89.3","88.5","0"
"1789","2891B","中信金乙特","58.7","0","0","","","1.51","9.04","","","","","","","","","","","","",""
"1790","2891C","中信金丙特","59","0","0","","","1.32","5.28","","","","","","","","","","","","",""
"1791",="2905","三商","14.95","+0.1","+0.67","1.45","17.46","1.05","12.6","55.4","41.9","106","49","30.6","47.8","46.1","70.5","116","45.2","61.3","50.2","0"
"1792",="2910","統領","29.8","-0.4","-1.32","0.58","6.94","0.47","5.6","80.2","143","137","123","72.2","0","238","0","0","109","76.9","62.5","0"
"1793",="2911","麗嬰房","7.5","-0.02","-0.27","-0.4","-4.77","0.22","2.62","18","101","90","0","0","0","0","24.8","0","0","0","0","0"
"1794",="2913","農林","22.15","+0.25","+1.14","0.24","2.88","0.26","3.14","-17.2","73.5","0","32.9","52.3","49.5","125","60.2","-600","0","0","0","0"
"1795",="2924","宏太-KY","29","-0.5","-1.69","-0.26","-2.81","1.05","12.65","40.5","","88.6","75.7","88.3","70.4","122","0","0","0","0","0","0"
"1796",="2926","誠品生活","64.2","+0.1","+0.16","4.65","55.82","4.87","58.49","76.1","89.9","138","89.3","84.7","88.6","86.5","84.8","92.9","85.4","72.4","0","0"
"1797",="2929","淘帝-KY","11.05","+0.1","+0.91","6.23","68.58","3.21","35.29","25.8","","0","43.2","50.1","51.6","39.9","45.1","39.9","14.2","0","0","0"
"1798",="2939","凱羿-KY","29.8","0","0","6.7","46.87","5.96","41.7","89.3","","","","","","84.7","80.5","87.3","132","241","0","0"
"1799",="3011","今皓","30.85","+1","+3.35","-0.38","-4.53","0.02","0.2","26","90.9","221","0","0","0","0","0","0","0","0","0","0"
"1800",="3018","隆銘綠能","11.7","+0.5","+4.46","-0.92","-11.04","0.22","2.7","14.4","58.4","-117","0","71.4","0","71.9","88.7","0","0","0","0","0"
"1801",="3041","揚智","18.45","+0.15","+0.82","-0.15","-1.81","0.57","6.87","26.6","79.5","76.3","75.4","87.8","0","0","0","0","0","0","0","0"
"1802",="3043","科風","36.55","+0.3","+0.83","-1.21","-14.54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1803",="3049","和鑫","10.3","+0.05","+0.49","-0.05","-0.64","0.09","1.09","11.1","0","0","0","0","0","0","0","0","47.3","36.1","49.7","0"
"1804",="3054","立萬利","19.3","-0.05","-0.26","0.17","1.98","0.18","2.13","18.1","0","0","51.7","89.3","0","18.6","58","0","0","0","0","0"
"1805",="3057","喬鼎","13.8","+1.25","+9.96","-0.34","-4.14","0.36","4.28","22.4","0","56.8","72.1","77.7","62.4","0","0","0","0","0","0","0"
"1806",="3058","立德","23.25","-0.85","-3.53","-0.06","-0.69","0.39","4.7","101","119","70.9","68.5","455","556","86.2","0","-21.6","-102","-19.7","0","0"
"1807",="3062","建漢","21.85","+0.85","+4.05","0.52","6.28","0.45","5.4","81.2","64.7","83","71.4","66.6","71","78.5","81.4","78.4","93.8","214","71.4","0"
"1808",="3064","泰偉","15","-0.3","-1.96","-1.71","-20.52","0.09","1.1","7.08","64.4","20.6","0","0","0","0","0","0","0","0","0","0"
"1809",="3066","李洲","19.2","-0.5","-2.54","-0.33","-4.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1810",="3067","全域","39.15","-0.55","-1.39","-0.18","-2.17","0.05","0.6","7.69","92.3","0","0","0","0","0","0","0","0","0","0","0"
"1811",="3073","天方能源","35.9","+1.1","+3.16","-1.87","-22.43","0","0","0","0","0","0","0","0","","0","0","0","0","0","0"
"1812",="3083","網龍","45.55","-0.2","-0.44","-0.26","-3.14","0.32","3.85","15.7","91.2","97.1","0","0","0","0","0","0","0","0","0","0"
"1813",="3085","新零售","21","+0.65","+3.19","-1.42","-16.98","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1814",="3089","億杰","90.5","-10","-9.95","-1.69","-20.22","0.02","0.3","2.92","0","35","0","0","0","0","0","0","0","0","0","0"
"1815",="3095","及成","24.75","0","0","-1.91","-22.91","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1816",="3115","富榮綱","11","0","0","-0.19","-2.28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1817",="3149","正達","12.25","-0.5","-3.92","-2.66","-31.87","0.23","2.8","6.67","43.8","36.2","0","0","0","0","0","0","0","0","0","0"
"1818",="3162","精確","47.15","-0.1","-0.21","-0.76","-9.1","0.02","0.23","18.3","134","85.3","0","0","0","0","0","0","0","0","0","0"
"1819",="3176","基亞","32.9","+0.8","+2.49","-2.65","-31.79","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1820",="3191","和進","11.95","-0.05","-0.42","-1.01","-12.17","0.02","0.2","2.28","27.4","0","0","0","0","0","0","0","0","0","0","0"
"1821",="3202","樺晟","17.75","+0.1","+0.57","-0.63","-7.53","0.03","0.4","7.55","0","0","0","55.6","0","35.1","0","0","0","0","0","0"
"1822",="3205","佰研","51","+4","+8.51","0.18","2.12","0.75","9.01","2.41","0","0","0","0","28.8","46.2","-46.1","0","0","0","0","0"
"1823",="3224","三顧","44.9","+0.35","+0.79","-0.6","-7.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1824",="3229","晟鈦","18.75","+0.15","+0.81","-0.82","-9.81","0.03","0.32","7.11","85.3","0","0","0","0","0","0","0","0","0","0","0"
"1825",="3230","錦明","12.95","0","0","-1.05","-12.65","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1826",="3234","光環","34.15","+0.65","+1.94","0.09","1.04","0.98","11.7","34","97.6","33.1","96.9","87.5","62.2","30.2","0","0","0","0","0","0"
"1827",="3252","海灣","22.1","+0.1","+0.45","1.28","15.34","0.08","1","7.2","0","0","0","0","0","0","0","16","0","0","70.4","0"
"1828",="3259","鑫創","25.9","+0.3","+1.17","-1.39","-16.66","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1829",="3285","微端","21.35","+0.2","+0.95","0.73","8.78","0.63","7.51","74.8","78.1","81.6","152","94.1","75.2","87","91.1","68.6","118","53","0","0"
"1830",="3287","廣寰科","29.2","-0.85","-2.83","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1831",="3288","點晶","21.95","-0.05","-0.23","-0.86","-10.29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1832",="3294","英濟","18.15","+0.15","+0.83","0.15","1.78","0.28","3.36","234","45","0","0","0","50","35.6","27.6","2300","130","76.9","141","0"
"1833",="3296","勝德","16.25","-0.8","-4.69","0.01","0.13","0.32","3.83","56.3","0","70.9","0","81.1","125","98.4","0","99","102","100","0","0"
"1834",="3297","杭特","17.3","0","0","0.36","4.36","0.81","9.73","16.1","63.7","76.4","95","74.7","92","-123","-26.9","0","-58.8","0","0","0"
"1835",="3308","聯德","41.85","+1.05","+2.57","-0.62","-7.47","0","0","0","0","0","0","0","","0","0","0","0","0","0","0"
"1836",="3313","斐成","10.95","-0.2","-1.79","-0.64","-7.68","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1837",="3321","同泰","7.02","-0.09","-1.27","-0.74","-7.41","0.34","3.43","11.8","","","13","26.5","78.1","0","0","0","0","0","0","0"
"1838",="3325","旭品","31.65","-0.65","-2.01","-0.4","-4.83","0.32","3.85","31.8","0","0","0","0","88.7","89.9","0","0","81.4","121","0","0"
"1839",="3339","泰谷","14.8","+0.25","+1.72","-1.79","-21.48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1840",="3349","寶德","17.4","+0.7","+4.19","0.58","6.9","0.58","6.93","58.2","55.6","59.7","94.1","54.1","89.4","83.3","0","106","0","88.5","67.8","0"
"1841",="3379","彬台","12.75","-0.05","-0.39","0.83","9.96","0.78","9.35","36.9","57.8","65.4","84.7","78","0","0","0","0","0","63.8","92.6","0"
"1842",="3432","台端","11","+1","+10","-1.33","-16.01","0.36","4.35","-11.3","0","0","0","79.4","118","90.9","-588","11.9","44.1","51","58.1","0"
"1843",="3437","榮創","18.3","+0.05","+0.27","0.91","10.05","0.68","7.45","38.4","","14.4","47.3","50.6","63","85.4","88.2","0","0","0","73.8","0"
"1844",="3466","致振","27.35","-0.55","-1.97","0.02","0.23","0.56","6.78","-31.3","74.3","68.3","84.7","89.8","-114","-625","0","0","45.5","0","0","0"
"1845",="3481","群創","16.05","0","0","-0.3","-3.54","0.3","3.56","35.4","0","0","26.3","30.3","18.3","52.6","21.5","27.3","-5.65","235","19.1","0"
"1846",="3494","誠研","8.86","-0.04","-0.45","-1","-12","0.11","1.29","28.2","277","0","0","61.7","0","0","0","0","0","0","0","0"
"1847",="3499","環天科","22.75","+1.15","+5.32","-0.27","-3.21","0.18","2.14","19.4","-124","0","0","0","0","0","200","77.8","78.9","0","0","0"
"1848",="3504","揚明光","74.6","-0.1","-0.13","0.92","11","0.87","10.42","32.7","77.8","55.4","90","87.6","49.6","0","0","31.8","0","0","0","0"
"1849",="3508","位速","35.65","+2.55","+7.7","-1.24","-14.93","0.71","8.5","10.8","49.5","79.6","0","0","0","0","0","0","0","0","0","0"
"1850",="3521","鴻翊","25","-0.85","-3.29","-0.5","-6.02","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1851",="3522","御頂","17.35","+0.05","+0.29","-1.43","-17.22","0.17","2","18.9","52.6","53.6","68.5","51.5","0","0","0","0","0","0","0","0"
"1852",="3523","迎輝","14.4","+0.4","+2.86","-2.72","-32.64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1853",="3530","晶相光","72.6","+0.9","+1.26","1.94","23.28","1.15","13.78","37.1","0","0","0","0","0","75","66.1","92.1","99.5","76.7","36.4","0"
"1854",="3555","重鵬","37.9","+0.2","+0.53","-3.53","-42.41","0.48","5.7","11.3","65","0","0","0","0","27.8","53.3","0","0","0","-10.3","0"
"1855",="3593","力銘","12.5","+0.3","+2.46","-1.37","-16.38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1856",="3609","三一東林","43.25","+0.55","+1.29","-0.68","-8.13","0.23","2.8","-51.6","60","0","0","0","0","0","40.8","69.4","0","-789","0","0"
"1857",="3615","安可","21.05","+0.1","+0.48","0.64","7.67","0.58","6.97","76.7","40.1","48.4","556","0","78.9","21.3","75","75","0","0","25.8","0"
"1858",="3623","富晶通","18.65","+0.1","+0.54","1.24","14.88","1.63","19.51","49.9","0","0","83.3","75.9","159","79.8","103","97.7","0","0","0","0"
"1859",="3625","西勝","15.3","+0.2","+1.32","-0.62","-7.45","0.21","2.5","15.4","0","0","0","0","0","0","50.3","80.6","54.3","0","0","0"
"1860",="3629","地心引力","49.1","-3.7","-7.01","-3.63","-43.61","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1861",="3630","新鉅科","34.6","-0.2","-0.57","-2.15","-25.81","0.17","2.01","9.95","64.5","0","54.9","0","0","0","0","0","0","0","0","0"
"1862",="3631","晟楠","31.25","-0.2","-0.64","0.07","0.88","0.39","4.66","-12.1","112","54.7","0","0","0","0","0","0","0","0","-312","0"
"1863",="3632","研勤","15.8","+0.25","+1.61","-0.97","-11.68","0.23","2.71","24.3","100","130","61.4","0","0","0","0","0","0","0","0","0"
"1864",="3664","安瑞-KY","34.9","+0.35","+1.01","-1.24","-13.69","0.04","0.49","0","","0","0","0","0","0","0","0","0","0","0","0"
"1865",="3666","光耀","28.1","-1.4","-4.75","-0.06","-0.74","0.81","9.68","51.5","0","12.4","28.2","58.5","217","133","94.9","0","0","73.8","0","0"
"1866",="3682","亞太電","6.42","+0.14","+2.23","-0.56","-6.76","0.1","1.16","12.7","0","70","82.1","0","0","0","0","0","0","0","0","0"
"1867",="3685","元創精密","23.4","+0.05","+0.21","0.06","0.68","0.49","5.9","100","73.8","603","90.2","0","0","0","114","44.3","80","200","0","0"
"1868",="3686","達能","14.8","+0.05","+0.34","-2.01","-24.09","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1869",="3691","碩禾","88.2","+2.5","+2.92","9.63","115.5","7.83","93.92","28.8","85.5","50.9","65.4","61.1","50.4","57.5","-145","0","65.1","54.5","0","0"
"1870",="3694","海華","34.45","+1.55","+4.71","-0.13","-1.61","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1871",="3710","連展投控","10.55","-0.1","-0.94","-1.39","-8.34","0","0","0","","","","","","","0","0","0","0","0","0"
"1872",="3713","新晶投控","28.85","+0.35","+1.23","0.46","1.38","0","0","0","","","","","","","","","","0","0","0"
"1873",="3714","富采","48.9","+0.1","+0.2","1.09","3.26","0.67","2","26","","","","","","","","","","0","78.1","0"
"1874",="4108","懷特","22.75","-0.5","-2.15","-1.03","-12.32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1875",="4109","加捷生醫","14.3","0","0","-0.12","-1.42","0.34","4.05","102","229","144","182","208","137","320","0","0","0","0","0","0"
"1876",="4113","聯上","16.95","0","0","1.56","18.75","1.05","12.56","45.5","94","54.9","43.6","66.1","59.3","91.7","88.8","44.1","0","-60","63.5","0"
"1877",="4120","友華","42.7","-0.1","-0.23","2.66","31.94","1.54","18.42","52.6","57.4","71.2","28.6","70.8","70","33.3","47.3","63.4","62.9","65.2","61.2","0"
"1878",="4127","天良","14.65","-0.1","-0.68","-0.27","-3.29","0.18","2.2","16.5","0","24.8","93.5","52.2","28","0","0","0","0","0","0","0"
"1879",="4131","晶宇","26.5","-0.4","-1.49","-0.69","-8.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1880",="4139","馬光-KY","34.65","-0.65","-1.84","0.33","3.66","0.91","10.97","147","","200","682","526","-58.8","0","90.9","0","87","88.4","0","0"
"1881",="4142","國光生","35.4","-0.1","-0.28","-1.77","-21.3","0.04","0.5","1.38","0","0","0","0","0","0","0","0","0","16.5","0","0"
"1882",="4147","中裕","97.1","+4.6","+4.97","-1.43","-17.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1883",="4154","樂威科-KY","19.3","-0.25","-1.28","-0.56","-6.12","0.44","5.31","23","","67.9","93","91.7","0","0","0","0","0","0","0","0"
"1884",="4157","太景*-KY","16","+0.3","+1.91","-0.18","-1.84","0","0","0","","","0","0","0","0","0","0","0","0","0","0"
"1885",="4168","醣聯","30.1","+0.15","+0.5","-1.46","-17.51","0.2","2.35","15.9","32.8","428","-270","0","0","0","0","0","0","0","0","0"
"1886",="4174","浩鼎","90.5","-0.1","-0.11","-5.69","-68.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1887",="4188","安克","17.55","+0.05","+0.29","-1.04","-11.43","0","0","0","","0","0","0","0","0","0","0","0","0","0","0"
"1888",="4192","杏國","49.5","-3.1","-5.89","-3.36","-37","0","0","0","","0","0","0","0","0","0","0","0","0","0","0"
"1889",="4198","欣大健康","23.05","-0.6","-2.54","-3.45","-34.46","0","0","0","","","0","0","0","0","0","0","0","0","0","0"
"1890",="4303","信立","17.2","-0.1","-0.58","2.19","26.27","4.97","59.6","42.7","0","0","0","20.2","76.9","0","266","92.3","73.6","-73.2","56.1","0"
"1891",="4304","勝昱","9.45","-0.05","-0.53","-0.98","-11.76","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
