"排名","代號","名稱","成交","漲跌價","漲跌幅","平均EPS(元)","20Q3EPS(元)","20Q4EPS(元)","21Q1EPS(元)","21Q2EPS(元)","21Q3EPS(元)","21Q4EPS(元)","22Q1EPS(元)","22Q2EPS(元)","22Q3EPS(元)","22Q4EPS(元)","23Q1EPS(元)","23Q2EPS(元)"
"1509",="8488","吉源-KY","17.15","+0.5","+3","0.11","0.47","1.4","-0.07","-0.09","0.08","0.84","0.03","-0.35","-0.85","0.16","-0.41",""
"1510",="3379","彬台","12.35","+0.05","+0.41","-0.13","-0.19","-0.5","0.03","-0.22","-0.28","0.75","-0.39","-0.24","0.11","-0.03","-0.37","-0.2"
"1511",="6505","台塑化","78.8","-0.7","-0.88","0.81","1.64","1.07","1.88","1.43","1.08","0.8","1.43","1.78","-0.66","-1.03","0.47","-0.12"
"1512",="2023","燁輝","15","-0.2","-1.32","0.33","0.6","0.23","0.58","0.62","0.96","0.59","0.6","0.22","-0.19","-0.19","0.01","-0.08"
"1513",="3224","三顧","44.2","+0.85","+1.96","-0.14","-0.3","-0.46","-0.17","-0.37","0.03","0.08","0.25","0.02","-0.16","-0.29","-0.37","0.02"
"1514",="5302","太欣","9.38","0","0","-0.08","-0.07","-0.12","-0.06","-0.06","-0.06","-0.09","-0.07","-0.09","-0.08","-0.08","-0.08","-0.09"
"1515",="5398","慕康生醫","13.55","+0.2","+1.5","0.02","-0.01","0.23","0.16","0.23","0","-0.06","-0.09","0.15","0","-0.14","-0.29","0"
"1516",="3092","鴻碩","36.5","-0.1","-0.27","0.03","0.34","-0.13","0.3","0.03","-0.24","0.2","0.05","0.68","0.59","-0.61","-0.81","-0.05"
"1517",="5487","通泰","26.1","-0.25","-0.95","0.22","0.87","0.31","0.43","0.49","0.68","0.42","0.24","0.11","-0.08","-0.36","-0.17","-0.34"
"1518",="4108","懷特","20","0","0","-0.1","-0.17","-0.17","-0.14","-0.14","0.04","-0.17","-0.14","-0.09","0.02","-0.18","-0.04","-0.07"
"1519",="8473","山林水","27.5","+0.1","+0.36","-0.09","0.2","-0.53","1.08","-0.21","0.4","0.13","0.59","0.13","-1.92","-0.69","-0.15","-0.08"
"1520",="2064","晉椿","16.5","+0.3","+1.85","0.16","-0.45","0.19","0.26","0.38","0.75","0.42","0.57","0.55","0.42","-0.4","-0.63","-0.08"
"1521",="2509","全坤建","14.85","0","0","-0.01","0.14","0.76","0.27","0.06","-0.05","-0.08","-0.12","-0.19","-0.13","-0.23","-0.24","-0.28"
"1522",="3049","和鑫","9.65","+0.19","+2.01","0.11","0.09","0.26","0.3","0.43","0.24","0.27","0.07","0.12","-0.09","-0.06","-0.21","-0.13"
"1523",="2888","新光金","9.26","-0.05","-0.54","0.18","0.77","-0.25","0.72","0.32","0.6","0.08","0.24","-0.03","0.47","-0.39","-0.58",""
"1524",="3686","達能","12.7","0","0","-0.12","-0.13","-0.5","-0.17","-0.11","-0.54","0.63","-0.08","-0.07","-0.08","-0.09","-0.11","-0.14"
"1525",="3550","聯穎","15.45","-0.1","-0.64","0.06","0.18","0.51","0.46","0.43","0.07","0","-0.15","0.21","-0.25","-0.08","-0.38","-0.23"
"1526",="6144","得利影","14.2","+0.4","+2.9","-0.09","-0.02","0.2","-0.04","-0.27","-0.17","-0.3","0","-0.05","0","-0.14","-0.14","-0.13"
"1527",="3631","晟楠","31.7","-0.15","-0.47","-0.07","0.04","0.08","-0.05","-0.04","-0.01","-0.06","0.02","-0.08","-0.09","-0.43","-0.16","-0.09"
"1528",="1305","華夏","23.35","-0.15","-0.64","0.54","0.65","1.84","1.42","0.94","0.85","1.03","0.78","-0.15","-1.18","-0.09","0.4","0"
"1529",="6834","天二科技","26.45","+0.05","+0.19","0.3","","0.51","0.29","0.72","0.7","0.54","0.71","0.6","0.32","-0.32","-0.4","-0.34"
"1530",="2440","太空梭","14.7","+1.3","+9.7","0.09","0.48","0.45","0.17","0.27","0.16","0.15","0","-0.2","0.04","0","-0.16","-0.33"
"1531",="6226","光鼎","10.25","0","0","-0.05","-0.06","-0.13","0.02","0.15","0.08","-0.34","0.06","0.11","0.07","-0.25","-0.23","-0.13"
"1532",="1312","國喬","16.7","+0.2","+1.21","0.72","1.56","2.17","2.13","1.82","1.6","0.92","0.65","-0.19","-0.72","-0.33","-0.16","-0.77"
"1533",="6558","興能高","24.5","+1.3","+5.6","-0.03","0.44","0.43","0.29","-0.01","-0.04","-0.21","0.04","-0.48","0.01","-0.22","-0.46","-0.09"
"1534",="5355","佳總","7.31","+0.04","+0.55","-0.16","-0.27","-0.2","-0.2","-0.22","-0.27","0.01","-0.19","-0.12","-0.05","-0.1","-0.12","-0.14"
"1535",="3605","宏致","27","+0.05","+0.19","0.47","0.95","0.4","1.24","1.47","1.06","0.4","1.22","0.88","0.81","-1.23","-1.21","-0.33"
"1536",="3162","精確","50.1","+0.5","+1.01","-0.06","-0.03","0.29","0.18","0.31","-0.04","0.39","-0.31","-0.49","-0.93","-0.19","-0.06","0.22"
"1537",="3623","富晶通","16.75","-0.1","-0.59","-0.26","-0.54","-0.37","-0.55","-0.41","-0.19","-0.09","-0.27","0.01","-0.07","-0.61","-0.07","0.08"
"1538",="2101","南港","38.05","-0.4","-1.04","-0.08","0.28","0.22","0.26","0.29","-0.18","-0.64","-0.35","-0.2","-0.09","-0.58","-0.07","0.13"
"1539",="2438","翔耀","22.75","-0.15","-0.66","-0.05","0.01","0.1","-0.04","-0.04","0","0.01","-0.01","-0.09","-0.08","-0.19","-0.12","-0.11"
"1540",="6708","天擎","44.5","+0.85","+1.95","0.22","","0.4","0.36","0.63","0.38","-0.03","0.4","0.94","0.62","-0.66","-0.53","-0.07"
"1541",="3504","揚明光","64.5","+0.5","+0.78","-0.13","-0.42","-0.58","-0.28","0.11","0.3","0.1","0.19","0.43","0.57","-0.63","-0.75","-0.59"
"1542",="1447","力鵬","7.57","+0.02","+0.26","0","-0.11","0.05","0.18","0.13","0.01","-0.01","0.13","0.22","-0.06","-0.31","-0.1","-0.14"
"1543",="4564","元翎","24","+0.3","+1.27","0.17","0.51","0.52","0.51","0.42","0.49","0.32","0.45","0.02","-0.02","-0.14","-0.46","-0.56"
"1544",="6589","台康生技","93.4","0","0","-0.33","-0.37","-1.53","-1.11","-0.68","1.45","0.01","0.05","0.02","-0.08","-0.36","-0.67","-0.64"
"1545",="6616","特昇-KY","13.65","-0.05","-0.36","0.13","1.09","1.07","0.08","-0.56","-0.35","-0.27","0.96","0.12","0.28","-0.28","-0.75",""
"1546",="4430","耀億","22.1","-0.3","-1.34","0.03","-0.33","0.63","0.42","0.03","0.65","-0.35","0.79","0.3","0.12","-1.06","-0.32","-0.57"
"1547",="6578","達邦蛋白","16.4","+0.15","+0.92","-0.29","0.29","0.03","-0.92","-0.3","-0.42","-0.4","-0.28","-0.4","-0.18","-0.31","-0.34","-0.23"
"1548",="4419","元勝","28.2","+0.2","+0.71","-0.14","-0.15","-0.17","-0.08","1.23","-0.45","-1.3","0.02","-0.39","-0.11","-0.03","0","-0.2"
"1549",="6153","嘉聯益","22.1","+0.1","+0.45","-0.11","0.88","0.49","-0.09","-0.42","0.24","-0.61","-0.26","-0.23","1.34","-0.05","-1.55","-1.06"
"1550",="2601","益航","8.36","+0.08","+0.97","0.01","-0.04","0.18","0","0.07","0.11","0.04","0.13","0","-0.03","-0.13","0.08","-0.28"
"1551",="8411","福貞-KY","14","+0.3","+2.19","0.07","0.52","0","-0.07","0.38","0.29","1.62","-0.07","-0.81","-1.19","0.3","-0.15",""
"1552",="4513","福裕","19.4","+0.25","+1.31","0.01","-0.07","0.08","0.1","0.06","0","0.28","-0.01","0.28","0.06","-0.62","-0.1","0.07"
"1553",="8067","志旭","14.6","+1.15","+8.55","-0.17","-0.07","-0.18","-0.24","-0.29","-0.15","-0.24","-0.11","-0.22","-0.08","-0.48","-0.28","0.34"
"1554",="1586","和勤","31.4","+0.15","+0.48","0.17","0.48","0.52","0.48","0.37","0.34","0.13","0.32","0.42","-0.03","-0.19","-0.7","-0.1"
"1555",="5230","雷笛克光學","20.7","-0.05","-0.24","0.05","0.02","0.01","0.15","0.32","0.43","0.37","0.27","0.36","0.26","-1.21","-0.16","-0.24"
"1556",="4128","中天","49.15","-0.35","-0.71","-0.31","1.4","-4.56","1.03","-1.98","0.04","0.84","1.74","-1.09","0.83","-0.89","-0.21","-0.88"
"1557",="6210","慶生","31.55","0","0","0.34","0.59","1.08","0.36","0.82","0.82","0.95","0.59","0.03","0.3","-0.11","-0.46","-0.9"
"1558",="2426","鼎元","17.6","+0.2","+1.15","0.13","-0.12","0.14","0.25","0.07","0.37","1.73","0.11","-0.3","-0.21","-0.22","-0.12","-0.17"
"1559",="2434","統懋","30.4","-0.05","-0.16","-0.06","-0.76","2.13","0.04","-0.13","-0.34","-0.12","-0.3","-0.49","0.63","-0.77","-0.36","-0.23"
"1560",="4402","福大","9.88","+0.89","+9.9","-0.16","-0.33","-0.37","-0.15","-0.37","-0.22","-0.12","-0.2","0.13","0.15","-0.26","-0.14","-0.09"
"1561",="1459","聯發","9.28","+0.07","+0.76","0.08","-0.15","0.35","0.48","0.47","0.89","0.17","0.27","-1.03","-0.7","0.06","-0.03","0.14"
"1562",="4123","晟德","51","+0.3","+0.59","0.77","2.15","3.08","4.21","2.66","-1.61","-1.4","2.35","-0.36","-1.94","0.03","1.67","-1.59"
"1563",="4968","立積","151","+2.5","+1.68","1.4","4.95","5.26","4.06","3.98","0.33","-0.81","0.04","0.42","1.1","-0.94","-0.99","-0.6"
"1564",="3372","典範","13.4","+0.4","+3.08","0.21","-0.04","0.19","0.4","0.63","0.77","0.59","0.41","0.23","0.03","-0.17","-0.35","-0.2"
"1565",="3499","環天科","19.8","+0.45","+2.33","-0.06","-0.22","0.19","-0.26","-0.11","0.12","0.07","-0.03","0.12","0.09","-0.24","-0.31","-0.14"
"1566",="5490","同亨","21.75","0","0","0.01","0.72","0.95","0.16","-0.13","0.24","1.12","0.23","-2.38","0.4","-0.04","-0.64","-0.54"
"1567",="9949","琉園","13.2","-0.2","-1.49","-0.18","-0.16","-0.02","-0.22","-0.39","-0.2","0.05","-0.22","-0.47","-0.24","0.14","-0.23","-0.2"
"1568",="5701","劍湖山","7.22","-0.33","-4.37","-0.11","0.24","-0.25","-0.13","-0.18","-0.25","-0.09","-0.07","-0.24","0.08","-0.06","-0.09","-0.23"
"1569",="6496","科懋","29","+0.6","+2.11","-0.18","0.18","0.08","0.06","-0.09","-0.27","-0.06","-0.22","-0.27","-0.22","-0.02","-0.52","-0.79"
"1570",="2069","運錩","16.55","-0.05","-0.3","0.51","0.41","0.61","0.65","1.11","1.49","1.52","0.43","1.43","-0.56","-0.14","-0.23","-0.57"
"1571",="6103","合邦","40.6","0","0","-0.24","-0.1","-2.27","-0.05","-0.04","0.27","-0.04","-0.05","-0.03","-0.01","-0.22","-0.26","-0.02"
"1572",="4113","聯上","21","+1.05","+5.26","-0.07","-0.13","-0.16","-0.07","0.27","0.22","0.23","-0.05","-0.18","-0.21","-0.24","-0.13","-0.37"
"1573",="3229","晟鈦","14.45","+0.1","+0.7","-0.3","-0.39","-1.02","-0.05","-0.29","0.08","-0.96","-0.26","-0.06","-0.11","-0.34","0.01","-0.24"
"1574",="3354","律勝","14.55","+0.05","+0.34","-0.16","-0.12","-0.19","-0.09","-0.18","-0.22","-0.25","0.06","-0.03","0.12","-0.46","-0.3","-0.23"
"1575",="4503","金雨","61.6","+0.4","+0.65","-0.24","-0.27","-0.24","-0.12","-0.2","-0.21","-0.32","-0.36","-0.21","-0.16","-0.17","-0.29","-0.28"
"1576",="1515","力山","38","+0.6","+1.6","0.59","1.4","1.9","1.79","1.29","1.37","1.35","-0.28","-0.49","-0.24","-0.64","-0.42","0.05"
"1577",="6265","方土昶","10.05","0","0","-0.01","-0.16","-0.04","0.04","0.36","0.29","-0.04","0.09","0.08","0.24","-0.32","-0.11","-0.54"
"1578",="1721","三晃","13.3","+0.1","+0.76","-0.09","-0.09","-0.24","-0.22","0.08","-0.45","0.21","0.14","0.28","0.04","-0.13","-0.3","-0.43"
"1579",="9955","佳龍","22.2","+0.35","+1.6","-0.2","0.2","-0.37","-0.22","-0.05","-0.37","-0.32","-0.15","-0.25","-0.29","-0.27","-0.31","-0.02"
"1580",="4743","合一","186.5","0","0","-0.26","0.06","-1.6","0.31","-1.25","-0.46","0.34","1.01","0.88","0.71","-1.66","-0.68","-0.75"
"1581",="4976","佳凌","42","-0.45","-1.06","-0.12","0.09","0.08","0.24","0.12","-0.14","-0.16","-0.14","-0.14","0.2","-0.86","-0.36","-0.33"
"1582",="2067","嘉鋼","13.25","-0.1","-0.75","-0.08","-0.14","-0.02","0.04","0.01","-0.01","-0.28","-0.21","-0.06","-0.22","-0.12","0.01","0.01"
"1583",="1313","聯成","15.15","+0.3","+2.02","0.17","0.81","0.96","0.99","0.89","0.46","-0.68","0.74","-0.67","-0.65","-0.31","0.02","-0.48"
"1584",="3294","英濟","18.45","+0.3","+1.65","-0.07","0.75","0.68","0.16","0.14","-0.29","0.14","-0.32","-1.07","0.42","-0.22","-0.81","-0.46"
"1585",="1802","台玻","19.35","+0.4","+2.11","0.39","0.47","0.77","0.61","1.04","1.22","1.07","0.39","0.21","-0.52","-0.34","-0.29","0"
"1586",="1413","宏洲","8.59","-0.04","-0.46","0.05","-0.29","-0.17","0.05","0.19","0.22","0.34","0.34","0.51","-0.05","-0.05","-0.26","-0.26"
"1587",="1471","首利","15.75","+0.55","+3.62","0.16","2.75","0.55","0.01","-0.62","0.23","0.26","0.05","-0.77","-0.13","-0.19","-0.02","-0.23"
"1588",="4609","唐鋒","6.19","+0.1","+1.64","-0.06","0.12","-0.07","-0.25","-0.36","0.08","0.15","0.03","-0.13","0.37","-0.19","-0.22","-0.23"
"1589",="2491","吉祥全","14.15","+0.15","+1.07","-0.23","-0.31","1.83","0.87","2.75","-4.13","0.67","-1.23","-2.29","-1.35","0.16","0.43","-0.17"
"1590",="4956","光鋐","14.65","+0.15","+1.03","0.05","0.04","0.3","0.38","0.39","0.37","0.3","0.19","-0.07","-0.14","-0.68","-0.25","-0.23"
"1591",="8121","越峰","24.9","+0.8","+3.32","-0.02","0.04","-0.02","0.04","0.07","0.13","0.08","0.07","0.05","0.05","-0.08","-0.3","-0.31"
"1592",="4502","健信","36.85","0","0","-0.38","0.03","-0.91","-0.69","-0.87","-0.57","-0.77","-0.12","0.13","0.1","-0.47","-0.41","0"
"1593",="3714","富采","45.3","+0.6","+1.34","-0.84","-2.05","-8.54","-0.38","1.03","1.91","0.65","1.11","0.57","-0.51","-0.99","-1.65","-1.21"
"1594",="3191","和進","13.85","+0.05","+0.36","-0.29","-0.76","-1.83","-0.47","0.03","-0.02","-0.14","-0.07","0.04","-0.01","-0.15","-0.08","-0.01"
"1595",="1533","車王電","55.7","+0.4","+0.72","0.1","0.24","0.62","0.08","0.29","0.46","0.05","0.19","0.29","0.23","-0.31","-0.48","-0.43"
"1596",="4139","馬光-KY","38.9","+2.05","+5.56","0.12","0.4","0.8","0.16","0.08","0.23","0.44","0.02","0.07","-0.07","-0.74","-0.05",""
"1597",="4147","中裕","99.6","+3.4","+3.53","-0.33","-0.18","-0.37","0.02","-0.39","-0.31","-1.19","-0.47","-0.3","-0.14","-0.15","-0.32","-0.19"
"1598",="2460","建通","26.3","+0.05","+0.19","0.05","0.07","0.09","0.34","0.54","0.39","0.19","0.03","-0.02","-0.25","-0.39","-0.23","-0.18"
"1599",="8093","保銳","17.35","-0.4","-2.25","-0.11","0.05","0.21","-0.1","-0.21","-0.47","-0.05","-0.1","0.06","0.31","-0.34","-0.26","-0.39"
"1600",="2724","富驛-KY","14","-0.25","-1.75","-0.18","-0.21","-0.27","-0.07","-0.19","-0.06","-0.51","-0.3","-0.13","-0.05","-0.11","-0.03",""
"1601",="3062","建漢","20.25","+0.25","+1.25","-0.14","-0.02","0.09","-0.05","0.04","0.17","-0.07","-0.29","-0.31","0.16","-0.68","-0.37","-0.3"
"1602",="1455","集盛","9.51","-0.02","-0.21","0.12","0.07","0.5","0.72","1.02","-0.16","0.15","0.15","-0.07","-0.42","-0.2","-0.08","-0.28"
"1603",="6535","順藥","60.1","+0.4","+0.67","-0.28","-0.4","-0.7","0.46","-0.75","3.13","-2.19","-1.14","-1.2","-0.95","0.24","0.89","-0.81"
"1604",="1467","南緯","12.45","-0.35","-2.73","0.1","1.94","0.32","-0.1","-0.15","-0.05","0.17","0","0.13","0","-0.29","-0.49","-0.3"
"1605",="3645","達邁","43.35","+0.8","+1.88","0.34","0.93","0.68","0.69","0.58","0.63","0.41","0.92","0.95","-0.45","-0.29","-0.78","-0.15"
"1606",="8906","花王","16.3","-0.3","-1.81","-0.05","0","0.08","-0.15","-0.07","0.16","0.15","0.29","-0.21","0.03","-0.29","-0.36","-0.26"
"1607",="3360","尚立","12.1","-0.05","-0.41","0.11","0.37","-0.17","0.33","0.13","0.25","0.73","0.52","0.17","0.19","-0.52","-0.44","-0.29"
"1608",="6219","富旺","23.25","-0.65","-2.72","-0.13","0.7","2.15","-0.17","0.55","-1.67","1.72","-1.89","-2.97","-0.73","-0.76","0.03","1.5"
"1609",="8929","富堡","20.5","0","0","-0.24","-0.07","0.38","-0.08","-0.2","-0.66","-0.38","-0.42","-0.25","-0.27","-0.34","-0.39","-0.17"
"1610",="3057","喬鼎","12.1","0","0","-0.09","-0.37","-0.35","-0.12","-0.09","0.11","0.19","0.1","0.15","0.01","-0.21","-0.19","-0.35"
"1611",="6116","彩晶","12.1","0","0","0.22","0.52","0.9","1","0.91","0.45","0.38","-0.15","0.01","-0.13","-0.59","-0.35","-0.26"
"1612",="5531","鄉林","9.74","+0.05","+0.52","-0.13","-0.12","0.74","-0.33","-0.2","-0.2","0.06","-0.28","-0.41","-0.47","-0.25","0.34","-0.5"
"1613",="3296","勝德","16.3","+0.4","+2.52","-0.25","0.07","0.16","-0.36","-0.13","-0.32","-0.83","-0.69","0.15","0.27","-0.42","-0.46","-0.42"
"1614",="4413","飛寶企業","15.85","+0.3","+1.93","0.12","-0.28","-0.57","0.33","-0.05","-0.08","0","0.51","0.76","0.7","-0.25","-0.02","0.39"
"1615",="6283","淳安","30.75","+0.7","+2.33","-0.13","-0.09","-0.06","-0.18","-0.34","-0.44","0.56","-0.08","0.12","-0.23","-0.44","-0.3","-0.13"
"1616",="5344","立衛","17","+0.25","+1.49","0.06","0.16","0.19","0.27","0.17","0.2","0.12","0.03","0.09","-0.05","-0.29","-0.18","-0.02"
"1617",="5529","鉅陞","11.1","-0.05","-0.45","-0.29","-1.07","-0.19","-0.09","-0.48","-0.19","-0.35","-0.16","-0.23","-0.18","-0.14","-0.16","-0.23"
"1618",="2207","和泰車","698","-6","-0.85","2.44","6.62","6.44","9.16","7.6","6.43","6.49","7.86","-1.49","-24.99","-16.77","9.27","12.65"
"1619",="4530","宏易","6","+0.14","+2.39","-0.13","-0.07","-0.3","-0.18","-0.2","-0.04","-0.05","-0.09","-0.12","0.04","-0.09","-0.19","-0.27"
"1620",="1340","勝悅-KY","12.45","-0.1","-0.8","-0.74","-0.66","-0.77","-0.48","-0.77","-0.84","-1.26","-0.63","-0.68","-0.77","-0.73","-0.55",""
"1621",="4171","瑞基","37.25","+1.8","+5.08","1.4","1.68","2.24","2.29","2.71","2.64","1.52","2.39","3.28","0.8","-1.14","-0.81","-0.8"
"1622",="3437","榮創","17.7","+0.3","+1.72","-0.04","0.4","-0.02","0.22","0.22","-0.11","0.27","0.33","-0.17","-0.66","-0.48","-0.36","-0.07"
"1623",="5251","天鉞電","18.55","+0.1","+0.54","-0.39","-0.51","-0.27","-0.46","-0.79","-0.56","-0.48","-0.54","0.09","-0.04","-0.08","-0.56","-0.46"
"1624",="1310","台苯","15.2","0","0","-0.02","0.02","0.85","0.45","0.47","-0.28","-0.45","0.18","-0.28","-0.33","-0.28","0","-0.57"
"1625",="3060","銘異","18.9","+0.3","+1.61","-0.04","-0.48","-0.48","-0.04","0.3","0.63","0.47","0.19","0.54","0.09","-0.53","-0.84","-0.39"
"1626",="1337","再生-KY","7.39","+0.04","+0.54","-0.71","-0.46","-3.56","-0.39","-0.38","-0.55","-0.39","-0.36","-0.44","-0.53","-0.43","-0.33",""
"1627",="1742","台蠟","16.6","+0.1","+0.61","0.33","-0.24","-0.08","0.03","0.11","0.21","4.81","0.12","0.44","-0.22","-1.65","0.27","0.2"
"1628",="1909","榮成","14.6","0","0","0.09","0.27","0.42","0.4","0.71","0.38","0.35","0.01","0.23","-0.37","-0.57","-0.48","-0.25"
"1629",="3607","谷崧","14.6","+0.15","+1.04","-0.51","-0.66","-0.39","-0.48","-0.91","0.12","-0.95","-0.81","-0.55","-0.35","-0.52","-0.3","-0.3"
"1630",="8176","智捷","11.2","+0.3","+2.75","-0.24","-0.24","-0.4","-0.49","-0.46","-0.45","0.51","-0.44","-0.23","0.09","-0.36","-0.33","-0.07"
"1631",="5546","永固-KY","36.7","-0.3","-0.81","0.52","2.19","3.13","0.54","0.96","0.26","1.42","0.61","0.49","-0.5","0.07","-3.42",""
"1632",="5907","大洋-KY","12.55","-0.1","-0.79","-0.45","-0.49","0.99","0.05","0.02","-0.82","-0.44","-0.45","-0.75","-0.84","-2.22","0.02",""
"1633",="6431","光麗-KY","18.5","-0.3","-1.6","-0.17","-0.64","-0.06","-0.05","0.75","-0.14","-0.06","-0.53","-0.45","-0.09","-0.17","-0.46",""
"1634",="3530","晶相光","71","+1","+1.43","0.96","1.2","1.72","1.53","3.23","3.18","1.67","1.36","0.79","-0.04","-0.52","-2.09","-0.51"
"1635",="3313","斐成","10.45","-0.05","-0.48","-0.11","-0.07","-0.14","-0.3","-0.08","-0.19","0.98","-0.15","-0.51","-0.42","-0.38","0.1","-0.16"
"1636",="6446","藥華藥","327","+7.5","+2.35","-2.07","-2.62","-3.43","-2.63","-2.08","-2.7","-3.41","-1.96","-0.99","-1.46","-0.53","-2.44","-0.64"
"1637",="5281","大峽谷-KY","16.2","0","0","-0.32","0.47","0.35","-0.62","0.33","-0.37","0.03","-0.91","-1.15","-1.06","-0.3","-0.2","-0.45"
"1638",="9912","偉聯","10.15","+0.26","+2.63","-0.03","0.01","-0.26","-0.08","0.21","0.01","0.24","-0.06","-0.05","0.02","-0.18","-0.06","-0.15"
"1639",="1781","合世","12.8","+0.05","+0.39","0.16","4.53","-0.37","0.46","-0.6","-0.47","-0.69","-0.24","0.01","0.16","-0.3","-0.25","-0.38"
"1640",="6237","驊訊","36.1","+0.4","+1.12","0.48","1.07","1.18","1.14","2.66","2.23","-0.29","-0.05","0.09","-1.26","-0.42","-0.34","-0.25"
"1641",="2243","宏旭-KY","15.3","-0.1","-0.65","-0.78","-0.73","-4.65","-0.2","-0.74","0.05","-0.92","0.08","0.37","0.09","-1.19","-0.74",""
"1642",="4120","友華","36.55","+0.15","+0.41","-0.38","-0.15","-0.39","0.07","-0.08","-0.54","1.94","0.27","-1.12","-2.16","-0.57","0.32","-2.18"
"1643",="4416","三圓","76.9","+1","+1.32","0.94","-0.74","-0.57","-0.53","-0.53","20.25","-1.79","-0.72","-0.65","-2.12","-1.23","-0.33","0.25"
"1644",="6684","安格","44.5","+0.6","+1.37","0.52","0.77","1.02","1.36","1.79","1.86","1.84","1.69","-0.75","1","-0.54","-0.94","-2.82"
"1645",="4188","安克","21.7","-0.85","-3.77","-0.18","-0.19","-0.08","-0.21","-0.15","0","-0.12","-0.15","-0.22","-0.27","-0.38","-0.2","-0.24"
"1646",="3006","晶豪科","71.5","+1.3","+1.85","1.79","0.85","0.88","2.3","4.62","6.8","4.04","3.41","3.35","0.3","-3.34","-1.32","-0.36"
"1647",="2014","中鴻","22.7","-0.15","-0.66","0.38","0.18","0.54","1.18","1.59","1.02","0.63","0.35","0.47","-0.81","-0.73","0.28","-0.15"
"1648",="5301","寶得利","13.2","0","0","-0.33","-0.48","-0.37","-0.47","-0.48","0.1","-1.24","-0.12","-0.26","-0.16","-0.13","-0.14","-0.17"
"1649",="5210","寶碩","19.85","+1.25","+6.72","-0.15","-0.38","-0.15","-0.37","-0.24","-0.04","0.29","-0.01","0.04","0.11","-0.35","-0.31","-0.37"
"1650",="2406","國碩","15.8","0","0","-0.04","0.35","-0.06","0.9","-0.21","-0.25","-0.37","0.02","-0.05","-0.02","-0.41","-0.14","-0.23"
"1651",="8409","商之器","27.55","-0.35","-1.25","-0.11","-0.27","0.63","-0.57","-0.65","-0.32","0.72","0.86","-0.7","-0.39","0.36","-0.57","-0.46"
"1652",="3115","富榮綱","10.3","0","0","-0.15","-0.04","-0.77","-0.13","-0.03","-0.01","-0.16","-0.07","0.03","-0.08","-0.22","-0.2","-0.12"
"1653",="2719","燦星旅","66.9","+0.3","+0.45","-0.42","-1.09","-0.72","-0.48","-0.43","-0.33","-0.1","-0.44","-0.54","-0.46","-0.35","0.02","-0.09"
"1654",="6228","全譜","12","0","0","-0.14","-0.25","-0.31","0.02","-0.2","-0.06","0.1","-0.16","-0.15","-0.14","-0.19","-0.2","-0.15"
"1655",="3205","佰研","45.45","0","0","-0.58","-0.64","-0.59","-0.68","-0.56","-0.72","-0.69","-0.65","-0.73","-0.32","-0.57","-0.43","-0.35"
"1656",="4154","樂威科-KY","16.3","-0.75","-4.4","-0.51","-0.96","-1.11","-0.77","-0.54","-0.62","-0.33","-0.11","0.03","-0.45","-0.45","-0.28",""
"1657",="3122","笙泉","24.35","+0.15","+0.62","0.26","0.06","0.15","0.11","0.74","1.29","1.23","0.85","0.19","-0.28","-0.31","-0.46","-0.51"
"1658",="3228","金麗科","105","-1.5","-1.41","0.34","0.32","1","1.38","1.38","-0.12","0.29","0.99","0.15","-0.2","-0.41","-0.36","-0.34"
"1659",="2913","農林","24.55","+0.25","+1.03","-0.3","-0.05","0.09","0","-0.04","-0.04","-1.34","0.03","-0.07","-0.05","-1.98","-0.08","-0.07"
"1660",="8450","霹靂","24","-0.3","-1.23","-0.92","-1.02","-1.75","-0.35","-1.11","-0.75","-2.39","-0.69","-0.57","0.01","-1.12","-0.83","-0.52"
"1661",="3672","康聯訊","25.3","-1","-3.8","-0.03","0.54","0.23","-0.26","0.05","0.62","-0.18","0.15","0.02","0.24","-0.77","-0.51","-0.45"
"1662",="8472","夠麻吉","30.6","+0.1","+0.33","-0.32","0.88","0.83","0.72","0.38","-0.69","0.21","-0.91","-2.26","-1.33","-0.15","-0.24","-1.27"
"1663",="6457","紘康","45.2","+0.7","+1.57","1.41","1.95","2.26","2.94","3.11","3.88","2.9","2.51","0.88","-0.46","-0.95","-1.2","-0.93"
"1664",="6150","撼訊","76.7","+2.3","+3.09","1.9","0.69","0.8","3.04","7.19","3.93","9.93","3.38","-1.08","-2.82","-1.27","-0.06","-0.87"
"1665",="4529","淳紳","8.68","0","0","-0.76","-1.08","-1.87","-0.33","-1.21","-0.4","-4.14","0.43","0.55","-0.42","-0.23","-0.2","-0.19"
"1666",="3593","力銘","11.7","0","0","-0.05","0.18","0.76","0","0","-0.01","0.03","-0.39","-0.43","-0.06","-0.12","-0.28","-0.28"
"1667",="8418","捷必勝-KY","8.97","+0.15","+1.7","-0.42","-0.45","-0.49","-0.04","-0.59","-0.69","-0.65","-0.38","-0.34","-0.58","-0.22","-0.22",""
"1668",="2498","宏達電","51","+0.6","+1.19","-1.07","-1.7","-1.29","-1.25","-0.68","-0.94","-0.89","-0.92","-0.91","-1.19","-1.12","-0.82","-1.09"
"1669",="5468","凱鈺","16.9","-0.15","-0.88","-0.06","0.12","-0.52","-0.28","0.11","0.23","0.09","0.44","0.17","-0.04","-0.65","-0.17","-0.27"
