"排名","代號","名稱","成交","漲跌價","漲跌幅","平均EPS(元)","20Q3EPS(元)","20Q4EPS(元)","21Q1EPS(元)","21Q2EPS(元)","21Q3EPS(元)","21Q4EPS(元)","22Q1EPS(元)","22Q2EPS(元)","22Q3EPS(元)","22Q4EPS(元)","23Q1EPS(元)","23Q2EPS(元)"
"838",="4306","炎洲","14.55","+0.05","+0.34","0.42","1.97","-0.76","1.73","0.79","-1.18","0.21","0.56","0.34","0.43","0.4","0.15","0.42"
"839",="6130","星寶國際","32","+1.05","+3.39","0.09","-0.26","-0.32","-0.13","0.45","0.36","0.42","-0.33","-0.33","0.06","0.57","-0.21","0.84"
"840",="1570","力肯","19.8","+0.75","+3.94","0.45","0.11","0.25","0.32","1.26","0.48","0.54","0.54","0.52","0.63","0.41","0.27","0.06"
"841",="6202","盛群","63.9","+1.7","+2.73","1.43","1.27","1.59","1.54","2.27","3.17","2.07","2.27","1.57","0.99","0.06","0.16","0.25"
"842",="3441","聯一光","38.2","+1.35","+3.66","0.29","-0.08","0.01","0.03","0.02","0.21","0.38","0.65","0.81","0.93","0.13","0.28","0.12"
"843",="4542","科嶠","33","+0.75","+2.33","0.21","0.47","-0.07","-0.28","0.49","0.1","0.8","-0.44","-0.29","0.55","0.24","0.21","0.7"
"844",="4561","健椿","26.9","+0.4","+1.51","0.53","0.52","0.74","0.58","0.64","0.88","0.39","0.64","0.47","0.6","0.23","0.21","0.5"
"845",="4528","江興鍛","32.8","-0.2","-0.61","0.58","0.99","1.1","0.72","0.82","0.5","0.33","0.27","0.15","0.23","1.51","0.16","0.17"
"846",="1722","台肥","62.7","+0.1","+0.16","0.82","0.52","0.37","0.76","0.78","0.8","0.76","0.79","0.78","0.64","0.5","0.52","2.65"
"847",="6443","元晶","30.4","+0.5","+1.67","0.12","0.34","-0.03","0","-0.21","-0.24","0.53","0.06","0.03","0.05","0.27","0.37","0.3"
"848",="6606","建德工業","24.3","-0.2","-0.82","0.74","","3.9","","0.68","0.37","0.56","0.26","0.42","0.41","0.38","0.17","0.29"
"849",="3272","東碩","34.05","+0.55","+1.64","0.19","1.41","0.65","0.21","0.25","-0.12","0.24","-1.57","-1.49","3.56","3.65","-2.03","-2.46"
"850",="6516","勤崴國際","88.5","+1.9","+2.19","0.36","-0.14","0.81","0.22","0.53","-0.05","0.45","0.35","0.47","0.55","0.37","0.38","0.37"
"851",="3548","兆利","90","+2.7","+3.09","1.42","1.94","1.03","1.04","0.22","0.31","2.55","2.71","1.45","2.78","0.94","0.06","2.04"
"852",="1259","安心","74.1","+0.1","+0.14","1.1","2.19","1.15","0.65","0","0.43","1.99","0.41","0.73","1.98","0.9","1.04","1.7"
"853",="5011","久陽","21.3","+0.4","+1.91","0.44","0.35","-0.54","-0.1","0.72","0.66","0.59","0.91","0.54","1.1","0.54","0.42","0.07"
"854",="3687","歐買尬","87.8","+1.8","+2.09","0.55","0.42","0.38","0.52","0.63","0.71","0.56","0.54","1.34","0.37","0.47","0.36","0.32"
"855",="1229","聯華","60.2","-0.3","-0.5","0.73","0.77","0.67","0.98","1.18","0.62","0.33","0.91","0.95","0.44","0.41","0.74","0.78"
"856",="4153","鈺緯","36.95","+0.55","+1.51","0.14","0.02","-0.08","0","0.11","0.27","-0.01","0.03","0.06","0.39","0.37","0.37","0.2"
"857",="4440","宜新實業","28.2","0","0","0.88","0.61","1.23","1.55","1.42","1.45","1.17","0.89","0.74","0.68","0.58","0.16","0.11"
"858",="2419","仲琦","37.65","+0.9","+2.45","0.21","0.29","0.33","0","0.06","0.09","0.06","0.23","0.53","0.34","0.41","0.09","0.11"
"859",="1540","喬福","18.6","+0.1","+0.54","0.16","-0.17","0.14","0.24","-0.17","-0.04","-0.08","0.39","0.33","0.59","-0.03","0.14","0.55"
"860",="4127","天良","13.85","0","0","0.14","-0.4","-0.29","-0.26","0","0.45","0.57","0.54","0.22","0.2","0.34","0.14","0.12"
"861",="2885","元大金","23.75","-0.1","-0.42","0.56","0.7","0.37","0.78","0.84","0.71","0.54","0.51","0.43","0.65","0.15","0.46",""
"862",="6508","惠光","34.1","+0.3","+0.89","0.73","0.39","0.08","0.67","2.34","0.39","0.45","1.06","1.24","1.41","-0.05","0.43","0.4"
"863",="6840","東研信超","65","0","0","1.28","","1.64","","2.71","1.41","1.5","1.31","1.61","2.14","0.81","-0.26","-0.08"
"864",="1612","宏泰","24.3","+0.35","+1.46","1","0.81","0.5","0.56","0.57","0.37","7.04","0.36","0.09","0.26","0.42","0.5","0.55"
"865",="1503","士電","127.5","+1","+0.79","0.93","0.79","0.41","1.26","0.9","0.7","0.61","1.38","0.88","1.09","0.51","1.52","1.14"
"866",="2481","強茂","64.4","+1.9","+3.04","1.08","0.85","0.65","0.88","1.69","1.88","1.32","1.6","1.49","1.11","0.39","0.34","0.79"
"867",="1473","台南","24.25","0","0","0.03","-0.32","-1.34","0.31","-0.85","-0.21","-0.17","0.77","0.41","0.61","0.27","0.53","0.41"
"868",="2302","麗正","17.6","+0.35","+2.03","0.22","0.21","0.51","0.03","0.15","0.2","0.13","0.21","0.35","0.33","0.17","0.06","0.25"
"869",="3622","洋華","39.9","+0.45","+1.14","0.56","0.95","0.21","0.19","0.1","0.99","0.58","0.28","0.67","1.54","0.26","0.39","0.51"
"870",="3086","華義","66.6","-0.7","-1.04","0.63","0.01","0.61","1.48","1.81","1.56","-0.06","0.34","0.71","0.74","-0.06","-0.07","0.43"
"871",="2924","宏太-KY","28.65","0","0","-0.44","-0.52","-2.3","-0.65","-0.87","3.32","-3.51","-0.67","1.39","-0.27","-0.22","-0.51",""
"872",="1336","台翰","22","-0.15","-0.68","0.3","0.36","-0.34","0.06","0.15","0.29","0.5","0.34","0.58","0.93","0.2","0.2","0.34"
"873",="4767","誠泰科技","28.45","+0.6","+2.15","0.62","0.83","0.77","0.65","0.66","0.6","0.94","0.54","0.44","0.74","0.44","-0.03","0.9"
"874",="4552","力達-KY","32.45","+0.6","+1.88","0.83","0.88","0.76","0.44","0.58","1.06","1.05","0.59","0.79","1.24","1.23","0.55",""
"875",="4207","環泰","17.95","-0.05","-0.28","0.35","0.29","0.07","0.43","0.28","0.14","1.4","0.4","0.18","0.22","0.04","0.36","0.37"
"876",="1709","和益","23.9","-0.05","-0.21","0.45","0.38","0.31","0.53","0.59","0.59","0.28","0.68","0.75","0.54","0.3","0.2","0.26"
"877",="6270","倍微","22.25","0","0","0.47","0.41","0.18","0.42","0.66","0.9","0.38","0.59","0.55","0.74","0.43","0.32","0.1"
"878",="8213","志超","44.55","-0.1","-0.22","1.53","1.47","1.16","1.41","1.89","1.65","3.67","1.81","1.25","1.13","1.26","0.62","1.02"
"879",="4916","事欣科","38.15","+0.9","+2.42","0.17","-0.24","-0.91","0.4","0.52","0.25","0.12","0.22","0.26","0.03","0.7","0.31","0.42"
"880",="1504","東元","51.2","+0.4","+0.79","0.55","0.41","0.4","0.53","0.68","0.75","0.43","0.17","0.48","0.51","0.48","0.78","1.01"
"881",="1539","巨庭","28.8","+0.65","+2.31","0.6","-0.17","-0.36","0.14","0.15","0.82","0.25","1.5","3.06","1.73","-0.29","-0.05","0.41"
"882",="3284","太普高","16.25","+0.4","+2.52","-0.05","-0.56","-0.02","-0.08","-0.05","0","-0.75","-0.15","0.2","0.33","0.12","0.07","0.3"
"883",="3257","虹冠電","81.1","+1.6","+2.01","0.86","1.03","1.17","1.14","1.38","1.72","1.02","0.84","0.57","0.08","-0.08","0.38","1.02"
"884",="2105","正新","37.95","+0.55","+1.47","0.5","0.79","0.98","0.56","0.49","0.29","0.28","0.42","0.35","0.46","0.29","0.49","0.64"
"885",="6218","豪勉","27.4","+0.8","+3.01","0.21","0.3","0.31","-0.01","0.36","0.19","0.16","0.19","-0.1","-0.12","0.4","0.73","0.17"
"886",="3016","嘉晶","58.5","+1.3","+2.27","0.33","-0.1","0.03","0.16","0.33","0.46","0.4","0.64","0.74","0.71","0.3","0.11","0.15"
"887",="4930","燦星網","24.9","+0.1","+0.4","0.73","0.99","0.71","0.5","0.61","1.59","0.49","0.49","1.2","1.08","0.33","0.31","0.49"
"888",="3051","力特","30.3","+1.1","+3.77","0.59","0.04","0.12","3.52","0.32","0.27","0.11","0.65","1.07","0.9","-0.01","-0.08","0.21"
"889",="8222","寶一","44.55","+0.1","+0.22","-0.12","-0.34","-0.35","-0.43","-0.53","-0.22","-0.32","-0.11","0.02","0.47","-0.12","0.08","0.4"
"890",="5215","科嘉-KY","46.3","+0.65","+1.42","2.02","4.38","4.12","3.12","2.64","2.05","1.18","0.77","1.49","2.05","0.31","0.06",""
"891",="2393","億光","48.15","+1.05","+2.23","0.92","1.04","0.73","1.03","1.37","1.38","0.59","1.05","0.89","0.96","-0.12","1.04","1.05"
"892",="4971","IET-KY","56","+0.6","+1.08","0.8","0.61","1.39","0.05","0.71","0.95","0.74","1.16","1.65","0.62","0.92","0.01",""
"893",="1432","大魯閣","16.8","+0.3","+1.82","-0.11","0.78","0","-0.08","-1.07","-0.64","-0.27","0.01","-0.77","0.45","-0.04","0.17","0.11"
"894",="2845","遠東銀","11.35","-0.1","-0.87","0.21","0.21","0.05","0.23","0.19","0.22","0.21","0.19","0.28","0.24","0.32","0.21",""
"895",="2528","皇普","28.6","+1.15","+4.19","0.24","-0.31","0.16","0.27","0.17","0.05","0.99","0.36","0.14","-0.03","0.19","0.89","-0.06"
"896",="8103","瀚荃","36.85","+0.3","+0.82","0.92","0.76","0.52","0.9","1.14","1.32","0.94","1.09","1.57","1.32","0.22","0.36","0.84"
"897",="3535","晶彩科","18","+0.3","+1.69","0.22","-0.56","-1.11","0.71","-0.18","0.11","0.59","1.09","1.03","1.36","0.1","-0.01","-0.45"
"898",="9931","欣高","41.1","-0.05","-0.12","0.45","0.45","0.35","0.67","0.3","0.5","0.67","0.44","0.43","0.51","0.2","0.35","0.5"
"899",="1784","訊聯","68","+1.3","+1.95","0.22","0.03","0.13","0.25","0.25","0.11","-0.05","0.1","0.15","0.33","0.22","0.49","0.67"
"900",="1315","達新","72.1","+0.1","+0.14","0.93","0.83","0.26","0.24","-2.01","1.61","0.06","0.84","1.16","5.29","0.12","0.33","2.46"
"901",="2886","兆豐金","35.65","-0.15","-0.42","0.45","0.56","0.45","0.46","0.46","0.53","0.44","0.44","0.14","0.41","0.34","0.77",""
"902",="6185","幃翔","17.15","0","0","-0.03","-0.08","-0.55","-0.27","-0.06","-0.19","-0.15","-0.06","-0.04","0.16","0.26","0.27","0.35"
"903",="2070","精湛","30.05","-0.1","-0.33","0.47","-0.02","0.36","0.31","0.61","0.59","1.15","0.84","0.11","0.69","0.68","0.1","0.2"
"904",="3052","夆典","12.45","+0.1","+0.81","0.24","0.69","0.12","0.2","0.16","0.02","0.15","0.24","0.22","0.27","0.32","0.26","0.29"
"905",="5534","長虹","77","-1.1","-1.41","1.65","1.03","3.97","0.74","0.06","-0.03","3.64","4.32","1.49","0.99","3.03","0.5","0.02"
"906",="4942","嘉彰","41.6","-0.25","-0.6","1.31","1.01","1.49","1.51","2.05","1.42","1.41","1.06","1.68","1.54","0.26","0.87","1.41"
"907",="8111","立碁","17.75","+0.45","+2.6","0.48","0.51","0.24","0.47","0.34","0.5","2.3","0.29","0.26","0.51","-0.02","0.01","0.41"
"908",="2331","精英","29.45","+0.7","+2.43","0.22","0.19","-0.1","-0.4","0.17","0.16","0.21","0.32","0.61","0.74","-0.1","0.01","0.78"
"909",="6207","雷科","32.2","+0.6","+1.9","0.52","0.27","0.21","0.4","0.86","0.98","0.83","0.54","0.68","0.67","-0.09","0.61","0.28"
"910",="1582","信錦","59.5","+0.3","+0.51","0.87","2.11","1.67","1.02","0.2","0.6","0.21","0.25","1.22","1.3","0.23","0.3","1.38"
"911",="1227","佳格","38.2","+0.15","+0.39","0.53","1.05","0.74","0.62","0.9","0.65","0.53","0.36","0.18","0.54","0.26","0.29","0.2"
"912",="8150","南茂","35.85","+0.1","+0.28","1.19","0.58","0.95","1.32","1.76","1.92","1.95","1.68","1.82","0.92","0.21","0.28","0.86"
"913",="6679","鈺太","360","+7","+1.98","2.83","2.02","2.44","3.07","4.07","4.42","3.6","4.25","3.53","2.9","0.75","1.01","1.84"
"914",="2910","統領","29","+0.15","+0.52","0.2","0.21","0.29","0.21","0.11","0.16","0.32","0.05","0.1","0.2","0.2","0.32","0.23"
"915",="2801","彰銀","17.05","-0.05","-0.29","0.22","0.13","0.13","0.19","0.21","0.25","0.19","0.23","0.28","0.3","0.23","0.33",""
"916",="6271","同欣電","125","+1.5","+1.21","3.36","2.1","2.66","2.68","3.52","5.18","4.1","5.08","5.59","4.32","2.65","2.31","0.08"
"917",="6129","普誠","28.8","+0.5","+1.77","0.15","-0.07","0.07","0.08","0.19","0.16","0.2","0.22","0.14","0.23","0.34","0.26","0.03"
"918",="1603","華電","36.85","+1.5","+4.24","0.55","1.55","0.09","0.49","0.31","0.64","0.34","0.28","0.36","1.07","0.36","0.41","0.7"
"919",="4702","中美實","12.9","+0.05","+0.39","0.29","-0.08","0.67","0.39","-0.13","0.2","0.69","0.47","0.17","0.64","0.35","0.03","0.04"
"920",="2543","皇昌","10.5","-0.05","-0.47","0.26","0.05","0.07","0.01","0.06","0.11","1.38","0.06","0.78","-0.02","0.19","0.08","0.37"
"921",="6133","金橋","15.35","+0.35","+2.33","0.04","0.15","-0.09","-0.14","-0.14","-0.1","-0.1","0.04","0.12","0.49","0.13","-0.1","0.17"
"922",="2891","中信金","23.25","-0.15","-0.64","0.56","0.84","0.34","1.01","0.71","0.65","0.39","0.84","0.39","0.39","-0.04","0.66",""
"923",="5371","中光電","76.9","+0.4","+0.52","1.26","1.35","0.96","0.93","1.36","1.43","1.33","1.22","2.07","1.78","0.95","0.65","1.05"
"924",="8423","保綠-KY","23.25","0","0","0.25","0.34","0.35","0.37","0.11","-0.03","0.3","0.26","0.27","0.34","0.33","0.06",""
"925",="1102","亞泥","39.3","+0.05","+0.13","1.12","1.57","1.4","1.02","1.44","1.06","1.25","0.76","1.35","1.33","0.18","0.81","1.26"
"926",="2474","可成","167.5","-2.5","-1.47","4.41","0.74","18.15","3.3","0.89","2.64","4.45","2.81","4.84","6.99","0.4","1.25","6.47"
"927",="1437","勤益控","28","+0.2","+0.72","0.55","0.49","0.6","0.67","0.49","0.5","0.59","0.41","0.46","0.57","0.56","0.62","0.63"
"928",="3540","曜越","45.8","+1.05","+2.35","0.8","3.22","1.5","2.2","1.02","0.12","0.01","-0.34","0.02","0.48","0.27","0.5","0.56"
"929",="4933","友輝","41.4","-0.5","-1.19","0.89","0.71","0.98","0.87","0.9","1.01","0.87","1.1","1.49","1","0","0.11","1.59"
"930",="4911","德英","62","0","0","0.02","-0.06","-0.03","-0.06","-0.08","-0.06","-0.16","-0.09","-0.05","0.11","0.17","0.27","0.3"
"931",="2852","第一保","15.9","+0.1","+0.63","0.39","0.48","-0.12","0.23","0.38","0.94","0.28","0.38","0.57","0.82","0.09","0.25",""
"932",="3531","先益","28.6","+1.55","+5.73","0.47","0.13","0.45","0.11","0.05","0.43","0.79","0.65","1.07","1.24","0.06","0.02","0.68"
"933",="3541","西柏","42.05","+0.6","+1.45","0.73","0.42","0.27","0.53","0.88","1.1","0.87","1.77","1.58","1.65","0.29","0.59","-1.2"
"934",="4934","太極","36.35","+1.65","+4.76","-0.29","-0.09","-0.1","-0.53","-0.82","-0.72","-2.22","-0.3","-0.09","0.11","0.77","0.21","0.29"
"935",="2617","台航","28.1","+1.2","+4.46","0.78","0.17","0.41","0.37","0.63","1.16","1.01","0.59","2.54","0.75","0.95","0.34","0.4"
"936",="9904","寶成","29.85","-0.15","-0.5","1.01","1.14","0.28","2.13","1.25","0.87","0.65","1.57","1.72","1.94","-0.94","0.34","1.19"
"937",="2489","瑞軒","12.35","+0.25","+2.07","0.32","0.31","0.56","6","1","-0.13","-0.68","-3.93","-0.5","1.3","-0.53","0.7","-0.32"
"938",="4923","力士","40.25","+0.05","+0.12","1.12","0.27","0.79","0.7","1.56","1.85","1.62","2.3","2.52","1.54","0.36","0.07","-0.09"
"939",="3515","華擎","250.5","+15","+6.37","3.14","4.04","2.96","4.14","6.6","3.36","5.62","5","2.02","1.46","0.19","1.03","1.29"
"940",="4906","正文","33.65","+0.6","+1.82","0.7","3.47","0.31","0.36","0.51","0.28","0.75","0.17","0.15","0.57","0.82","0.16","0.79"
"941",="1307","三芳","23.8","-0.25","-1.04","0.24","0.25","0.24","0.51","0.14","-0.41","0.05","0.27","0.4","0.46","0.04","0.4","0.47"
"942",="2402","毅嘉","39.15","+0.95","+2.49","0.24","0.24","0.18","0.13","0.17","0.27","0.18","0.19","0.25","0.3","0.46","0.13","0.4"
"943",="1587","吉茂","25.1","+2.25","+9.85","0.42","0.56","0.52","0.37","0.54","0.39","0.23","0.44","0.68","0.65","0.24","0.09","0.3"
"944",="2712","遠雄來","34.9","+0.1","+0.29","0.08","0.64","0.17","0.15","-0.17","-0.14","-0.05","0.03","-0.38","0.46","0.12","0.13","0.03"
"945",="1233","天仁","36.25","+0.5","+1.4","0.19","0.27","0.22","0.18","-0.14","0.22","0.25","0.19","0.03","0.08","0.26","0.35","0.33"
"946",="3287","廣寰科","25.35","+0.45","+1.81","0.23","1.03","0.18","0.31","0.25","0.09","0.48","0.06","-0.19","0.15","-0.01","0.34","0.03"
"947",="6649","台生材","33.7","+0.35","+1.05","-0.09","-0.48","-0.06","-0.4","-0.39","-0.18","-0.47","-0.12","0.08","0.47","0.39","0.05","0.08"
"948",="3094","聯傑","31.5","+2.85","+9.95","0.19","0.07","0.1","0.21","0.17","0.26","0.22","0.25","0.22","0.23","0.14","0.18","0.24"
"949",="1734","杏輝","33.1","+0.05","+0.15","0.16","-0.06","-0.32","0.03","0.03","-0.2","-0.09","0.35","0.52","0.41","0.07","0.48","0.65"
"950",="2838","聯邦銀","14.5","-0.2","-1.36","0.28","0.28","0.27","0.31","0.42","0.34","0.24","0.19","0.09","0.27","0.28","0.34",""
"951",="6127","九豪","21.95","+0.1","+0.46","0.04","-0.46","-0.19","0.09","0.18","0.2","0.01","0.03","-0.14","0","-0.2","-0.48","1.39"
"952",="2324","仁寶","37","+1.05","+2.92","0.58","0.5","1.05","0.6","0.57","1","0.73","0.5","0.46","0.47","0.25","0.32","0.48"
"953",="4994","傳奇","43.8","+0.65","+1.51","0.43","1.26","1.33","-0.01","0.33","0.84","0.07","0.49","0.02","0.08","-0.11","0.4","0.52"
"954",="6568","宏觀","126","+4","+3.28","1.38","2.51","2.84","1.31","2.28","1.12","1.33","0.67","1.51","0.16","1.73","0.76","0.38"
"955",="9907","統一實","16.55","-0.05","-0.3","0.29","0.38","0.04","0.12","0.29","0.45","0.32","0.39","0.56","0.48","-0.01","0.19","0.23"
"956",="3050","鈺德","14.95","0","0","0.2","0.35","0.08","0.17","0.24","0.42","0.07","0.07","0","0.32","0.32","0.2","0.14"
"957",="4532","瑞智","21.3","-0.1","-0.47","0.33","0.43","0.28","0.27","0.41","0.37","0.03","0.29","0.54","0.32","0.23","0.22","0.52"
"958",="2478","大毅","44.6","+0.2","+0.45","1.14","0.93","0.37","1.75","1.97","1.61","1.29","1.58","1.45","1.1","0.2","0.58","0.91"
"959",="6261","久元","63.3","+1","+1.61","1.53","1.54","0.67","1.99","2.27","2.61","1.54","2.24","2.44","1.5","0.47","0.74","0.38"
"960",="5515","建國","14.05","0","0","0.31","0.37","0.36","0.54","0.39","0.51","0.13","0.18","0.08","0.22","0.25","0.31","0.38"
"961",="1308","亞聚","23.35","-0.2","-0.85","0.76","0.33","0.94","0.95","1.59","1.15","1.59","0.39","0.78","0.76","0.51","-0.04","0.21"
"962",="2451","創見","70.6","+0.3","+0.43","1.18","0.48","0.62","1.3","1.91","1.55","1.14","1.82","2.67","1.13","0.11","0.54","0.93"
"963",="8085","福華","42.25","-0.75","-1.74","0.1","-0.21","0.13","0.07","0.02","0.1","0.02","0.14","0.14","0.59","0.36","-0.12","-0.03"
"964",="4707","磐亞","13.2","-0.05","-0.38","0.27","0.31","0.22","0.28","0.19","0.31","0.3","0.24","0.39","0.29","0.26","0.14","0.29"
"965",="6591","動力-KY","52.3","+1.7","+3.36","1.62","1.29","2.69","2.41","1.24","1.32","1.88","3.88","1.6","0.5","1.04","0.45","1.08"
"966",="8032","光菱","31.25","+0.05","+0.16","0.67","0.27","0.44","0.44","1.04","0.71","0.72","1.04","1.22","1.36","-0.08","0.25","0.64"
"967",="3152","璟德","189","+3","+1.61","2.25","2.93","3.6","4.1","5.06","4.13","1.59","1.16","1.28","0.96","0.6","0.63","0.93"
"968",="4545","銘鈺","29.9","+0.2","+0.67","0.39","0.53","0.38","0.02","0.21","0.5","0.43","0.42","0.76","0.8","0.12","-0.03","0.57"
"969",="1517","利奇","16","+0.1","+0.63","0.44","0.32","0.6","0.47","0.49","0.5","0.54","0.7","0.6","1.07","0.18","0.01","-0.18"
"970",="8038","長園科","41.15","+0.3","+0.73","-0.22","-0.49","-0.15","-0.5","-0.34","-0.37","-0.84","-0.13","-0.38","-0.08","0.18","0.16","0.24"
"971",="6173","信昌電","43.7","+0.95","+2.22","1.18","1.77","1.05","1.57","1.26","2.35","1.47","1.28","1.04","0.7","-0.07","0.87","0.87"
"972",="3484","崧騰","41.5","+0.9","+2.22","1.42","1.73","2.11","2.21","2.26","2.24","1.45","1.53","1.3","1.7","0.54","-0.67","0.65"
"973",="5328","華容","14.2","+0.4","+2.9","0.08","0.03","0.08","0.1","0.03","0.05","0.01","0.05","0.02","0.24","0.11","0.08","0.19"
"974",="6168","宏齊","22.6","+0.25","+1.12","0.35","0.08","0.25","0.51","0.5","0.52","0.27","0.56","0.55","0.48","0.23","0.04","0.25"
"975",="1530","亞崴","30.05","+0.05","+0.17","0.48","0.22","0.17","0.25","0.72","0.03","0.35","0.65","1.22","1.51","0.28","0.15","0.25"
"976",="3492","長盛","18.9","+0.1","+0.53","0.2","0.21","0.08","0.43","0.11","0.09","-0.13","0.19","0.47","0.74","0.04","0.01","0.17"
"977",="3388","崇越電","68.6","+0.3","+0.44","1.56","1.39","1.51","1.88","1.92","2.12","2.11","2.17","2.02","1.58","0.53","0.68","0.77"
"978",="1725","元禎","20.05","-0.1","-0.5","0.39","0.6","0.56","0.3","0.29","0.77","0.41","0.29","0.05","0.98","0.07","0.11","0.22"
"979",="8028","昇陽半導體","56.2","+0.8","+1.44","0.47","0.11","0.32","0.16","0.31","0.39","0.83","0.48","0.63","0.82","0.28","0.4","0.87"
"980",="2468","華經","28.1","+0.6","+2.18","0.2","0.28","-0.03","0.11","0.2","0.15","0.18","0.15","0.32","0.19","0.25","0.18","0.39"
"981",="6259","百徽","19.45","+0.25","+1.3","0.2","-0.2","0.73","0.06","-0.24","-0.02","0.21","0.41","0.51","0.38","-0.11","0.14","0.49"
"982",="3709","鑫聯大投控","23.15","+0.05","+0.22","0.76","0.93","0.74","1.24","1.68","1.17","0.75","1.1","0.19","0.33","0.23","0.46","0.3"
"983",="4164","承業醫","55","+1.4","+2.61","0.6","1.1","0.33","0.67","0.47","0.43","0.87","0.37","0.69","0.63","0.52","0.49","0.58"
"984",="2495","普安","20.05","+0.45","+2.3","0.14","0.04","0.03","0.12","0.01","0.09","0.3","0.18","0.04","0.3","0.26","0.26","0.07"
"985",="8383","千附","37.8","+0.65","+1.75","0.54","0.53","0.32","0.65","0.76","0.75","0.52","0.54","1.08","0.98","-0.01","0.22","0.1"
"986",="5276","達輝-KY","16.1","-0.2","-1.23","0.19","0.29","0.48","0.18","0.09","0.08","0.23","-0.11","0.2","1.76","-1.1","-0.02",""
"987",="3490","單井","23.45","+0.25","+1.08","0.44","0.3","0.49","0.2","0.49","0.8","0.7","0.76","0.23","0.46","0.65","0.15","0.07"
"988",="6194","育富","35.65","-0.1","-0.28","0.26","0.77","0.49","0.12","0.24","0.05","-0.15","-0.35","-0.07","0.5","0.05","0.53","0.98"
"989",="6163","華電網","18.1","+0.45","+2.55","0.18","-0.39","0.86","-0.04","-0.38","1.63","0.23","-0.54","-0.18","0.59","1.2","-0.16","-0.61"
"990",="4175","杏一","91","+1","+1.11","0.73","0.24","1.06","0.84","0.9","-0.28","0.65","0.86","2.34","1.13","0.51","0.49","0.05"
"991",="1463","強盛","14.95","+0.05","+0.34","0.1","-0.04","0.16","0.19","0.02","-0.02","0.29","0.03","-0.23","0.27","0.34","0.21","-0.02"
"992",="8066","來思達","29.25","-0.05","-0.17","0.48","2.26","0.9","0.48","0.09","-0.03","0.57","0.32","0.54","0.44","0.04","-0.09","0.25"
"993",="1439","雋揚","22.4","+0.15","+0.67","0.11","0.29","-2.6","0.33","-0.04","0.51","0.6","0.33","0.23","0.69","-0.17","0.54","0.56"
"994",="1618","合機","25.65","+0.6","+2.4","0.31","0.63","0.17","0.28","0.23","0.19","0.3","0.34","0.27","0.21","0.47","0.28","0.39"
"995",="9935","慶豐富","18.5","+0.45","+2.49","0.28","1.04","0.62","0.46","0.19","-0.26","0.07","-0.04","0.54","0.62","0.19","-0.18","0.13"
"996",="8923","時報","19.35","+0.35","+1.84","0.26","0.2","0.45","0.16","0.04","0.46","0.34","0.33","0.29","0.32","0.19","0.07","0.25"
"997",="2108","南帝","35.35","-0.25","-0.7","1.98","1.65","3.97","5.45","5.15","3","1.32","1.17","0.75","0.33","0.17","0.36","0.48"
"998",="6411","晶焱","104.5","+3.5","+3.47","1.83","1.78","2.12","2.25","1.7","2.76","3.64","2.23","2.37","1.11","-0.7","1","1.68"
"999",="1702","南僑","47.3","+0.05","+0.11","0.89","1.35","1.25","1.13","1.04","1.02","1.12","0.75","0.65","0.4","0.45","0.54","0.97"
"1000",="1727","中華化","29.05","+0.55","+1.93","0.29","-0.12","0.18","0.35","0.57","0.35","0.59","0.37","0.31","-0.09","0.52","0.27","0.14"
"1001",="3260","威剛","78","+3.2","+4.28","1.38","1.36","1.41","2.94","6.18","0.14","0.22","1.82","0.14","0.55","0.69","0.09","1.02"
"1002",="5206","坤悅","19.55","+0.2","+1.03","0.2","0.81","0.82","0.05","0.02","0.74","-0.29","-0.4","-0.34","-0.08","0.15","1.12","-0.14"
"1003",="2947","振宇五金","88","0","0","1.14","1.37","1.39","1.83","1.64","1.82","1.08","1.32","1.05","0.76","0.34","0.64","0.42"
"1004",="6212","理銘","43.4","+0.2","+0.46","0.83","0.53","2.87","0.5","-0.12","2.19","1.51","1.17","-0.29","-0.08","0.96","0.87","-0.17"
"1005",="5223","安力-KY","39.6","+1","+2.59","1.2","1.99","1.91","1.69","0.4","1.71","1.45","1.35","1.15","2.14","-0.25","-0.37",""
"1006",="1470","大統新創","19.7","+0.4","+2.07","0.16","0.11","0.21","0.08","0.34","0.15","0.19","0.31","-0.07","0.15","-0.01","0.41","0.1"
"1007",="1737","臺鹽","34","-0.05","-0.15","0.49","0.48","0.61","0.51","0.54","0.5","0.42","0.64","0.23","0.81","0.45","0.54","0.19"
"1008",="2337","旺宏","30.35","+0.3","+1","1.06","0.88","0.63","0.5","1.04","2.94","2","1.58","1.59","1.35","0.33","-0.19","0.04"
"1009",="1614","三洋電","38.95","-0.15","-0.38","0.33","0.55","0.2","0.23","0.42","0.43","0.34","0.21","0.34","0.35","0.23","0.19","0.42"
"1010",="5471","松翰","43.85","+1.3","+3.06","1.33","1.73","1.54","1.6","2.37","3.05","1.68","1.27","1.49","0.56","0.12","0.05","0.45"
"1011",="9905","大華","24.2","-0.15","-0.62","0.43","0.79","0.23","0.4","0.58","0.74","0.26","0.35","0.43","0.53","0.25","0.25","0.4"
"1012",="2073","雄順","30.5","+0.5","+1.67","0.82","","2.19","","1.87","0.96","0.87","0.53","0.78","0.4","0.25","0.32","-0.02"
