"排名","代號","名稱","成交","財報季度","營收(億)","營收成長(%)","毛利(億)","毛利成長(%)","淨利(億)","淨利成長(%)","毛利(%)","毛率增減","淨利(%)","淨率增減","EPS(元)","EPS增減(元)","ROE(%)","ROE增減","ROA(%)","ROA增減","財報評分"
"1496",="1513","中興電","122.5","23Q1","196","+5.94","50.4","+6.28","26.2","+7.54","25.7","+0.08","13.4","+0.15","5.49","+0.28","18.6","-1.7","6.34","-0.58","51"
"1497",="1539","巨庭","27.5","23Q1","19.4","-22.6","2.31","-22.2","2.91","-25.8","11.9","+0.07","15","-0.65","4.19","-1.81","18.7","-7.26","9.16","-2.75","57"
"1498",="4549","桓達","105","23Q1","14.7","+2.77","7.7","+0.12","3.16","-2.61","52.3","-1.38","21.5","-1.18","6.39","-0.2","18.7","-1.41","14.2","-0.75","74"
"1499",="3014","聯陽","127","23Q1","49.2","-5.56","26.1","-4.25","11.6","-5.14","53","+0.72","23.5","+0.1","7.16","-0.4","18.7","-2.21","14.4","-1.47","74"
"1500",="8088","品安","33.1","23Q1","17.3","-1.25","3.24","+1.82","2.09","-1.5","18.7","+0.56","12","-0.03","3.41","-0.07","18.8","-0.93","16.2","-0.14","72"
"1501",="2313","華通","45.7","23Q1","724","-5.3","138","-10.7","64.7","-19.1","19.1","-1.14","8.94","-1.53","5.43","-1.28","18.8","-3.7","8.71","-1.83","49"
"1502",="6220","岳豐","24.6","23Q1","107","-8.17","20.9","-8.8","5.92","-26.4","19.5","-0.13","5.53","-1.37","4.1","-1.77","18.8","-6.16","5.99","-1.84","39"
"1503",="6776","展碁國際","54.7","23Q1","227","-2.63","16.4","-3.23","4.16","+0.22","7.25","-0.04","1.88","-0.02","5.11","+0.02","18.8","-1.56","6.29","-0.28","34"
"1504",="3189","景碩","113.5","23Q1","389","-6.52","139","-12.5","54.6","-21.8","35.7","-2.43","16.5","-2.54","13.61","-1.86","18.9","-3.22","9.6","-2.52","60"
"1505",="6690","安碁資訊","184.5","23Q1","16.5","+2.66","6.69","+4.06","1.66","+6.52","40.6","+0.55","10.1","+0.37","7.51","-0.41","18.9","+5.53","8.7","+1.37","61"
"1506",="6128","上福","34.4","23Q1","55.8","-2.14","22.2","+0.17","6.9","+1.64","39.9","+0.92","12.4","+0.46","5.4","+0.08","18.9","+0.19","9.22","-0.07","51"
"1507",="6747","亨泰光","220.5","23Q1","7.4","-0.55","5.05","+0.19","2.25","-11.9","68.2","+0.5","30.3","-3.93","9.3","-1.26","19","-2","15","-3.06","83"
"1508",="4105","東洋","78.4","23Q1","51.9","+2.55","30.9","+2.15","11.1","+1.02","59.5","-0.23","21.4","-0.42","4.45","+0.05","19","+0.63","11.8","+0.11","66"
"1509",="3577","泓格","78.5","23Q1","12.4","+1.2","7.27","+0.92","2.35","+1.52","58.7","-0.17","19","+0.06","4.02","+0.04","19","-0.31","14.3","-0.31","64"
"1510",="6873","泓德能源-創","116.5","23Q1","51.1","+0.93","12","+4.89","6.51","+0.21","23.5","+0.89","12.7","-0.1","7.26","-0.92","19.1","-6.68","12.1","-1.96","64"
"1511",="2206","三陽工業","78.6","23Q1","550","+8.21","107","+10.6","34.8","+11.7","19.5","+0.42","6.95","+0.19","4.4","+0.47","19.1","+0.51","7.13","+0.49","47"
"1512",="8341","日友","139","23Q1","36.5","-4.91","16.4","-8.56","6.93","-19.5","44.8","-1.78","19.1","-3.29","6.21","-1.51","19.1","-6.4","6.75","-1.73","62"
"1513",="8482","商億-KY","67.2","23Q1","49.7","-2.91","18","-3.29","7","-16.1","36.2","-0.14","14.2","-2.26","6.49","-1.28","19.2","-4.73","14.4","-3.19","68"
"1514",="4931","新盛力","38.6","23Q1","27.5","-0.06","5.04","+9.24","1.99","+4.87","18.4","+1.56","7.24","+0.34","3.11","+0.15","19.2","+0.02","11.6","0","45"
"1515",="8289","泰藝","39.05","23Q1","22.9","-3.27","7.93","-2.59","3.3","-7.97","34.6","+0.24","14.4","-0.74","4.82","-0.43","19.2","-2.82","13.4","-1.03","64"
"1516",="8070","長華*","30.75","23Q1","204","-6.81","45.6","-10.1","17.9","-17.5","22.4","-0.81","14.9","-1.44","2.6","-0.56","19.2","-3.73","9.15","-2.11","55"
"1517",="9941","裕融","215.5","23Q1","379","+3.76","216","+2.31","59.8","+2.95","57.1","-0.81","16.5","-0.24","11.66","-0.4","19.3","-0.69","2.4","-0.03","47"
"1518",="6266","泰詠","36","23Q1","36.4","+10.6","6.44","+9.27","3.61","+9.51","17.7","-0.21","9.9","-0.1","2.93","-0.07","19.3","+1.86","11.2","+0.48","51"
"1519",="9917","中保科","109.5","23Q1","157","+2.13","52.1","+2.62","24.9","-3.59","33.2","+0.16","16","-0.96","5.61","-0.24","19.3","-1.97","9.71","-0.83","60"
"1520",="4974","亞泰","64.2","23Q1","41.6","-3.12","7.51","-1.44","5.4","-6.72","18.1","+0.31","13","-0.5","7.44","-0.54","19.3","-0.96","13","-1.64","57"
"1521",="2301","光寶科","136.5","23Q1","1,664","-4.07","326","-1.94","144","+1.76","19.6","+0.43","8.68","+0.5","6.3","+0.11","19.3","+0.98","7.8","+0.4","49"
"1522",="5906","台南-KY","73","23Q1","20.6","+6.13","10.9","+4.57","1.13","+15.8","53","-0.79","6.05","+0.37","3.49","+0.48","19.3","+0.36","8.79","+0.7","43"
"1523",="5410","國眾","31.7","23Q1","67","+0.87","8.53","-0.13","2.74","-3.82","12.7","-0.13","4.09","-0.2","3.05","-0.19","19.3","-1.44","9.66","+1.83","32"
"1524",="3416","融程電","129.5","23Q1","27","+1.44","9.95","+5.59","4.76","+5.28","36.9","+1.45","17.7","+0.64","6.53","+0.3","19.4","+0.61","13.3","+0.86","62"
"1525",="1560","中砂","142","23Q1","68.3","-1.19","23.8","-5.75","11.1","-10.8","34.9","-1.69","16.6","-1.86","7.72","-0.99","19.4","-3.49","11.5","-1.39","62"
"1526",="6482","弘煜科","41.8","23Q1","3.93","+2.68","3.93","+2.86","0.56","-3.53","99.8","+0.17","14.3","-0.92","2.97","-0.09","19.4","-1.74","14.1","-0.83","66"
"1527",="6486","互動","71.2","23Q1","20.4","-0.48","8.74","+2.67","2.2","+2.41","42.9","+1.31","10.8","+0.3","5.47","+0.04","19.4","+2.71","7.53","-0.28","57"
"1528",="6823","濾能","82.3","23Q1","10.1","-6.83","3.06","-4.09","0.99","-8.13","30.3","+0.86","9.83","-0.14","4.7","-0.69","19.4","-0.35","11","-0.7","60"
"1529",="8210","勤誠","206.5","23Q1","101","-4.19","20.2","-5.12","9","-9.84","20","-0.2","9.03","-0.52","7.47","-0.85","19.4","-2.69","7.91","-0.64","49"
"1530",="6855","數泓科","84","23Q1","4.71","+4.93","2.17","+3.88","1.19","-6.09","46","-0.46","25.4","-2.98","5.64","-0.83","19.4","-2.23","14","-2.21","61"
"1531",="8074","鉅橡","19.2","23Q1","12.8","-6.92","1.96","-2.48","2.73","-3.09","15.3","+0.7","21.8","+0.78","3.24","-0.23","19.5","+0.3","9.48","-0.81","64"
"1532",="2636","台驊投控","70.2","23Q1","214","-24","41","-26.7","18.8","-26.2","19.1","-0.7","9.15","-0.21","13.71","-4.32","19.5","-7.96","11.2","-4.23","50"
"1533",="3665","貿聯-KY","305","23Q1","548","+1.92","142","+3.01","39.4","+2.74","25.9","+0.27","7.18","+0.06","25.18","+0.16","19.5","-0.81","7.18","-2.52","49"
"1534",="2066","世德","100","23Q1","29.2","+2.37","9.15","+5.51","3.21","+8.54","31.3","+0.93","11","+0.65","8.03","-0.02","19.6","+0.6","10.2","+0.58","57"
"1535",="8040","九暘","44.95","23Q1","12.3","-5.83","4.92","-7.28","1.64","+9.35","40.1","-0.63","13.4","+1.86","2.38","+0.16","19.6","+1.28","16.1","+2.55","70"
"1536",="3178","公準","89.2","23Q1","15.5","+2.1","4.19","+3.79","2.22","-1.6","27","+0.44","14.8","-0.29","4.91","-0.1","19.6","-0.85","8.7","-0.09","51"
"1537",="5425","台半","97.2","23Q1","156","-0.81","52.4","-1.96","14.1","-9.96","33.7","-0.4","13.2","-0.69","5.68","-0.6","19.6","-2.2","11.8","-0.93","64"
"1538",="8996","高力","391","23Q1","32.8","+15.3","9.13","+16.3","3.81","+26.6","27.9","+0.23","11.6","+1.04","4.27","+0.9","19.7","+4.43","9.67","+1.71","51"
"1539",="3528","安馳","54.2","23Q1","67.3","+5.07","9.69","-4.44","3.44","-8.09","14.4","-1.43","5.11","-0.73","5.2","-0.45","19.8","+0.13","5.47","-0.89","38"
"1540",="5871","中租-KY","212","23Q1","898","+3.71","623","+1.97","269","-1.03","69.4","-1.18","31.4","-1.51","17.01","-0.16","19.8","-1.55","3.41","-0.17","57"
"1541",="9962","有益","18.2","23Q1","36.1","+2.22","3.72","+2.69","2.19","+2.84","10.3","+0.05","6.07","+0.04","2.44","+0.08","19.8","+1.21","15","+1.59","51"
"1542",="1707","葡萄王","166","23Q1","106","+1.61","86.3","+1.73","15","+3.02","81.7","+0.1","21","+0.14","10.14","+0.3","19.8","-0.3","15.3","+0.35","79"
"1543",="1712","興農","36","23Q1","221","-4.12","62.5","-3.85","14.9","-9.43","28.3","+0.08","6.79","-0.4","3.55","-0.37","19.8","-0.65","9.12","-1.05","47"
"1544",="5299","杰力","127.5","23Q1","19.8","-15.4","7.52","-21.1","4.35","-23.7","38.1","-2.75","22","-2.39","8.53","-7.36","19.9","-13.1","12.3","-9.3","62"
"1545",="6532","瑞耘","56","23Q1","6.94","+4.68","2.79","-1.81","1.71","-5.27","40.3","-2.66","24.7","-2.59","4.67","-0.33","19.9","-0.48","14.7","-1","70"
"1546",="3537","堡達","39.9","23Q1","25.2","-10.3","3.96","-1.88","2.03","-14.3","15.7","+1.35","8.04","-0.37","3.78","-0.64","19.9","-1.45","10","-1.51","49"
"1547",="6861","睿生光電","126.5","23Q1","19","+0.49","6","+2.92","1.92","-3.37","31.7","+0.75","10.1","-0.4","5.29","-0.33","20","-7.35","9.37","-1.36","55"
"1548",="4953","緯軟","126","23Q1","81.7","+2.84","16.7","-0.07","5.68","+2.41","20.5","-0.6","6.94","-0.03","8.53","+0.2","20.1","-0.96","13.6","+0.68","51"
"1549",="6791","虎門科技","99.9","23Q1","5.52","+3.16","2.36","+6.91","0.8","+10.3","42.7","+1.5","14.5","+0.94","3.81","-0.06","20.1","+1.14","12.5","+1.43","72"
"1550",="2640","大車隊","116.5","23Q1","25.8","+1.91","12.3","+1.82","3.62","+1.76","47.7","-0.04","13.1","+0.01","6.09","+0.09","20.2","+2","10.8","+0.18","68"
"1551",="1609","大亞","38.25","23Q1","263","-1.53","22.8","+4.63","24","+185","8.64","+0.51","10.1","+6.09","3.55","+2.31","20.2","+11.3","6.87","+3.98","49"
"1552",="8342","益張","54.2","23Q1","15.2","-10.9","2.95","-5.97","1.79","-18.1","19.5","+1.01","12.1","-1.06","5.36","-1.17","20.2","-5.6","11.8","-2.79","60"
"1553",="4966","譜瑞-KY","919","23Q1","172","-14.3","78.3","-15.9","35.9","-26.6","45.6","-0.9","20.9","-3.52","45.89","-15.46","20.3","-10.2","17.4","-6.38","75"
"1554",="9942","茂順","144.5","23Q1","43.5","+4.46","15.9","+9.25","7.22","+11.1","36.5","+1.6","16.6","+0.98","8.68","+0.86","20.3","+0.91","14.5","+1.65","62"
"1555",="1723","中碳","108","23Q1","104","-0.97","23.7","-0.02","16.9","-1.01","22.8","+0.22","16.3","0","7.23","-0.1","20.3","-1.37","14.5","-0.36","64"
"1556",="5212","凌網","44.85","23Q1","9.58","-1.84","4.42","-1.79","0.9","-6.94","46.2","+0.02","9.78","-0.39","2.53","-0.27","20.4","+0.71","13.1","+1.29","66"
"1557",="2383","台光電","318","23Q1","361","-6.62","88","-9.33","42.3","-16.6","24.4","-0.73","11.7","-1.41","12.69","-2.55","20.4","-3.85","9.81","-2.89","57"
"1558",="3587","閎康","251","23Q1","42.2","+6.22","15.4","+4.95","6.52","+3.9","36.5","-0.44","15.4","-0.35","10.55","+0.43","20.4","+2.07","10.2","-0.1","61"
"1559",="3563","牧德","224","23Q1","20.2","-3.82","11.9","-1.86","5.72","-4.22","58.9","+1.17","27.8","-0.33","12.78","-0.57","20.4","+0.64","13","-1.01","77"
"1560",="3541","西柏","54","23Q1","18.4","-6.03","7.11","-8.02","2.31","-22.5","38.6","-0.84","12.5","-2.66","4.14","-1.18","20.4","-2.7","10.9","-3.73","62"
"1561",="5009","榮剛","51.7","23Q1","130","+5.45","40.4","+2.24","22.3","+10.2","31","-0.97","17.7","+0.73","4.83","+0.31","20.5","+0.21","9.58","+0.73","53"
"1562",="1232","大統益","147","23Q1","252","+2.07","22.5","-6.19","11","-10.7","8.95","-0.79","4.52","-0.62","6.86","-0.8","20.6","-4.23","15.4","-2.25","55"
"1563",="5519","隆大","21.95","23Q1","47.4","+0.46","14.8","+2.61","9.13","+0.82","31.3","+0.66","19.3","+0.07","4.19","+0.06","20.6","+1.83","7.85","+0.03","53"
"1564",="3038","全台","36","23Q1","48","+2.22","9.71","+5.8","4.32","+2.82","20.2","+0.68","9.01","+0.06","2.89","+0.06","20.6","+1.5","10.9","+0.26","55"
"1565",="2753","八方雲集","166.5","23Q1","69.7","+2.47","25.5","+0.79","6.41","-3.07","36.5","-0.61","8.99","-0.5","9.64","-0.36","20.6","+0.44","11.3","-0.2","62"
"1566",="3611","鼎翰","292.5","23Q1","81.1","+1.83","27.5","+3.81","10.1","+5.05","33.9","+0.65","12.5","+0.38","23.86","+1.15","20.6","-1.21","12.2","+0.14","62"
"1567",="6667","信紘科","73.8","23Q1","24.6","-0.1","5.44","+5.96","2.41","+13.9","22.1","+1.26","9.75","+1.2","5.36","+0.25","20.7","+3.26","8.94","+1.36","60"
"1568",="9960","邁達康","27.95","23Q1","9.6","+1.13","3.37","+2.3","1.22","+0.53","35.1","+0.4","12.7","-0.08","3.62","0","20.7","-0.75","9.71","+0.06","59"
"1569",="4163","鐿鈦","124.5","23Q1","25.6","+6.24","10.9","+11.7","4.6","+8.94","42.4","+2.07","17.8","+0.48","9.51","+0.76","20.7","+0.81","10.7","+0.68","66"
"1570",="8183","精星","51.9","23Q1","67.7","-1.4","14.6","-1.65","6.11","-9.52","21.6","-0.06","9.03","-0.81","5.11","-0.52","20.8","-3.95","10.3","-1.99","47"
"1571",="2338","光罩","79.3","23Q1","76","-1.86","21.2","+1.13","11.6","+64.4","27.9","+0.83","11.8","+6.06","5.61","+2.24","20.8","+11.2","5.04","+2.43","53"
"1572",="3711","日月光投控","112.5","23Q1","6,574","-2.01","1,258","-6.77","550","-11.4","19.1","-0.98","8.81","-0.91","12.86","-1.67","20.9","-1.01","8.45","-1.01","49"
"1573",="3532","台勝科","161.5","23Q1","164","+0.15","61.5","-0.41","47.1","-2.41","37.5","-0.21","28.7","-0.75","12.11","-0.32","21","-0.07","15.2","-0.98","79"
"1574",="6438","迅得","113","23Q1","60.9","+5.71","16.8","+2.11","7.02","+5.29","27.5","-0.97","11.5","-0.05","9.82","+0.41","21.1","+2.15","9.62","+0.16","55"
"1575",="3430","奇鈦科","46.6","23Q1","14.7","-7.85","3.97","-6.45","1.68","-14.3","27","+0.4","11.4","-0.86","5","-1.33","21.1","-2.34","12.5","-2.19","62"
"1576",="6281","全國電","85.2","23Q1","211","-1.27","42","-0.12","5.65","-3.12","19.9","+0.23","2.68","-0.05","5.69","-0.19","21.2","+0.14","5.74","-0.65","43"
"1577",="8155","博智","180","23Q1","32.1","-6.98","8.3","-14.9","4.33","-22.1","25.9","-2.41","13.5","-2.62","8.71","-2.46","21.2","-5.19","12.3","-3.69","57"
"1578",="2230","泰茂","113","23Q1","4.98","-1.3","0.99","+18.5","1.39","+9.79","20","+3.33","24.3","+2.91","3.5","+0.33","21.2","+0.91","11.3","+0.72","64"
"1579",="6752","叡揚","140","23Q1","14.9","+4.26","7.39","+6","1.85","+7.38","49.7","+0.82","12.5","+0.35","6.15","+0.41","21.3","+1.63","9.16","+0.65","66"
"1580",="2539","櫻花建","44.75","23Q1","80.9","+29.2","29.9","+32","20.2","+34.1","36.9","+0.77","24.9","+0.91","2.74","+0.69","21.3","+4.96","9.28","+2.11","55"
"1581",="8416","實威","138","23Q1","13.9","-0.5","7.39","-1.13","2.96","-3.2","53.3","-0.34","21.4","-0.6","10.48","-0.37","21.4","-1.82","17.4","-0.88","79"
"1582",="6435","大中","100.5","23Q1","26.5","-11.8","6.71","-21.8","3.04","-33.4","25.3","-3.23","11.5","-3.72","9.06","-4.58","21.4","-9.4","11.4","-7.02","51"
"1583",="6121","新普","297.5","23Q1","925","-3.28","147","-4.32","69.8","-3.53","15.9","-0.17","9.06","-0.03","37.75","-1.37","21.5","-1.19","10.7","-0.85","55"
"1584",="6523","達爾膚","142","23Q1","9.44","+1.91","6.79","+3.2","3.31","-2.54","71.9","+0.9","35.1","-1.6","7.35","-0.2","21.6","-0.54","17.8","-1.03","91"
"1585",="8081","致新","199","23Q1","76.6","-9.06","32.3","-14.7","14.9","-22.5","42.2","-2.79","19.6","-3.83","17.41","-5.05","21.7","-6.36","14.7","-5.71","68"
"1586",="3557","嘉威","57.4","23Q1","50.6","-9.99","19.1","-5.23","4.83","-14.5","37.8","+1.9","9.54","-0.5","6.01","-1.02","21.7","-2.46","10.2","-1.24","52"
"1587",="8284","三竹","64.5","23Q1","24.8","+0.26","5.8","-1.87","2.62","-8.59","23.3","-0.51","10.5","-1.02","5.64","-0.55","21.7","-3.09","15","-1.44","68"
"1588",="3556","禾瑞亞","62.3","23Q1","12.8","-9.53","6.59","-14","2.59","-20.6","51.3","-2.66","19.9","-3.08","4.05","-1.07","21.7","-1.97","13.2","-5.07","66"
"1589",="3546","宇峻","86.2","23Q1","15.6","-1.72","14.4","-1.52","3.34","+3.18","92.7","+0.18","21.5","+1.02","6.92","+0.2","21.8","0","17.9","+0.99","84"
"1590",="1773","勝一","139","23Q1","107","-5.32","32.4","-4.13","17.1","-6.2","30.2","+0.37","15.9","-0.15","6.85","-0.45","21.8","-2.81","13.5","-1.41","62"
"1591",="6291","沛亨","239","23Q1","14.8","+4.37","5.11","+10.6","2.13","+18.1","34.6","+1.96","14.4","+1.67","5.06","+0.43","21.9","-6.57","13.3","-0.89","66"
"1592",="8049","晶采","38.45","23Q1","25.4","+4.75","7.5","+8.47","4.72","+4.54","29.6","+1.01","18.6","-0.04","3.98","+0.16","22","-0.07","18.1","+0.21","74"
"1593",="3264","欣銓","63.5","23Q1","147","+1.66","59.8","+0.94","35.2","-0.83","40.5","-0.29","23.9","-0.6","7.39","-0.09","22.1","-1.17","11.9","-0.43","68"
"1594",="1436","華友聯","66.4","23Q1","39.6","+0.45","12.7","+0.7","6.39","+1.27","32.1","+0.08","16.1","+0.1","6.55","+0.01","22.1","+2.06","4.7","-0.02","47"
"1595",="3680","家登","385","23Q1","49.1","+9.25","24.4","+11.3","10.7","+15.2","49.6","+0.9","24.1","+1.25","12.62","+1.5","22.2","+1.4","9.87","+0.41","64"
"1596",="6525","捷敏-KY","70.7","23Q1","50.2","-3.81","11.9","-5.18","8.38","-9.97","23.6","-0.34","16.7","-1.14","6.49","-0.72","22.2","+0.28","11.9","-1.8","64"
"1597",="3324","雙鴻","283.5","23Q1","134","-3.65","28.1","+3.31","12.5","-1.33","21.1","+1.42","9.53","+0.24","14.48","-0.2","22.3","-1.7","10.2","-0.74","51"
"1598",="8422","可寧衛","191.5","23Q1","54.1","+3.15","23","+4.05","13.9","+3.8","42.5","+0.37","25.7","+0.18","12.81","+0.48","22.3","+1.26","12","-1.2","77"
"1599",="6590","普鴻","90.2","23Q1","5.6","+7.54","2.72","+4.94","1.05","+13.8","48.6","-1.2","21.7","+1.21","4.91","+0.17","22.4","+4.65","13.7","+1.45","74"
"1600",="2916","滿心","49","23Q1","16.6","+5.05","8.62","+6.04","2.09","+16.6","52.1","+0.48","12.7","+1.25","3.83","+0.54","22.4","+4.86","15.2","+1.93","66"
"1601",="8083","瑞穎","148","23Q1","13.8","-17.8","5.1","-14.7","2.94","-18.7","37.1","+1.36","21.4","-0.25","8.36","-1.94","22.4","-6.77","14.2","-2.65","66"
"1602",="3454","晶睿","191","23Q1","105","+5.59","26.2","+1.28","7.33","+4.38","25","-1.06","7.27","-0.09","8.46","+0.35","22.5","+0.1","13.4","+1.57","51"
"1603",="6715","嘉基","127","23Q1","33.6","-0.15","11.8","+3.57","5.87","+2.88","35","+1.26","17.7","+0.4","9.47","+0.05","22.5","-2.47","15.4","-0.62","70"
"1604",="3030","德律","59.5","23Q1","59.5","-11.2","34.4","-10.5","16","-16.6","57.8","+0.47","26.9","-1.73","6.8","-1.33","22.5","-6.29","18","-4.41","84"
"1605",="6248","沛波","26.6","23Q1","72.5","+9.35","4.63","+15.8","2.06","+16.1","6.38","+0.36","2.84","+0.17","3.38","+0.06","22.5","+3.36","9.13","+1.47","32"
"1606",="1264","德麥","286.5","23Q1","54.7","+2.41","18.5","+0.48","6.34","+0.16","33.9","-0.65","13.3","-0.37","17.11","+0.02","22.5","+1.67","16.7","+0.36","66"
"1607",="6843","進典","72.3","23Q1","9.55","+3.48","3.72","+11.7","1.58","+18.3","39","+2.85","16.5","+2.06","4.74","+0.33","22.6","+2.63","13.8","+1.27","62"
"1608",="3131","弘塑","584","23Q1","36.2","-2.91","15.6","-3.45","6.71","-7.13","43.2","-0.24","18.6","-0.9","23.53","-1.79","22.6","+0.49","9.8","-1.3","64"
"1609",="6803","崑鼎","316.5","23Q1","72.8","+3.59","16.4","+3.71","11","+5.38","22.6","+0.03","18.9","+0.7","15.55","+0.64","22.7","+1.97","10.3","+0.3","62"
"1610",="2221","大甲","42.8","23Q1","16.4","-6","4.61","-8.95","2.35","-12.6","28.1","-0.91","15.3","-1.15","5.5","-0.84","22.7","-4.41","14.2","-2.01","59"
"1611",="6227","茂綸","43.2","23Q1","148","-1.65","13","-5.15","4.9","-15.3","8.81","-0.33","3.32","-0.54","6.48","-1.12","22.8","-3.29","5.67","-1.66","25"
"1612",="4979","華星光","154.5","23Q1","16","+21.6","4.4","+10.8","3.13","+15.5","27.4","-2.67","19.5","-1.02","2.34","+0.29","22.9","+3.23","16.6","+3.14","64"
"1613",="5225","東科-KY","42.7","23Q1","123","-4.37","15.6","+5.17","4.38","+18.3","12.7","+1.15","3.57","+0.68","6.92","+0.89","22.9","+3.98","7.46","+1.33","47"
"1614",="6242","立康","60.6","23Q1","7.39","+7.97","4.21","+8.39","1.26","+12.7","57","+0.22","17.1","+0.71","5.43","+0.62","22.9","+1.79","18.7","+1.56","81"
"1615",="5306","桂盟","153.5","23Q1","65.2","-8.39","30.6","-9.97","16.7","-13.2","47","-0.83","25.6","-1.42","13.23","-2.03","22.9","-4.43","13.7","-2.4","81"
"1616",="2467","志聖","46.35","23Q1","50.9","-5.08","18.6","-2.69","6.93","-3.65","36.4","+0.9","14.8","+0.23","4.41","-0.18","22.9","-1.03","9.79","-0.3","55"
"1617",="3209","全科","39.25","23Q1","618","+2.27","23.1","-5.88","9.46","-12.9","3.74","-0.32","1.51","-0.27","4.27","-0.74","23","-1.9","3.88","-1.99","28"
"1618",="3090","日電貿","54.2","23Q1","101","-3.05","16.6","-6.55","13.5","-9.22","16.4","-0.62","13.7","-1.14","6.48","-1.54","23.1","-3.86","14.8","-2.25","55"
"1619",="2347","聯強","59.3","23Q1","4,123","-2.89","178","-0.04","149","-5.17","4.33","+0.12","3.75","-0.09","8.97","-0.47","23.3","+0.06","7.67","-0.05","40"
"1620",="6470","宇智","83.5","23Q1","27","+4.89","4.65","+4.09","1.92","-4.39","17.2","-0.13","7.12","-0.69","5.61","-0.56","23.3","-2.09","12","-1.08","51"
"1621",="2482","連宇","64","23Q1","16.2","+28.6","6.86","+30.3","2.48","+12.8","42.4","+0.56","15.3","-2.14","3.2","+0.22","23.3","+1.25","17.3","+0.84","72"
"1622",="3402","漢科","47","23Q1","46.9","-1.73","8.36","+0.54","3.54","-8.32","17.8","+0.4","7.53","-0.54","4.83","-0.45","23.3","+0.59","6.85","-0.84","51"
"1623",="1341","富林-KY","68.1","23Q1","29","-4.87","6.13","+1.66","2.95","-1.75","21.2","+1.36","10.2","+0.32","5.8","-0.15","23.4","-0.84","12.3","-0.18","43"
"1624",="8928","鉅明","36.6","23Q1","34.1","+0.44","5.03","-3.36","2.39","-16.3","14.7","-0.58","7.02","-1.4","4.73","-0.9","23.4","-3.26","7.74","-0.85","45"
"1625",="3592","瑞鼎","318.5","23Q1","188","-17.7","67.8","-26.6","24.5","-36.4","36.1","-4.4","13.1","-3.86","32.32","-18.91","23.7","-11.5","10.4","-8.55","62"
"1626",="5388","中磊","111","23Q1","676","+4.62","91.2","+5.83","21","+9.35","13.5","+0.15","3.1","+0.14","8.17","+0.6","23.8","+2.6","5.2","+0.35","43"
"1627",="1526","日馳","35.45","23Q1","20.3","-7.48","7.2","-4.95","3.41","-11.8","35.4","+0.94","16.8","-0.83","5.71","-0.73","23.8","-4.67","11.8","-1.66","59"
