"排名","代號","名稱","成交","財報季度","營收(億)","營收成長(%)","毛利(億)","毛利成長(%)","淨利(億)","淨利成長(%)","毛利(%)","毛率增減","淨利(%)","淨率增減","EPS(元)","EPS增減(元)","ROE(%)","ROE增減","ROA(%)","ROA增減","財報評分"
"1349",="4951","精拓科","71","23Q1","4.67","-11.5","3.37","-10.8","1.21","-17.2","72.1","+0.51","25.3","-1.72","3.53","-1.24","15.2","-4.06","12.8","-3.5","79"
"1350",="6640","均華","94","23Q1","13.4","-9.29","5.3","-11.1","1.64","-28.5","39.4","-0.81","12.3","-3.23","5.75","-2.58","15.2","-5.59","6.63","-2.39","51"
"1351",="5291","邑昇","29.15","23Q1","14.3","-7.72","3.5","-8.09","1.43","-19.1","24.6","-0.1","10","-1.41","3.51","-0.91","15.2","-2.33","9.22","-1.96","57"
"1352",="8426","紅木-KY","60.8","23Q1","19.1","+12.3","5.65","+27.1","1.16","+260","29.6","+3.46","6.1","+4.2","2.31","+1.67","15.2","+10.9","5.88","+4.29","47"
"1353",="2342","茂矽","40.7","23Q1","20.2","-6.2","4.9","-20.8","3.7","-32.8","24.3","-4.46","18.5","-7.3","2.36","-1.17","15.3","-6.8","9.5","-4.19","62"
"1354",="2233","宇隆","112.5","23Q1","32.3","-3.55","10.3","-6.88","5.39","-13.4","31.8","-1.14","16.4","-1.93","8.96","-1.36","15.3","-3.37","10.4","-1.93","61"
"1355",="9939","宏全","104","23Q1","252","+1.84","50.3","-2.28","21.2","-4.16","20","-0.84","8.78","-0.44","7.38","-0.32","15.3","-0.04","6.15","-0.34","49"
"1356",="6829","千附精密","108","23Q1","15.9","-10.8","4.9","-14","3.01","-15.4","30.8","-1.16","18.9","-1.03","5.07","-1.04","15.4","-5.75","12.2","-3.26","68"
"1357",="2727","王品","290.5","23Q1","192","+5.07","84.9","+6.99","6.37","+64.8","44.1","+0.79","2.93","+1.52","8.54","+3.39","15.4","+7.97","3.86","+2","53"
"1358",="9943","好樂迪","88.2","23Q1","24.7","+3.81","12.9","+7.08","5.55","+18.1","52.4","+1.6","22.6","+2.74","6.55","+3.13","15.4","+2.39","9.9","+1.33","62"
"1359",="2472","立隆電","60","23Q1","98.8","-4.49","30","-5.4","11.3","-8.29","30.4","-0.29","15.7","-1.04","6.85","-0.68","15.4","-2.7","10.9","-1.54","66"
"1360",="5439","高技","108","23Q1","34.2","+6","6.29","+8.55","3.78","+2.21","18.4","+0.43","11.1","-0.41","4.08","+0.1","15.4","-0.36","9.31","-0.48","49"
"1361",="6732","昇佳電子","307","23Q1","35.5","-11.8","12.3","-21","6.09","-27.7","34.8","-4.02","17.2","-3.76","12.44","-4.79","15.4","-2.09","8.93","-4.13","62"
"1362",="5511","德昌","70","23Q1","88.3","+4.07","14.3","+23.6","7.89","+45.4","16.2","+2.55","8.93","+2.52","6.95","+2.17","15.4","+4.23","6.91","+2.62","51"
"1363",="1808","潤隆","79.2","23Q1","49.4","+98.9","20.7","+155","9.7","+519","41.8","+9.16","19.6","+13.3","2.14","+1.79","15.5","+13","2.13","+1.78","45"
"1364",="6763","綠界科技","482","23Q1","15.2","+1.72","6.65","+0.52","3.82","+4.74","43.7","-0.52","25.1","+0.72","21.14","+0.28","15.5","-8.89","6.39","-0.76","66"
"1365",="8941","關中","55.3","23Q1","30.4","-8.3","8.91","-6.49","1.48","-29.7","29.4","+0.57","4.74","-1.62","4.86","-2.08","15.5","-7.63","5.73","-3.08","51"
"1366",="2937","集雅社","32.9","23Q1","38.2","+0.36","9.81","-1.98","1.18","-16","25.7","-0.61","3.09","-0.6","3.14","-0.66","15.5","-2.37","5.26","+0.08","38"
"1367",="6727","亞泰金屬","62.6","23Q1","14.5","-0.36","2.27","-7.75","1.43","-28.4","15.7","-1.25","9.88","-3.87","6.1","-2.73","15.6","-7.07","3.85","-1.65","34"
"1368",="6569","醫揚","235","23Q1","15.1","-5.7","4.64","-1.71","2.17","+6.99","30.8","+1.25","14.4","+1.73","6.54","+0.3","15.6","-1.07","10.8","-0.3","60"
"1369",="5315","光聯","19.6","23Q1","19.5","+0.29","4.08","-0.52","2.31","-8.55","20.9","-0.17","11.8","-1.15","2.16","-0.22","15.6","-0.32","10.8","-1.42","60"
"1370",="3312","弘憶股","22.65","23Q1","175","-9.63","9.71","-7.6","3.78","-16.7","5.56","+0.12","2.16","-0.18","2.33","-0.75","15.6","-4.3","4.92","-0.9","36"
"1371",="5902","德記","39.05","23Q1","21.9","-0.36","4.84","-1.02","1.82","-1.19","22.1","-0.15","8.31","-0.07","1.93","-0.02","15.6","-0.92","11.8","-0.38","57"
"1372",="8908","欣雄","68.9","23Q1","72.2","+0.04","8.42","+1.42","5.23","-1.4","11.7","+0.16","7.24","-0.11","2.05","-0.01","15.7","-0.06","6.64","-0.36","43"
"1373",="9911","櫻花","62.3","23Q1","80.6","-1.83","26.7","-2.51","9.34","-8.33","33.1","-0.23","11.4","-0.84","4.27","-0.39","15.7","-2.37","10.8","-1.14","62"
"1374",="1565","精華","220","23Q1","47.9","-4.29","13.7","-6.84","8.85","-13.1","28.7","-0.79","18.5","-1.88","17.55","-2.66","15.7","-0.94","10.7","-1.36","68"
"1375",="3661","世芯-KY","2130","23Q1","168","+22.6","46.2","+4.28","19.7","+7.3","27.5","-4.82","11.7","-1.67","27.34","+1.65","15.7","+0.04","11.5","+0.38","57"
"1376",="2373","震旦行","76.3","23Q1","126","+0.02","56","+0.44","12.8","-2.36","44.5","+0.19","11","-0.26","5.68","-0.14","15.7","-0.22","7.51","-0.27","60"
"1377",="6176","瑞儀","109","23Q1","536","-8.74","107","-8.4","53.9","-19.9","20","+0.07","10.1","-1.41","11.56","-2.91","15.7","-5.05","8.06","-2.05","57"
"1378",="4438","廣越","122","23Q1","197","-1.74","32.4","-0.8","11.2","-4.77","16.4","+0.16","7.36","-0.09","10.94","-0.44","15.8","-0.71","8.4","-1.15","47"
"1379",="6183","關貿","65.6","23Q1","21.8","-3.81","9.18","-7.25","4.01","-13.6","42","-1.56","18.4","-2.08","2.68","-0.41","15.8","-3.56","11.5","-1.23","70"
"1380",="5464","霖宏","29.6","23Q1","13.9","+1.04","0.85","+102","2.21","-23.2","6.07","+3.02","15.8","-5","3.04","-1.01","15.8","-5.38","4.18","-1.36","45"
"1381",="4439","冠星-KY","148","23Q1","68.2","-8.25","13.2","+4.74","4.66","+5.46","19.4","+2.41","6.84","+0.89","12.37","+0.63","15.8","-0.2","9.53","-0.11","45"
"1382",="5007","三星","58.3","23Q1","69.1","-3.61","18.2","-3.23","10.4","-1.8","26.3","+0.11","15.6","+0.3","3.55","-0.05","15.8","+0.16","12.6","-0.34","62"
"1383",="4915","致伸","62.9","23Q1","760","-4.06","109","-0.55","27.5","+0.1","14.4","+0.51","3.81","+0.19","6.09","-0.01","15.8","-0.69","5.63","-0.3","45"
"1384",="5284","jpp-KY","126","23Q1","19.6","+9.37","7.42","+14.5","3.15","+29.4","37.9","+1.68","16.1","+2.52","6.58","+1.13","15.9","+2.88","9.3","+1.99","51"
"1385",="1615","大山","38.45","23Q1","44.8","+0.96","6.9","+6","4.24","-1.87","15.4","+0.73","9.46","-0.27","2.85","-0.05","16","-1.21","10.8","-1.04","47"
"1386",="6762","達亞","285.5","23Q1","5.24","+13.2","2.8","+19.8","1.82","+6.39","53.4","+2.92","34.8","-2.24","7.05","+0.43","16","+0.72","9.83","-0.21","73"
"1387",="8227","巨有科技","192","23Q1","9.84","+5.31","2.7","+8.71","0.86","+17.6","27.5","+0.86","8.76","+0.92","2.3","+0.1","16","+1.61","9.85","+0.04","55"
"1388",="6203","海韻電","97.3","23Q1","26.4","+3.45","8.53","+9.86","4.41","-1.95","32.3","+1.89","16.7","-0.92","5.54","-0.09","16","-1.21","10.3","-0.75","61"
"1389",="8424","惠普","67.4","23Q1","10.2","-0.93","3.02","-3.24","1.83","-2.49","29.6","-0.71","17.9","-0.29","5.07","-0.13","16","-1.04","14","-0.73","68"
"1390",="6171","大城地產","21","23Q1","16.3","-16.4","4.37","-16.3","2.75","-20.6","26.9","+0.03","16.9","-0.9","3.55","+0.09","16.1","-3.99","8.01","-2.41","48"
"1391",="8271","宇瞻","54.1","23Q1","84","-4.46","16.4","-3.02","5.29","-5.44","19.5","+0.29","6.71","+0.15","4.33","-0.9","16.1","+0.48","10","-0.55","57"
"1392",="4506","崇友","83.7","23Q1","48","+1.3","14.4","+2.31","8.18","-3.51","30","+0.3","17","-0.85","4.63","-0.16","16.1","-1.42","9.31","-0.41","55"
"1393",="6206","飛捷","67.4","23Q1","48","-13.4","17.3","-12.5","8.2","-21.4","36.1","+0.36","16.6","-1.84","5.8","-1.49","16.1","-4.8","13.1","-3.32","72"
"1394",="3596","智易","126.5","23Q1","479","+1.53","67.4","+2.3","21.2","+5.3","14.1","+0.11","4.25","+0.19","9.6","+0.4","16.2","+1.92","5.5","+0.32","43"
"1395",="8481","政伸","54.6","23Q1","13.6","-6.76","6.76","-7.52","2.44","-17.4","49.8","-0.41","17.9","-2.31","3.66","-0.77","16.2","-0.61","11.3","-2.35","70"
"1396",="1593","祺驊","76.1","23Q1","9.42","+7.69","2.83","+12","1.86","-1.32","30.1","+1.17","21.4","-1.38","5.02","-0.22","16.2","+0.35","10.8","+0.24","68"
"1397",="3033","威健","34.9","23Q1","699","-0.57","52.4","-4.55","13.6","-19.8","7.5","-0.31","1.95","-0.47","3.21","-0.82","16.2","-3.54","4.5","-1.09","28"
"1398",="1762","中化生","79.3","23Q1","23.5","+11.1","10.5","+8.95","5.17","+11.1","44.5","-0.9","22","-0.02","6.67","+0.66","16.2","+0.91","10.8","+0.37","66"
"1399",="1590","亞德客-KY","961","23Q1","265","+1.52","122","+2.76","59.6","-0.93","46.2","+0.55","22.5","-0.56","29.77","-0.3","16.3","+0.03","11.6","-0.17","64"
"1400",="6485","點序","96.6","23Q1","17.6","-8.36","9.81","-14","3.2","-24.9","55.7","-3.63","18.2","-4.02","7.17","-2.54","16.3","-6.62","12.9","-5.56","70"
"1401",="8415","大國鋼","33.3","23Q1","266","+1.51","95.1","-3.55","39.7","-12.2","35.7","-1.88","15.1","-2.3","3.83","-0.56","16.3","-3.81","9.19","-1.72","49"
"1402",="3706","神達","51.1","23Q1","455","-4.79","37.1","-3.24","89.1","-4.08","8.15","+0.13","19.6","+0.14","7.6","-0.16","16.3","-0.12","11","-0.53","47"
"1403",="6716","應廣","104.5","23Q1","8.41","-10.4","3.18","-19.5","1.14","-43.3","37.9","-4.26","13.6","-7.88","4.35","-3.12","16.4","-8.47","9.45","-8.06","51"
"1404",="1580","新麥","132","23Q1","40.2","+2.19","15.6","+6.67","3.95","+17.3","38.9","+1.63","10.4","+1.38","7.88","+1.18","16.5","+2.64","11.2","+1.67","62"
"1405",="7556","意德士","102.5","23Q1","5.42","+0.16","2.19","-0.91","1.34","+2.46","40.3","-0.43","24.6","+0.55","5.84","+0.15","16.5","+0.28","13.2","-0.28","74"
"1406",="6276","安鈦克","49.85","23Q1","11.1","-6.96","2.85","+13.3","0.58","+144","25.7","+4.59","5.18","+3.22","1.83","+1.08","16.5","+10.1","9.56","+5.71","48"
"1407",="6257","矽格","58","23Q1","177","-5.36","48.6","-12.1","24.4","-19.6","27.5","-2.09","16.3","-2.51","5.29","-1.39","16.5","-2.41","7.55","-1.93","60"
"1408",="8931","大汽電","57","23Q1","32","+11.7","7.24","+20.3","4.53","+23.2","22.7","+1.62","11.2","-1.68","3.7","+0.69","16.5","-0.93","8.19","-0.1","57"
"1409",="2423","固緯","35.1","23Q1","29","+0.62","14.5","+0.46","3.92","-2.88","50","-0.08","13.5","-0.49","2.69","-0.09","16.5","+0.57","10.6","-0.18","60"
"1410",="6756","威鋒電子","227","23Q1","23.4","-20.7","12","-22.2","4.5","-37.9","51.3","-1.04","19.2","-5.3","6.57","-3.99","16.5","-6.13","10.9","-7.38","66"
"1411",="8261","富鼎","96.5","23Q1","34.3","-12.2","11.4","-18.6","6.7","-25.5","33.1","-2.6","19.4","-3.49","5.72","-3.11","16.6","-6.78","13.2","-5.22","62"
"1412",="4148","全宇生技-KY","54.5","23Q1","38.1","+3.03","10.7","-5.65","3.4","-7.65","28.1","-2.59","11.2","-1.07","5.31","-0.44","16.6","-0.8","12.1","-0.78","57"
"1413",="6754","匯僑設計","50.4","23Q1","48.9","-4.08","10.2","-1.48","3.24","-6.22","20.9","+0.55","6.62","-0.15","4.92","-0.31","16.6","-0.09","7.69","-0.07","53"
"1414",="6753","龍德造船","108","23Q1","45.5","+18.6","7.04","+18.7","3.7","+28.8","15.5","+0.01","8.14","+0.64","3.67","+0.74","16.6","+0.62","5.87","+1.18","51"
"1415",="4551","智伸科","139.5","23Q1","87.6","-5.16","23.3","-7.05","12.4","-11.8","26.6","-0.54","14.1","-1.07","10.76","-1.44","16.7","-1.51","9.43","-1.46","52"
"1416",="2352","佳世達","59.7","23Q1","2,294","-4.34","347","+0.35","80.4","-2.55","15.1","+0.71","4.69","+0.07","3.97","-0.23","16.7","+0.15","5.37","-0.46","49"
"1417",="6415","矽力*-KY","340.5","23Q1","209","-11","107","-13.7","46.8","-22.5","51","-1.6","22.3","-3.79","12.21","-3.74","16.7","-5.33","14.2","-5.65","74"
"1418",="6180","橘子","77.2","23Q1","110","-3.29","43.6","-6.97","10.9","-14.5","39.6","-1.56","9.88","-1.34","6.25","-1.04","16.7","-4.31","10.3","-2.54","64"
"1419",="6835","圓裕","42.05","23Q1","25.1","-7.95","5.57","+0.5","2.18","-11.8","22.2","+1.87","8.69","-0.38","3.28","-0.77","16.8","-1.36","7.84","-1.25","49"
"1420",="8916","光隆","55.2","23Q1","99.4","-3.53","17.8","+0.89","8.69","-5.46","17.9","+0.79","8.72","-0.18","4.83","-1.71","16.8","-0.61","9.82","-1.06","43"
"1421",="6761","穩得","85.7","23Q1","18.8","-2.29","5.58","-4.19","1.7","-12.2","29.7","-0.59","9.03","-1.02","7.07","-1.02","16.8","-3.07","9.62","-1.35","48"
"1422",="2449","京元電子","63.9","23Q1","356","-3.32","124","-5.18","62","-9.24","34.9","-0.68","17.9","-1.13","5.06","-0.53","16.8","-2.63","8.62","-0.91","66"
"1423",="4987","科誠","60.4","23Q1","12.1","-5.92","5.03","-3","1.7","-10.3","41.5","+1.25","14","-0.69","5.35","-0.6","16.9","-1.54","11.8","-1.82","59"
"1424",="6174","安碁","24.3","23Q1","6.61","-8.09","2.75","-10.5","1.22","-20.3","41.6","-1.14","18.4","-2.83","2.45","-0.61","16.9","-4.86","13.9","-3.52","68"
"1425",="1752","南光","59.2","23Q1","21.4","+10.2","7.78","+12","4.05","+15","36.4","+0.6","18.9","+0.8","4.01","+0.52","16.9","+1.79","11.5","+1.49","60"
"1426",="2484","希華","34.35","23Q1","30.5","-6.43","11.6","-7.07","6.91","-10.1","38.1","-0.26","22.6","-0.93","4.35","-0.47","16.9","-2","12","-1.24","70"
"1427",="5205","中茂","35.9","23Q1","0.14","-0.2","-0.03","-48.6","0.1","+1.86","-18.9","-6.22","77.9","-0.46","0.98","-0.04","17","-9.3","11.9","-3.27","55"
"1428",="3055","蔚華科","37.6","23Q1","18.3","-4.19","1.33","-22.3","4.35","+81.2","7.27","-1.7","24.8","+11.4","3.83","+1.69","17","+7.59","10.9","+5.99","60"
"1429",="5283","禾聯碩","111.5","23Q1","63.2","-7.55","20.8","-4.04","6.69","-10.3","33","+1.21","10.6","-0.32","9.18","-1.03","17","-1.09","10.6","-1.89","60"
"1430",="2732","六角","145.5","23Q1","42.2","+0.29","19.2","+3.66","3.27","+10.3","45.5","+1.48","8.08","+1.05","7.23","+0.67","17","+3.04","7.97","+0.99","53"
"1431",="2371","大同","51.3","23Q1","380","+10","71.3","-2.24","93.1","-0.73","18.8","-2.35","20.2","-0.71","4.1","+0.08","17","+1.01","6.28","+0.38","45"
"1432",="6166","凌華","78.3","23Q1","120","+2.54","44.7","+5.19","8.37","+3.87","37.2","+0.94","6.89","+0.02","3.89","+0.18","17","+1.07","6.04","+0.02","51"
"1433",="3265","台星科","77.7","23Q1","38.3","-2.88","12.4","-5.03","8.69","-5.24","32.3","-0.73","22.7","-0.57","6.39","-0.34","17","-0.07","12.2","-1.07","72"
"1434",="6277","宏正","86.3","23Q1","55.6","+2.82","32.8","+3.6","7.84","+7.53","59","+0.44","14.2","+0.61","6.55","+0.44","17","+1.82","10.7","+0.73","64"
"1435",="3045","台灣大","94.2","23Q1","1,754","+1.87","336","+1.25","110","-0.08","19.2","-0.12","7.41","-0.12","3.9","-0.01","17.1","-0.7","6.83","+0.07","47"
"1436",="6577","勁豐","104","23Q1","18.5","-2.08","4.6","-0.23","1.95","+0.41","24.9","+0.46","10.6","+0.26","5.09","+0.01","17.1","-0.85","10.6","-0.46","57"
"1437",="2027","大成鋼","47.8","23Q1","1,129","-1.12","271","-12.8","97.2","-19.2","24","-3.2","10.4","-2.2","5.06","-1.17","17.1","-5.36","8.7","-2.57","51"
"1438",="6712","長聖","197","23Q1","6.21","-1.05","3.88","-6.31","3.26","+62.2","62.6","-3.51","52.4","+20.5","4.79","+1.84","17.1","+6.27","15.7","+5.68","91"
"1439",="5474","聰泰","158","23Q1","12.2","-10.9","6.2","-5.75","2.73","-13.3","50.7","+2.75","22.3","-0.62","6.89","-1.02","17.2","-1.28","12.6","-2.54","68"
"1440",="6804","明係","71.5","23Q1","35.3","+6.32","3.64","+3.47","1.75","+2.19","10.3","-0.28","4.95","-0.2","5.82","0","17.2","-1.46","7.55","-0.11","43"
"1441",="3535","晶彩科","19.7","23Q1","12.7","-14","5.15","-13.2","1.96","-30.7","40.5","+0.35","15.4","-3.72","2.14","-1.44","17.3","-8.63","9.46","-3.75","64"
"1442",="6285","啟碁","110","23Q1","1,011","+6.1","124","+6.59","34","+8.76","12.2","+0.06","3.36","+0.08","8.44","+0.51","17.3","+0.54","6.15","+0.5","34"
"1443",="4107","邦特","115","23Q1","20","-0.55","8.23","-2.57","4.7","-4.74","41.2","-0.85","23.5","-1.03","6.76","-0.36","17.3","+0.35","11.1","-0.76","73"
"1444",="2377","微星","187","23Q1","1,710","-5.23","221","-14.2","76.6","-23.1","12.9","-1.35","4.48","-1.04","9.08","-2.71","17.3","-3.59","7.61","-2.95","43"
"1445",="1231","聯華食","89.2","23Q1","110","+2.32","25","-0.17","8.84","+1.39","22.7","-0.57","8.02","-0.07","3.95","+0.06","17.3","-0.57","8.59","-0.24","45"
"1446",="6190","萬泰科","35.8","23Q1","83.4","-7.59","14.7","-6.87","4.34","-6.92","17.6","+0.14","6.01","+0.05","2.82","-0.22","17.3","-2.25","7.51","-0.92","40"
"1447",="2548","華固","90.3","23Q1","167","+12.6","54.8","+15.6","34.6","+16.9","32.8","+0.85","20.6","+0.7","12.48","+1.79","17.4","+1.77","8","+0.98","51"
"1448",="1537","廣隆","142.5","23Q1","70.8","-3.29","13.8","-9.32","7.45","-15.5","19.5","-1.3","10.5","-1.52","9.07","-1.7","17.4","-4.29","13.1","-2.78","60"
"1449",="6223","旺矽","187","23Q1","75","+0.85","34.7","+1.71","11.9","-2.13","46.2","+0.39","15.8","-0.49","12.62","-0.27","17.5","-1.27","11.3","-0.38","64"
"1450",="2382","廣達","198","23Q1","12,448","-2.78","725","+2.17","287","-0.97","5.82","+0.28","2.36","+0.04","7.44","-0.07","17.5","+0.24","4.09","+0.21","38"
"1451",="6278","台表科","87.7","23Q1","597","-12.7","74.1","-16.1","31","-23.2","12.4","-0.5","5.21","-0.71","10.57","-3.25","17.6","-5.28","5.99","-1.33","47"
"1452",="6170","統振","41.15","23Q1","22.4","-9.12","6.02","-1.11","2.41","+1.16","26.8","+2.17","10.8","+0.67","2.76","+0.03","17.6","+0.66","7.63","-0.21","49"
"1453",="2308","台達電","357","23Q1","3,948","+2.68","1,138","+2.76","335","+2.6","28.8","+0.02","9.66","+0.04","12.91","+0.33","17.6","-0.39","9.52","+0.17","55"
"1454",="3444","利機","78.5","23Q1","9.76","-7.95","2.89","-6.92","1.66","-15.1","29.6","+0.33","17","-1.43","4.07","-0.94","17.6","-5.09","11.8","-2.47","60"
"1455",="6197","佳必琪","71.7","23Q1","44.9","+3.44","11.2","+1.61","5.01","+13.9","24.9","-0.45","11.3","+1.03","4.1","+0.5","17.6","+3.4","11.1","+1.32","57"
"1456",="8114","振樺電","110.5","23Q1","117","-2.34","41.3","-1.56","7.1","-16.1","35.3","+0.28","8.61","-0.46","9.42","-1.83","17.6","-2.42","6.55","-0.55","53"
"1457",="6208","日揚","51.8","23Q1","40.6","+3.99","15.2","+0.78","4.7","-5.1","37.3","-1.19","13.2","-1.31","3.96","-0.23","17.7","-0.1","8.11","-0.9","55"
"1458",="3704","合勤控","59.3","23Q1","323","+5.98","75.3","+7.79","17.5","+8.38","23.3","+0.39","5.47","+0.13","4.45","+0.58","17.7","+0.83","7.36","+0.65","40"
"1459",="3206","志豐","38.75","23Q1","39.8","-4.14","8.24","+0.45","2.29","+7.89","20.7","+0.95","5.76","+0.64","3.88","+0.28","17.8","+0.55","8.23","+0.76","47"
"1460",="3526","凡甲","164","23Q1","21.2","-8.16","9.85","-8.08","4.79","-13.5","46.4","+0.04","22.6","-1.41","8.12","-1.29","17.8","-4.33","11","-2.52","72"
"1461",="3406","玉晶光","403","23Q1","192","-0.28","76.4","-0.13","31.8","-2.72","39.9","+0.06","16.6","-0.42","28.31","-0.75","17.8","+0.03","8.9","-0.6","57"
"1462",="1720","生達","66.6","23Q1","61.1","+4.37","26.5","+6.55","8.53","+4.61","43.4","+0.89","19.9","+0.21","4.77","+0.21","17.8","+1.59","11.6","+0.64","68"
"1463",="6869","雲豹能源-創","91.8","23Q1","65","+3.21","13.3","+1.59","4.86","+7.09","20.4","-0.32","7.75","+0.28","4.28","+0.25","17.8","-0.16","8.12","+1.06","55"
"1464",="3022","威強電","82.8","23Q1","85.4","+7.52","30.7","+6.64","16.3","+8.94","35.9","-0.3","19","+0.25","9.19","+0.74","17.9","+0.66","12.8","+0.82","64"
"1465",="5516","雙喜","30.25","23Q1","26.1","+6.87","2.72","+10.2","1.43","+11.4","10.4","+0.31","5.5","+0.22","3.17","+0.34","17.9","+1.31","4.72","+0.38","32"
"1466",="2420","新巨","47.95","23Q1","25.6","-2.94","10.9","-2.66","6.66","-1.51","42.3","+0.12","26","+0.34","4.35","-0.08","17.9","-1.06","11.6","-0.37","72"
"1467",="1215","卜蜂","92.9","23Q1","290","+0.11","39.8","+2.6","16.5","+6.08","13.7","+0.33","5.7","+0.35","5.59","+0.31","18","+0.81","6.75","+0.49","43"
"1468",="8279","生展","168.5","23Q1","20","+3.39","7.2","+4.67","3.29","+2.36","36.1","+0.44","16.5","-0.17","12.13","+0.28","18","+0.88","11.9","+0.2","60"
"1469",="2637","慧洋-KY","45.25","23Q1","227","-8.69","92.8","-20.8","77.6","-26.6","40.8","-6.22","34.1","-8.32","10.44","-3.72","18","-7.79","8.65","-3.28","72"
"1470",="3029","零壹","59.1","23Q1","134","+5.08","15.4","+3.5","6.46","+5.2","11.5","-0.18","4.81","+0.01","4.23","+0.2","18","+2.51","8.34","+0.53","40"
"1471",="5309","系統電","37.8","23Q1","35.3","+3.72","8.49","+5.56","3.42","+0.89","24.1","+0.42","9.67","-0.27","2.01","-0.13","18","-3.5","10","-0.43","55"
"1472",="6514","芮特-KY","50","23Q1","6.22","-8.27","1.7","-4.27","1.16","-7.94","27.3","+1.14","18.7","+0.07","3.85","-0.35","18","-0.93","12.9","-1.22","61"
"1473",="2755","揚秦","138","23Q1","19.4","+2.94","5.2","+3.35","1.16","+0.67","26.8","+0.11","6","-0.14","5.28","+0.03","18","-0.72","8.96","+0.21","52"
"1474",="3583","辛耘","174","23Q1","60.1","+6.45","21.4","+2.63","5.93","+4.3","35.6","-1.33","9.86","-0.2","7.38","+0.3","18","+1.1","4.72","-0.23","49"
"1475",="6419","京晨科","44.8","23Q1","1.77","-1.41","0.9","+6.78","0.54","-24.1","51.2","+3.93","30.9","-9.21","4.7","-0.75","18.1","-6.42","11.7","-3.56","64"
"1476",="2754","亞洲藏壽司","174","23Q1","41.2","+7.05","17.2","+6.79","2.66","+10.2","41.7","-0.1","6.45","+0.18","5.69","+0.48","18.1","+0.73","6.06","+0.28","55"
"1477",="8050","廣積","103","23Q1","69.1","+1.97","20.1","+2.73","12.1","+6.43","29.1","+0.22","17.4","+0.58","9.16","-0.26","18.2","+0.93","10.5","+0.6","60"
"1478",="2327","國巨","486","23Q1","1,170","-3.34","431","-6.24","206","-9.29","36.9","-1.14","17.6","-1.18","49.41","+5.19","18.2","-2.37","7.62","-1.13","64"
"1479",="6680","鑫創電子","97.5","23Q1","5.61","+4.91","1.83","+5.69","0.69","-2.39","32.6","+0.24","12.4","-0.92","3.61","-0.14","18.2","+0.57","10.7","-0.6","61"
"1480",="6221","晉泰","73","23Q1","53.4","+3.48","10.3","+1.66","3.2","-2.09","19.3","-0.35","6.03","-0.35","3.87","-0.1","18.3","-1.43","6.82","-1.01","41"
"1481",="5704","老爺知","66.6","23Q1","4.84","+0.99","2.43","+1.16","0.91","-4.58","50.2","+0.09","18.7","-1.09","2.32","-0.12","18.3","+0.35","12.9","-0.78","72"
"1482",="6279","胡連","156.5","23Q1","68.1","+4.29","20.5","+4.41","10.2","+1.52","30.1","+0.03","15","-0.39","10.21","+0.18","18.3","-0.66","10.4","-0.05","55"
"1483",="4977","眾達-KY","87.7","23Q1","32","+7.93","9.48","+11.8","5.82","+37.2","29.6","+1.02","18.5","+3.96","7.32","+1.12","18.3","+4.33","13.9","+3.13","66"
"1484",="4205","中華食","104.5","23Q1","18.8","+1.95","7.32","+0.5","3.53","+0.08","39","-0.56","18.8","-0.35","3.99","+0.02","18.3","-0.8","15.4","-0.39","79"
"1485",="2497","怡利電","70.2","23Q1","34.8","-2.52","9.07","-4.53","3.29","-5.01","26.1","-0.55","9.47","-0.25","2.65","-0.23","18.3","-1.79","8.41","-1.31","51"
"1486",="3684","榮昌","48.75","23Q1","11.3","+0.19","3.57","+0.13","1.14","-7.72","31.5","-0.02","10","-0.86","4.59","-0.41","18.4","-2.17","10.4","-0.56","61"
"1487",="3088","艾訊","95.7","23Q1","67.1","+1.4","22.5","+1.07","5.93","-1.63","33.6","-0.11","8.83","-0.27","6.46","-0.2","18.4","+0.21","10.2","-0.41","53"
"1488",="6770","力積電","30.1","23Q1","668","-12.2","272","-23.5","152","-29.7","40.7","-6.05","22.7","-5.69","4.07","-1.73","18.4","-8.28","9.89","-4.27","70"
"1489",="6655","科定","123.5","23Q1","24.5","+0.86","12","-1.37","3.34","-14.2","49","-1.11","13.6","-2.4","4.74","-0.82","18.5","-2.24","5.76","-0.98","55"
"1490",="3231","緯創","128","23Q1","9,702","-1.47","718","+2.95","122","+9.26","7.4","+0.32","2.13","+0.2","4.21","+0.2","18.5","+0.49","4.53","+0.44","34"
"1491",="6509","聚和","40.6","23Q1","52.4","-4.12","15.4","+1.71","6.13","+2.21","29.4","+1.68","11.7","+0.72","3.53","+0.07","18.5","+0.65","9.31","+0.04","51"
"1492",="5520","力泰","61","23Q1","34.1","+0.98","6","-3.02","3.61","+0.97","17.6","-0.73","11.4","-0.15","6.01","+0.06","18.6","+1.13","11.6","-0.75","55"
"1493",="3042","晶技","88.5","23Q1","123","-6.97","46.3","-8.07","24.2","-13.7","37.8","-0.45","19.8","-1.53","7.85","-1.21","18.6","-3.66","12.1","-1.74","68"
"1494",="3169","亞信","110","23Q1","11.8","-11.7","6.68","-12.7","3.46","-16.7","56.6","-0.64","29.4","-1.77","5.52","-1.14","18.6","-5.39","15.9","-4.3","85"
"1495",="8435","鉅邁","60.3","23Q1","7.48","-2.66","3.44","-1.15","1.27","-0.04","45.9","+0.7","16.9","+0.44","4","0","18.6","+2.02","12.7","+0.33","68"
