"排名","代號","名稱","成交","財報季度","現金(%)","應收帳款(%)","存貨(%)","速動資產(%)","流動資產(%)","投資(%)","固定資產(%)","無形資產(%)","其他資產(%)","流動負債(%)","長期負債(%)","其他負債(%)","負債總額(%)","股東權益(%)","每股淨值(元)","財報評分"
"807",="6275","元山","47.1","23Q2","4.02","28.4","22.4","32.4","64.8","1.02","25.1","0.17","1.92","42.6","17.7","0.42","66.2","33.8","17.36","34"
"808",="6117","迎廣","26","23Q2","14.9","11.9","17.1","26.8","45.4","","48.9","0.03","0.76","41.9","25.1","0.41","68.8","31.2","12.16","27"
"809",="2485","兆赫","20.05","23Q2","14.3","20.2","24.9","35","60.2","2.07","29","4.71","1.07","25.5","","0.91","27.1","72.9","19.34","34"
"810",="5529","鉅陞","11.1","23Q2","0.97","0.34","85.1","6.07","91.7","0.42","7.08","0.03","0.41","71.2","2.68","0.07","74.1","25.9","6.75","30"
"811",="4163","鐿鈦","117.5","23Q2","28.4","5.11","20.2","33.5","54.7","2.62","36.9","1.37","1.65","27.7","18.5","1.96","49.8","50.2","48.43","62"
"812",="5516","雙喜","28.75","23Q2","6.11","8.47","","74.5","89","","10.7","","0.19","70.5","2.69","0.64","73.8","26.2","18.55","29"
"813",="4541","晟田","35.1","23Q2","8.7","7.65","9.87","32.4","42.7","1.73","43.2","0.09","0.24","25.5","23.4","0.4","60.1","39.9","23.28","34"
"814",="6446","藥華藥","327","23Q2","79.8","4.42","4.58","85","90.9","0.35","3.48","0.99","0.58","6.31","0.25","0.45","8.59","91.4","75.03","55"
"815",="1235","興泰","84","23Q2","0.12","4.22","0.13","14.1","14.3","81.1","4.3","","0.13","48.4","9.5","0","59.3","40.7","47.34","21"
"816",="3529","力旺","1810","23Q2","80.6","6.06","","86.6","87.1","0.4","9.87","2.44","0.04","51.1","","0.33","51.4","48.6","29.53","84"
"817",="2732","六角","129","23Q2","22","16.2","4.63","38.3","44.9","5.9","10.7","18.5","12.2","34.7","0.73","0.79","51.8","48.2","41.03","53"
"818",="5864","致和證","22.3","23Q2","0.85","16.5","","76.1","78.5","9.59","8.08","0.06","3.56","29.1","0","0.29","29.5","70.5","20.59","80"
"819",="6525","捷敏-KY","66.7","23Q2","25.3","15.1","2.83","42","45.4","2.49","49.5","0.02","0.51","27.8","","9.16","37.6","62.4","30.15","62"
"820",="6202","盛群","63.9","23Q2","17.4","8.01","30.2","31.9","71","16.3","5.98","0.8","1.94","28.1","","0.86","36.9","63.1","17.4","49"
"821",="2453","凌群","53.7","23Q2","13.2","22.6","15.4","52.1","80.8","6.51","8.3","0.06","1.29","51","","1.31","54.3","45.7","19.66","47"
"822",="8121","越峰","24.9","23Q2","14","14.3","16.9","28.6","46.5","0.41","39.1","0.1","8.01","17.2","27.5","1.09","49.5","50.5","8.47","30"
"823",="6170","統振","49.6","23Q2","4.4","13.3","5.07","18.6","76.9","11.2","10.9","0","0.08","61.5","","0.61","62.4","37.6","15.4","47"
"824",="3050","鈺德","14.95","23Q2","21.3","2.61","1.52","26.8","29.8","12.6","49.6","0.66","1.56","13.1","26.6","0.84","46.3","53.7","16.21","57"
"825",="6175","立敦","36.35","23Q2","14.9","16.8","14.4","31.7","48.2","0.09","46.4","0.03","3.44","37.6","0","0.65","39.2","60.8","20.68","53"
"826",="3484","崧騰","41.5","23Q2","41.5","14.2","14.6","55.6","72.4","","24","0.15","0.57","35.5","8.59","0.69","46.8","53.2","34.3","41"
"827",="2748","雲品","74.7","23Q2","21.4","0.96","0.63","36.5","38.1","","40.1","","2.14","19.3","10.2","0.06","47.3","52.7","24.69","59"
"828",="2374","佳能","21.25","23Q2","32.5","8.34","9.39","41","51.9","9.09","35","0.1","1.39","25.1","","0.61","26.2","73.8","21.36","49"
"829",="2495","普安","20.05","23Q2","3.95","2.34","9.19","77.7","87.2","2.9","9.04","0.01","0.08","34.9","0.69","0.33","36.1","63.9","14.87","57"
"830",="5523","豐謙","25.9","23Q2","15.1","0.1","73.4","17.9","93.3","5.45","0.8","","0.04","22.1","21.1","0.02","43.2","56.8","19.36","62"
"831",="6195","詩肯","41.3","23Q2","12","2.47","14.6","14.6","30.4","","22.5","4.52","1.96","29.3","15.3","0.01","64","36","25.52","48"
"832",="6207","雷科","32.2","23Q2","16.8","11.3","6.4","56","64.7","16","16.2","0.04","0.64","49.2","5.43","0.17","56.7","43.3","21.74","51"
"833",="6290","良維","54.8","23Q2","19.3","27.2","20.1","47.6","69.6","13.8","12.2","0","0.21","21.6","7.63","0.48","30.2","69.8","33.19","47"
"834",="1537","廣隆","143","23Q2","33.8","13.8","31.4","49.7","82.6","3.53","11.9","0.04","0.79","29.7","","0.36","37.1","62.9","47.03","51"
"835",="4942","嘉彰","41.6","23Q2","24.4","24.8","3.78","49.2","68.2","3.59","13.3","","13.5","19.7","0.04","0.01","21.7","78.3","57.58","55"
"836",="9924","福興","42.2","23Q2","21.6","16","13","43","57.6","5.63","33.9","0.31","0.77","19.7","4.01","0.49","26.2","73.8","33.81","53"
"837",="3272","東碩","34.05","23Q2","16.5","21.5","19.2","38","59.1","0.37","36.9","0.18","0.22","42.5","14.4","0.17","57.3","42.7","31.06","30"
"838",="8249","菱光","29.2","23Q2","25.6","8.38","3.32","36.5","40","56.5","2.14","0.1","0.38","28.8","","","29.5","70.5","37.69","47"
"839",="4714","永捷","12.55","23Q2","4.56","1.8","36.5","14.7","53.4","17.4","28","0.72","0.24","31.6","6.85","0.07","39.6","60.4","10.95","36"
"840",="1439","雋揚","22.4","23Q2","13.6","1.19","40","16.2","57.2","42.4","0","","0.43","33.2","7.34","0.16","43.1","56.9","26.17","51"
"841",="3062","建漢","20.25","23Q2","24.2","11.2","18.2","47","65.6","13.6","11.6","0.24","3.59","24.8","","0.09","31.5","68.5","14.73","34"
"842",="2460","建通","26.3","23Q2","21.1","16.8","15.4","38.4","56.1","","37.4","","1.2","33.1","16.8","0","50.5","49.5","13.2","30"
"843",="3557","嘉威","53.3","23Q2","18.1","17.5","15.8","35.6","54.2","","17.8","23","0.19","45.4","4.31","","50.5","49.5","27.23","50"
"844",="1565","精華","208.5","23Q2","27.5","7.66","16.1","35.2","51.9","0.13","44.5","0.06","1.88","22.4","4.2","","27.5","72.5","116.81","62"
"845",="6203","海韻電","111.5","23Q2","40.4","15.3","21.7","62.4","88.5","","4.11","0.42","4.34","33.3","10.4","0","45.7","54.3","33.1","61"
"846",="1308","亞聚","23.35","23Q2","7.52","4.17","5.15","16.5","23","52.5","21.3","","0.03","9.53","3.44","0.77","14","86","22.92","45"
"847",="2497","怡利電","63.9","23Q2","22.8","18.9","24.5","41.9","67.7","0.17","25.3","0.76","1.27","35.9","11.8","1.96","52.1","47.9","16.6","45"
"848",="3265","台星科","84.4","23Q2","17.2","12.8","1.1","56.9","58.4","0.28","39.1","1.84","0.06","19","8.65","0.22","28.2","71.8","41.32","70"
"849",="2420","新巨","46.3","23Q2","19.6","5.39","12.8","25.9","39.4","37.6","21.6","0.37","0.36","19.2","19.2","0.72","39.1","60.9","22.31","68"
"850",="3689","湧德","72.2","23Q2","13.3","37","19.4","50.6","71.9","0.6","21","0.78","1.15","38.4","2.62","0.03","41.1","58.9","40.49","47"
"851",="5514","三豐","20.05","23Q2","3.64","","57.1","3.64","77.4","21.1","0.88","0.02","0.53","43.9","","0.12","44.1","55.9","13.42","27"
"852",="1310","台苯","15.2","23Q2","5.85","7.35","7","16.3","27","26.5","41.2","0.06","1.28","21.9","0.65","0.59","25.3","74.7","11.79","34"
"853",="6173","信昌電","43.7","23Q2","14.9","11.3","8.27","31.7","40.3","34.7","22.4","0.08","0.23","18","3.02","0.42","25","75","38.46","55"
"854",="6609","瀧澤科","31","23Q2","26.3","22.3","23.1","49.2","73","1.48","21.5","0.11","0.83","40.4","5.92","0.03","49","51","31.37","40"
"855",="9943","好樂迪","92.8","23Q2","9.26","6.69","0.34","32.1","33","33.1","14.7","","2.28","20.4","","0.43","36.7","63.3","29.74","74"
"856",="3130","一零四","206.5","23Q2","42.3","2.92","","88.4","90.2","0.14","5.9","0.07","0.88","58.4","","0.36","60.2","39.8","43.06","68"
"857",="3167","大量","38","23Q2","17.7","22.7","20.2","40.4","61.8","0.2","34.6","0.26","0.21","22.3","22.6","0.24","51.1","48.9","25.84","34"
"858",="6547","高端疫苗","62.5","23Q2","10.3","0.4","13.3","58.4","73.8","3.89","17.5","0.63","0.23","28.5","0","","32.4","67.6","13.7","47"
"859",="2009","第一銅","29.85","23Q2","1.06","2.62","22.9","3.73","26.9","59.9","12.4","0","0.3","22.2","","0","25.4","74.6","17.55","23"
"860",="3388","崇越電","68.6","23Q2","47","26.7","9.8","73.7","85.3","5.64","7.08","","0.32","20.8","9.76","0","32.7","67.3","57.54","49"
"861",="6782","視陽","160.5","23Q2","16.5","5.64","11.2","30.5","42.5","2.63","36.7","2.54","3.58","23.9","19.1","0","43.6","56.4","43.44","53"
"862",="8418","捷必勝-KY","8.97","23Q1","3.21","12.5","13.1","15.7","30.8","","59.1","","1.19","44.3","23.4","0.04","72.4","27.6","10","23"
"863",="6585","鼎基","85.1","23Q2","10.4","9","13.9","19.4","34.6","","62.2","0.11","0.59","27.6","13.1","0.28","42.4","57.6","41.7","55"
"864",="2642","宅配通","40.9","23Q2","15.7","14.8","0.27","30.4","35.1","19.6","14.6","0.14","1.96","21.8","","0.69","47.9","52.1","24.25","47"
"865",="1472","三洋實業","45.65","23Q2","8.37","3.51","","20.3","79.4","0","3.16","15","0.64","69.3","0","0.76","72.6","27.4","32.18","39"
"866",="3526","凡甲","173.5","23Q2","23.8","20.7","3.39","50.4","54","24.9","18.6","0.3","0.39","30.6","17.8","0.01","49.3","50.7","37.01","70"
"867",="3501","維熹","49.2","23Q2","26.1","19.2","22.8","46.7","70.5","4.56","22.5","0.05","0.56","16.8","0.68","0.28","25.4","74.6","52.87","57"
"868",="3218","大學光","379.5","23Q2","19.3","10.5","5.6","45","51.8","","29.9","0.49","1.52","27.3","0","1.43","42.4","57.6","33.79","82"
"869",="2462","良得電","38.15","23Q2","13.1","30.4","12.1","43.5","57.3","7.73","29.1","0.03","0.11","37.5","5.66","0.66","44","56","19.04","40"
"870",="3024","憶聲","16.9","23Q2","14.6","3.82","25.3","24.5","54.9","34.7","2.29","4.31","0.33","40.7","0.03","0.61","43.2","56.8","10.05","40"
"871",="9951","皇田","78.1","23Q2","27.6","16.4","18.4","45.5","66.8","4.21","24.5","0.23","0.88","34.1","1.29","2.08","38.5","61.5","45.1","55"
"872",="5521","工信","7.2","23Q2","23","2.03","5.62","72.4","87.3","3.47","5.88","0.07","2.09","23.6","2.82","0.67","28.4","71.6","10.8","51"
"873",="1584","精剛","32.7","23Q2","5.03","15.1","40.3","21.8","64.1","4.46","24.4","0.21","4.02","20.8","26.9","0.52","48.9","51.1","13.9","43"
"874",="3071","協禧","37","23Q2","35.8","16.3","7.18","52.7","65","2.76","15.1","7.49","0.66","46.5","2.57","1.64","54.1","45.9","12.9","51"
"875",="5381","合正","21.5","23Q2","13.1","6.47","15.1","21.5","37","21.5","16.7","20.6","2.12","57.9","1.16","0.04","61.7","38.3","6.2","40"
"876",="3645","達邁","43.35","23Q2","7.26","7.68","10.2","14.9","26.5","0.35","69","0.17","0.39","25.6","13.7","0","42.6","57.4","21.3","34"
"877",="4121","優盛","24.35","23Q2","11","6.35","25.1","23.6","50.7","","22.9","0.15","1.29","28.1","3.76","0.91","53.1","46.9","17.07","43"
"878",="6217","中探針","44.1","23Q2","26.1","17.6","8.39","44.6","55.5","1.9","26.6","1.53","8.26","25.9","11.9","0.58","42.1","57.9","29.41","45"
"879",="8103","瀚荃","36.85","23Q2","40.6","18.9","9.04","64.8","74.7","0","21.8","0.26","0.35","22.6","11.6","1.51","41.7","58.3","36.93","53"
"880",="1466","聚隆","11.1","23Q2","8.83","10.1","21.3","18.9","44.4","1.67","49","0.07","2.03","23.2","34","0.22","58.5","41.5","13.27","21"
"881",="5493","三聯","48.45","23Q2","11.8","17.7","20.5","33.4","54.4","19.2","25","0.55","0.28","42.1","3.35","0.16","46.3","53.7","33.76","45"
"882",="2436","偉詮電","59.3","23Q2","20.3","14.6","20.8","50.5","72","2.64","4.77","19.3","0.24","31.9","","0.95","35.9","64.1","17.71","47"
"883",="2493","揚博","67.6","23Q2","22.2","16.5","23.3","63.2","87","1.76","10.3","0.02","0.26","41.9","","1.25","44","56","23.06","66"
"884",="8271","宇瞻","51.5","23Q2","27.2","12.1","14.9","39.3","77.3","0.51","14.6","3.81","0.15","31.7","0.37","0.43","33.4","66.6","32.68","55"
"885",="2417","圓剛","20.45","23Q2","36.9","7.4","12","49.9","64.8","4.92","25.9","0.54","0.38","30.5","1.03","0.33","33.1","66.9","21.56","55"
"886",="1595","川寶","39","23Q2","26.5","7.61","35.4","34.8","72.5","2.39","17.6","6.94","0.15","38.5","5.13","0.01","43.9","56.1","55.51","45"
"887",="2947","振宇五金","88","23Q2","7.34","0.23","18","7.58","25.7","1.24","20.3","0.24","1.04","24.3","12.3","0.03","74.1","25.9","37.42","45"
"888",="8021","尖點","27.6","23Q2","38.7","13.3","9.62","54.9","65.4","0.77","28.5","0.21","2.14","17.7","5.1","0.39","30","70","29.73","43"
"889",="3508","位速","30.25","23Q2","20","6.64","4.54","26.6","34.6","12.6","34.2","0.22","17.7","52.4","18.5","0.04","71.1","28.9","8.85","30"
"890",="6127","九豪","21.95","23Q2","3.31","11.4","8.81","15.1","32.4","13.2","43.4","0.11","5.41","23.3","34","1.06","63","37","11.1","40"
"891",="6552","易華電","34.3","23Q2","14.9","7.24","4.75","22.4","28.2","27.8","40.7","","1.46","17.2","24.6","0.09","43.1","56.9","32.34","43"
"892",="1726","永記","73.1","23Q2","13.3","19.8","21.5","42.6","64.8","2.56","29","0.03","0.34","16.6","","0.13","17.8","82.2","57.83","55"
"893",="2358","廷鑫","9.35","23Q2","2.6","15.7","45.2","22.9","71.4","3.41","21.3","0.31","0.19","22.9","30","","53.1","46.9","12.65","17"
"894",="4426","利勤","19.45","23Q2","9.14","3.59","5.96","12.7","19.6","0.39","63.1","0.02","8.06","16","26","0.59","42.9","57.1","15.66","36"
"895",="1309","台達化","17.3","23Q2","25.6","20.2","12.9","47","61.9","12.2","21.7","0.02","0.31","15.8","3.04","1.38","22.8","77.2","17.25","34"
"896",="1541","錩泰","32.45","23Q2","4.66","31.5","34","36.2","71.2","","16.5","0.7","1.63","41.7","","0","52.8","47.2","22.94","20"
"897",="6156","松上","19.85","23Q2","15.4","29.9","7.73","68.5","77.3","1.34","12","0.13","0.86","44.6","1","0.22","51.9","48.1","18.46","45"
"898",="3003","健和興","72.1","23Q2","31.8","14.8","18.9","54.6","74.9","5.35","17.8","0.1","1.4","15.9","4.97","0.06","24.9","75.1","38.64","62"
"899",="9927","泰銘","56.1","23Q2","35.2","16.1","30.5","55.3","88.3","4.44","6.59","0.13","0.25","21.5","","0.2","25.2","74.8","35.26","60"
"900",="5403","中菲","108.5","23Q2","19.7","3.86","22.4","37.8","67.3","13.1","19.1","0.03","0.06","48.5","0","1.01","49.5","50.5","27.33","66"
"901",="4763","材料-KY","813","23Q1","41.6","4.91","10.2","46.9","64.5","0.9","30.1","","1.55","31","0.07","","31.1","68.9","59.92","87"
"902",="5701","劍湖山","7.22","23Q2","3.23","0.23","0.36","4.04","4.7","14.5","75.3","0.03","1.6","46.2","21.5","2.47","74.4","25.6","4.79","34"
"903",="5439","高技","105.5","23Q2","9.21","32.4","24.8","41.6","67.2","0.44","28.5","","0.06","41.7","0.38","0.76","46.1","53.9","24.84","51"
"904",="1587","吉茂","25.1","23Q2","15.1","12.8","23","31.7","56.7","","36.5","","0.85","46.3","8.27","0.13","59.3","40.7","19.74","41"
"905",="5465","富驊","45.55","23Q2","14.7","46.6","14.6","61.7","80.2","3.9","13.6","0.05","0.55","42.1","","0.08","42.8","57.2","14.89","45"
"906",="6541","泰福-KY","68.3","23Q2","32.6","0.01","3.79","32.9","39.6","5.45","11.5","0.32","0.28","7.69","","","52.1","47.9","13.4","40"
"907",="1742","台蠟","16.6","23Q2","4.75","29","0.96","35.1","74.6","4.79","18.5","","1.43","56.6","1.71","","59.7","40.3","14.09","47"
"908",="1109","信大","18.1","23Q2","25.1","9.99","8.97","47","57.4","16.4","23.4","0.07","0.85","15.5","","0.63","16.8","83.2","22.72","64"
"909",="4729","熒茂","16.5","23Q2","13.2","6.21","6.72","22.8","56.7","16.7","18","0.49","0.42","39.6","16.3","0","58.8","41.2","13.94","47"
"910",="5234","達興材料","110","23Q2","2.87","28.5","7.84","53.1","63","0.18","33","0.05","0.02","32.7","4.04","0","40.2","59.8","27.83","53"
"911",="4502","健信","36.85","23Q2","9.08","10","21.2","23.3","46.6","5.42","42.2","0.09","0.18","46.2","28","0.43","74.8","25.2","11.06","28"
"912",="6672","騰輝電子-KY","98.4","23Q2","15.3","30.3","16.4","48.3","65.6","8.74","19.8","1.62","0.22","30.9","1.91","1.68","38.9","61.1","42.16","53"
"913",="1459","聯發","9.28","23Q2","10","6.21","4.69","26","31.1","23.6","42.8","","1.07","22.8","17.1","0.43","40.6","59.4","8.78","40"
"914",="3252","海灣","20.85","23Q2","1.51","0.94","8.2","2.69","12.3","","77.5","0.42","0.46","11.9","21.7","6.45","48.8","51.2","39.37","43"
"915",="2228","劍麟","88","23Q2","16.3","19.6","15.8","47.5","64.3","","30.5","0.54","2.24","22.3","0.57","0.72","32.1","67.9","53.14","52"
"916",="1737","臺鹽","34","23Q2","18.9","2.72","5.07","31.5","38","15.3","45","0.08","0.39","15.3","0.77","5.88","22.7","77.3","31.83","57"
"917",="6118","建達","27.15","23Q2","6.92","43.3","35.4","50.3","92.6","0.1","5.19","0.03","0.95","65.2","","0.14","65.5","34.5","10.97","19"
"918",="3504","揚明光","64.5","23Q2","22.4","12.4","10.4","34.9","47.3","2.79","39.6","1.66","1.12","26.3","4.16","0.13","37.6","62.4","27.4","40"
"919",="5011","久陽","21.3","23Q2","27.3","9.92","5.42","42.9","56.2","3.64","25","4.57","5.27","25.2","14.4","0.87","43.1","56.9","22.14","43"
"920",="2483","百容","24.15","23Q2","15.7","9.88","9.2","27","36.5","11.4","47.4","0.86","2.4","29.1","12.5","0.25","42.6","57.4","23.09","45"
"921",="4430","耀億","22.1","23Q2","11.8","8.98","14.6","23.7","42","2.07","47.1","0.5","1.49","35.5","11","1.19","49.1","50.9","34.54","36"
"922",="3051","力特","30.3","23Q2","4.92","14","14.2","19.6","36.1","21.7","37.7","","1","12.3","31.3","0.96","44.9","55.1","13.66","40"
"923",="6234","高僑","32","23Q2","22.4","8.82","15.3","31.2","73.8","3.59","17.8","","2","40.1","","0","40.9","59.1","26.79","55"
"924",="6515","穎崴","606","23Q2","22.1","23.8","11.7","46.4","58.8","","32.8","0.62","4.52","35.2","","0.11","36.4","63.6","93.84","57"
"925",="4576","大銀微系統","67.3","23Q2","6.07","7.21","18.6","17.4","36.8","3.28","56.2","1.21","0.5","20.4","9.51","0.25","31.7","68.3","31.43","47"
"926",="1614","三洋電","38.95","23Q2","1.39","6.14","21.2","17.1","39.6","31.4","25.1","","2.89","19.1","","2.4","25.3","74.7","20.89","40"
"927",="2108","南帝","35.35","23Q2","49.3","4.51","9.39","63.2","74.1","3.51","16.2","0.07","4.35","7.59","0.04","0.06","11","89","28.15","64"
"928",="6261","久元","63.3","23Q2","33.7","11.2","11.4","45.7","58.8","8.19","28.9","0.33","0.45","18.1","1.67","0.08","21.8","78.2","49.6","51"
"929",="1735","日勝化","16.55","23Q2","9.95","17.5","17.7","29.3","48.5","0.03","41","1.65","1.67","43","10.3","0.01","55.7","44.3","14.64","40"
"930",="1512","瑞利","12.1","23Q2","4.5","9.96","16.3","16.1","33.8","38","16.7","0.09","1.45","21.7","46.5","2.39","83.2","16.8","3.74","34"
"931",="3038","全台","35","23Q2","30.4","17.4","19.7","60.5","81.8","4.55","11.4","0.12","0.23","30.7","9.54","2.17","43.7","56.3","15.5","55"
"932",="5450","南良","17.85","23Q2","22","12.9","12.5","35.9","49.7","11.5","28.3","2.69","0.36","20.7","26.6","0.29","53","47","13.21","45"
"933",="6142","友勁","11.05","23Q2","31.3","18.7","15.8","49.9","66.2","2.37","28.1","0.24","0.85","20.3","14.2","0","36.3","63.7","9.65","45"
"934",="4953","緯軟","127.5","23Q2","19","60.6","","79.9","80.9","","16.8","0.63","0.37","38","0","0.33","40.4","59.6","40.19","41"
"935",="4417","金洲","39.4","23Q2","17.1","13.7","22.9","36.6","62.5","0.63","29.9","0.02","1.29","27.4","2.01","0","36.9","63.1","31.47","55"
"936",="4722","國精化","34.6","23Q2","9.45","18.7","19.3","28.4","49.1","4.18","33.3","1.63","10.5","21.1","16.9","","39.5","60.5","27.58","38"
"937",="6187","萬潤","116","23Q2","36.4","12.8","16.1","50.2","66.5","10.2","19.8","0.64","0.66","21","20.4","0.73","43.3","56.7","28.83","51"
"938",="6667","信紘科","76.4","23Q2","19","11.3","11","62.6","75.3","6.97","15.6","0.14","0.62","42.7","13.9","0.09","57.4","42.6","29.69","53"
"939",="5706","鳳凰","77.9","23Q2","14.3","2.92","","55.2","65.5","13.4","15.8","0.29","1.21","49.9","3.31","0.32","57","43","18.09","39"
"940",="9942","茂順","135.5","23Q2","7.79","28.8","22.2","37.5","60.8","0.62","35","0.33","0.58","24.9","1.4","0.81","34.1","65.9","41.54","66"
"941",="3543","州巧","21","23Q2","34.2","26.8","4.86","61.3","68.7","0.57","24.4","1.2","1.28","25.8","6.1","0.12","38.6","61.4","30.01","49"
"942",="3675","德微","275.5","23Q2","20","10.6","7.31","32.7","40.5","0.31","48.9","1.24","2.9","32.1","23.1","0","55.7","44.3","31.9","64"
"943",="3713","新晶投控","26.2","23Q2","8.48","1.11","10.2","16.2","35.6","3.29","39.1","0.26","14.7","39.9","29.9","0.01","72.8","27.2","8.36","26"
"944",="3447","展達","42.65","23Q2","24.6","25.3","35.3","52.2","90.1","0.22","8.7","0.08","0.21","59.4","","","59.7","40.3","15.62","38"
"945",="3046","建碁","70.3","23Q2","19","58.1","5.77","77.1","84.7","14.1","0.23","0.01","0.66","65.3","0.17","0.33","68.3","31.7","11.44","45"
"946",="2596","綠意","21.7","23Q2","3.77","0.4","69.2","9.76","96.7","1.28","1.13","","0.86","43.4","","","43.4","56.6","19.47","26"
"947",="6171","大城地產","21.15","23Q2","3.06","0","86.4","3.06","99.6","","0","0","0.08","50.6","","","50.6","49.4","17.24","27"
"948",="4745","合富-KY","26.3","23Q1","15.4","51.7","12.6","67.1","88.4","1.99","3.06","0.11","2.17","24","0.54","0.01","25","75","37.16","47"
"949",="1597","直得","66.4","23Q2","22.4","6.15","16.5","30.4","48.5","","46.4","1.63","0.65","24.8","15.5","0.14","43.1","56.9","26.71","55"
"950",="4916","事欣科","38.15","23Q2","7.01","20.6","29.1","27.6","58.3","16.9","3.9","15","0.29","25.7","18.3","","48.8","51.2","19.92","36"
"951",="8107","大億金茂","16.2","23Q2","16.2","6.65","4.4","22.9","27.6","49.5","21.4","0","0.86","21.3","31.8","0.89","54.6","45.4","19.24","34"
"952",="4528","江興鍛","32.8","23Q2","19.2","10.1","7.76","29.3","38.1","","53.3","0.01","6.75","22.3","21","0.02","44.5","55.5","25.73","43"
"953",="5263","智崴","115.5","23Q2","13.9","12.9","5.55","53.6","61.6","9.31","15.1","3.87","2.44","17.2","12.7","0.01","35.3","64.7","49.32","45"
"954",="8027","鈦昇","74.1","23Q2","21.3","11.7","26.8","36.8","73.9","1.01","17.7","0.45","0.52","10.9","25.5","2.56","42.8","57.2","23.51","43"
"955",="8446","華研","104.5","23Q2","37","1.19","0.04","54.4","56.8","39","0.15","2.19","0.2","47.6","3.76","0.07","52","48","30.13","77"
"956",="2250","IKKA-KY","70.2","23Q2","24.1","26.4","14.6","50.7","66.3","4.22","22.7","0.09","0.87","35.7","8","5.72","52.4","47.6","53.57","43"
"957",="6411","晶焱","104.5","23Q2","21.6","11.6","7.34","33.2","55.4","2.73","24.6","1.46","13","26.9","","0.32","27.5","72.5","44.36","64"
"958",="6531","愛普*","334","23Q2","72","5.8","9.81","79.8","90.1","3.01","0.58","0.19","5.17","13.6","","0.13","14.2","85.8","64.18","74"
"959",="1468","昶和","12.8","23Q2","10.5","3.2","33.5","14","59.4","10.4","23.3","0.29","3.13","54.9","0","0.15","57.8","42.2","7.51","34"
"960",="3236","千如","25.85","23Q2","25.9","10.4","9.12","37","47","1.08","46.9","1.05","3.22","29.1","20.9","0.35","53.7","46.3","15.98","49"
"961",="1789","神隆","28","23Q2","35.7","4.87","12.6","40.6","54.2","0.68","30.9","0.09","3.31","9.09","","0.47","14.4","85.6","12.87","60"
"962",="1788","杏昌","140","23Q2","10.4","27.8","13","39.3","54.3","3.07","23.4","4.32","3.81","27.1","0.66","0.05","37.8","62.2","63.26","53"
"963",="3147","大綜","75.9","23Q2","4.84","41.2","6.8","68.6","80.4","3.37","11.7","0.02","3.59","60","","0.15","60.6","39.4","28.31","40"
"964",="1474","弘裕","11.95","23Q2","13","13.2","23.8","26.7","54.6","1.97","39.1","0.47","0.86","27.3","15","1.66","45.7","54.3","15.35","30"
"965",="4513","福裕","19.4","23Q2","16.2","12.1","36.7","28.9","71.9","9.94","11.4","0.34","0.52","35.8","26.8","0.28","67.5","32.5","10.62","36"
"966",="6668","中揚光","38.45","23Q2","20.7","10","6","30.7","37.4","0.13","57.2","0.31","1.44","38.2","11.6","0.09","51.2","48.8","19.79","36"
"967",="8099","大世科","50","23Q2","20.7","26.5","21.9","54.7","77.1","2.51","3.03","0.16","10.5","48.9","1.61","3.9","55.6","44.4","15.22","38"
"968",="5498","凱崴","11","23Q2","7.28","19","11.8","33.3","46.6","2.02","39","0.71","6.81","27.3","12.7","0.36","44.1","55.9","10.99","45"
"969",="1339","昭輝","46.8","23Q2","9.77","9.74","5.75","30.9","37.5","1.97","51.8","0.06","4.21","19.7","9.41","0.27","31","69","49.39","57"
"970",="3628","盈正","44.65","23Q2","7.86","15.1","40.5","23.6","65.4","7.22","23.5","1.34","0.84","46.3","0.44","0.35","49.9","50.1","37.29","40"
"971",="2455","全新","127","23Q2","19.5","7.47","10.5","27","39.6","1.12","58.7","0.13","0.12","24.2","13.5","","37.8","62.2","15.01","62"
"972",="6287","元隆","19","23Q2","5.42","11","31.8","16.7","54.1","0.58","31.7","0.05","8.23","77","0","0.97","80.5","19.5","3.7","17"
"973",="1473","台南","24.25","23Q2","19.3","23.2","18.1","44","63.7","11.1","19.7","0.18","1.09","27.9","","2.53","32","68","24.35","47"
"974",="1521","大億","34.65","23Q2","12.1","22.2","29.5","34.3","67.6","3.21","26.4","0.21","0.54","43.9","","1.47","48.5","51.5","23.27","38"
"975",="3206","志豐","51.4","23Q2","36","36.2","8.26","72.2","84.3","4.31","7.24","0.09","0.39","50.3","0","0.17","56.1","43.9","22.08","53"
"976",="3338","泰碩","61.5","23Q2","28.3","40.4","10.3","68.8","81.6","","13.3","0.04","1.56","44.9","","0.39","49","51","19.81","45"
"977",="2465","麗臺","36.7","23Q2","10.9","14.1","45.1","25.1","78.7","1.96","9.34","0.29","3.07","74.3","5.35","0.11","81.7","18.3","6.34","28"
"978",="1451","年興","19.05","23Q2","15.3","17","24.3","36.7","66.3","12.8","15.2","","1.25","14.7","0","0.45","18.8","81.2","34.74","36"
"979",="8941","關中","58.7","23Q2","28.1","4.88","14.5","33","61.1","19.2","3.49","0.01","1.08","50.7","","0.15","61.7","38.3","30.92","53"
"980",="2484","希華","34","23Q2","25.8","11.4","15.6","37.5","53.2","13.4","28.7","1.02","0.73","18.8","6.79","1.04","30.2","69.8","23.96","55"
