"排名","代號","名稱","成交","財報季度","現金(%)","應收帳款(%)","存貨(%)","速動資產(%)","流動資產(%)","投資(%)","固定資產(%)","無形資產(%)","其他資產(%)","流動負債(%)","長期負債(%)","其他負債(%)","負債總額(%)","股東權益(%)","每股淨值(元)","財報評分"
"624",="2020","美亞","25.95","23Q2","7.9","9.57","26.3","20.2","53.5","16","14.1","0.1","8.74","42.5","0.22","1.41","54.9","45.1","14.87","40"
"625",="3512","皇龍","29","23Q2","11.6","2.11","76.1","13.7","96.7","","2.92","0.12","0.01","61.3","10.7","0","72","28","18.69","34"
"626",="6115","鎰勝","45.2","23Q2","21.3","21.4","6.45","64.8","72.7","6.61","12.6","0.03","6.1","35.1","","4.4","45.4","54.6","25.32","47"
"627",="4137","麗豐-KY","186.5","23Q1","41.7","3.02","5.13","67.8","74.1","5.82","13.3","0.99","0.44","26.8","13.8","0.03","44.3","55.7","63.94","83"
"628",="1603","華電","36.85","23Q2","1.21","13.7","17.9","33.8","54.3","12.6","32.5","0.01","0.17","32.3","","0.07","39.8","60.2","38.14","40"
"629",="6753","龍德造船","97","23Q2","9.45","0.85","14.3","27.1","48.4","3.84","36.6","0.12","0.25","38.9","10.7","0.89","59.7","40.3","24.94","49"
"630",="6192","巨路","83.9","23Q2","10.7","17","32","51.5","84.5","2.2","10.1","","2.85","35.9","","0.56","39.5","60.5","63.32","55"
"631",="5546","永固-KY","36.7","23Q1","3.07","51.5","1.32","55","58","0.42","5.79","1.41","26.3","46.4","8.07","2.33","59.9","40.1","31.14","19"
"632",="8442","威宏-KY","77.9","23Q1","14.4","31.1","19","45.5","76.7","","12.5","2.13","1.45","50.1","6.05","0.13","61.1","38.9","41.46","36"
"633",="3090","日電貿","51.7","23Q2","28","34.9","19.7","67","86.8","5.54","6.23","0.56","0.08","39.1","","0.34","40.3","59.7","27.28","47"
"634",="3029","零壹","62.9","23Q2","9.54","37.7","20.4","63.6","84.2","7.37","7.3","0.04","0.14","50.2","","0.43","50.7","49.3","24.64","38"
"635",="2461","光群雷","23.5","23Q2","23.3","19","15.6","42.9","64.6","6.86","20.2","1","2.91","36.1","11.2","0.19","49.7","50.3","17.07","40"
"636",="6811","宏碁資訊","295","23Q2","45","43.8","4.81","90.6","95.6","0.6","0.06","0.07","2.86","67.1","","2.4","69.5","30.5","41.6","47"
"637",="8466","美吉吉-KY","42.15","23Q1","14.4","10.3","7.45","29.5","38.9","1.54","55.8","0.38","0.23","26.8","31.4","2.16","61.2","38.8","37.46","34"
"638",="6128","上福","32.8","23Q2","10.8","12.1","13.3","26.5","41.1","6.26","23.4","21.1","0.99","39.3","0","0.89","49.3","50.7","31.25","57"
"639",="6208","日揚","46.9","23Q2","11.2","12.1","19.8","26.5","48.1","3.45","43.7","1.5","1.89","33.3","20","0.07","53.9","46.1","23.02","49"
"640",="6561","是方","377.5","23Q2","31.9","3.22","0.04","35.1","42.4","1.72","20.9","0.73","0.52","20.6","","1.15","55.3","44.7","44.11","77"
"641",="3693","營邦","515","23Q2","19.9","22.4","39.8","42.4","84.3","","10.5","0.26","1.17","60.5","","0.31","63.1","36.9","58.57","52"
"642",="5312","寶島科","81","23Q2","2.09","1.37","9.06","50.2","59.6","9.58","17.4","0.31","1.45","37.4","5.42","3.73","59","41","44.49","55"
"643",="4433","興采","29.2","23Q2","10.8","4.41","10.4","16.8","28.9","0.86","56.4","0.38","6.59","38.4","24","0.24","64.8","35.2","31.23","32"
"644",="6179","亞通","29.65","23Q2","4.91","12","0.19","88","94.4","0.77","2.27","0.03","1.1","68.5","1.96","","70.8","29.2","17.66","36"
"645",="5013","強新","33.5","23Q2","16.5","16.6","24.8","33.2","60.7","0.13","37","0.03","0.5","25","18.2","0.19","45.3","54.7","25.8","43"
"646",="8011","台通","16.7","23Q2","8.21","3.51","9.82","13.5","25.8","7.86","32.9","27.6","3.95","15.8","34.7","1.33","52.3","47.7","17.59","40"
"647",="8933","愛地雅","9.86","23Q2","11.5","12.7","47","24.5","73.2","7.76","10.5","3.68","0.16","50.8","6.38","1.9","61.7","38.3","7.66","28"
"648",="3587","閎康","291","23Q2","23.9","17.6","","41.5","46.1","1.69","44.2","0.09","3.33","31","17.9","0.13","52","48","55.49","61"
"649",="1720","生達","63.2","23Q2","20.5","12.5","13.8","35.4","50.3","7.46","34.8","1.94","1.7","27.7","1.23","1.39","33.1","66.9","26.92","70"
"650",="1515","力山","38","23Q2","22.9","8.69","7.82","31.6","41","0.23","50.6","0.94","3.71","46","5.61","","51.9","48.1","18.77","36"
"651",="6111","大宇資","81","23Q2","14.9","12.8","10.8","28.1","46.5","12","11.2","22.5","4.95","45.7","4.57","0.38","54.1","45.9","21.85","34"
"652",="1558","伸興","100.5","23Q2","23.7","14.4","11.3","41","53.8","0.89","29.1","8.3","5.1","24.3","4.91","0.63","32.2","67.8","79.05","49"
"653",="4105","東洋","75","23Q2","27.3","12.1","10.9","40.2","53","16.8","24.6","2.41","2.64","34.4","0","0.68","38.3","61.7","21.66","68"
"654",="1810","和成","19.7","23Q2","9.65","12.5","18.4","25.2","45.2","17.2","34.2","0","1.86","28.3","3.89","0.23","35.9","64.1","21.63","38"
"655",="3047","訊舟","15.3","23Q2","21.8","12.6","19.9","35.2","56.7","1.97","36.4","0.52","1.24","26.9","24.1","0.99","54","46","11.82","38"
"656",="2427","三商電","23.95","23Q2","5.71","6.84","36.1","19.9","68.4","9.15","18.8","0.06","2.48","43.7","14.3","0.78","59.3","40.7","13.64","40"
"657",="2945","三商家購","40.65","23Q2","9.33","1.35","30.6","10.8","44.8","","21.6","0.41","2.28","41.9","0.12","1.61","66.7","33.3","26.28","34"
"658",="5351","鈺創","40.2","23Q2","9.24","11.1","42.7","20.9","64.9","14.8","8.43","0.6","5.81","26.6","17.2","1.52","47.7","52.3","13.73","19"
"659",="5209","新鼎","162.5","23Q2","41.8","27.2","0.03","85.6","89.9","0.62","2.25","0.25","0.26","77.4","","1.08","84.2","15.8","24.36","51"
"660",="3360","尚立","12.1","23Q2","8.88","41.3","15","50.1","92.3","1.21","4.04","0.42","1.13","75.9","2.61","0.44","79.3","20.7","12.44","26"
"661",="8916","光隆","51.1","23Q2","9.69","18.6","22.2","35.6","59.7","17.9","18.7","0.34","1.71","33.2","4.96","0.23","40","60","36.12","40"
"662",="2477","美隆電","19.95","23Q2","10.9","6.48","8.66","54","65.7","12.4","17.8","0.24","2.22","26.4","7.47","3.34","45.9","54.1","24.71","34"
"663",="6184","大豐電","50.5","23Q2","32.1","1.6","0.22","33.7","35.3","6.6","25.4","31.8","0.54","45.3","0","0.78","46.1","53.9","28.65","74"
"664",="8081","致新","227","23Q2","38.4","16.6","16.5","55","71.8","11.4","10.5","3.78","0.42","30","","0.61","33","67","74.14","62"
"665",="2486","一詮","47.95","23Q2","22.1","24.5","14.9","49.1","65","2.92","23.7","0.3","1.21","27.4","9.44","1.32","46.3","53.7","18.28","45"
"666",="9905","大華","24.2","23Q2","6.28","18.3","19.1","56.9","77.2","","20.1","0.03","0.87","27.9","","0.45","32.2","67.8","23.79","41"
"667",="1110","東泥","18.9","23Q2","2.18","3.86","8.97","9.64","26.8","60.4","6.78","0","0.18","20.5","1.47","0.09","28.6","71.4","15.48","43"
"668",="3450","聯鈞","43.15","23Q2","22.9","12.2","4.67","37.1","44.4","1.66","50.5","0.39","0.46","23.5","3.7","6.43","37.7","62.3","26.22","51"
"669",="2028","威致","23.45","23Q2","4.81","13.6","29.9","18.4","50.9","3.86","44.3","0.01","0.05","27.7","14.8","0.68","43.7","56.3","13.96","40"
"670",="3305","昇貿","64.4","23Q2","22.7","24.4","15.1","47.1","64.6","13.4","20","","0.97","38.2","0.52","0.13","43.1","56.9","35.08","43"
"671",="1203","味王","41.2","23Q2","12.9","4.72","19.3","20.3","44.8","21.7","29.3","","3.03","21.1","0.37","0.25","35.8","64.2","23.03","53"
"672",="6190","萬泰科","34.5","23Q2","8.88","26.5","29","35.5","67.2","8.14","18.3","2.5","0.59","36.7","13","0.84","55","45","15.71","34"
"673",="2630","亞航","32.35","23Q2","4.21","30.6","19.6","55.3","77.9","","13.1","0.28","2.87","54.6","4.47","","62.9","37.1","11.94","14"
"674",="3176","基亞","31.05","23Q2","15.9","2.49","11.2","52.8","66.3","3.67","20.2","1.17","0.42","29","5.04","0.22","37.3","62.7","13.64","47"
"675",="4533","協易機","27.6","23Q2","38.3","9.43","18.5","60.2","80.8","3.58","12.7","0.27","0.46","33.8","22.5","0.42","57.5","42.5","16.05","53"
"676",="5258","虹堡","108","23Q2","26.2","21.2","34.9","48.6","85.1","0.27","6.46","0.59","1.77","44.6","3.58","0.27","50.8","49.2","32.56","55"
"677",="8064","東捷","17.35","23Q2","33.1","14.3","30.8","47.8","80.5","2.03","9.87","0.72","0.31","43.9","2.7","0.77","52.8","47.2","17.35","43"
"678",="2480","敦陽科","114.5","23Q2","19.7","13.3","35.5","38.2","87.5","2.36","7.2","0.03","2.32","52.7","","0.49","54.4","45.6","27.01","53"
"679",="9911","櫻花","62.4","23Q2","26.5","11.9","11.7","41","54.2","16","23.1","1.74","1.02","35.3","","0.99","39.1","60.9","24.17","60"
"680",="8183","精星","48.05","23Q2","6.8","51.3","12.9","61","77.3","0","16.5","0.09","2.52","49.2","0","1.69","53.5","46.5","24.56","43"
"681",="1455","集盛","9.51","23Q2","1.06","9.5","20.7","16.8","37.9","10.2","48.2","0.05","1.43","19.3","12.3","0.82","34.9","65.1","11.96","26"
"682",="9950","萬國通","19.95","23Q2","13.7","10.6","12.9","24.4","37.7","3.7","56.4","","0.36","28.5","43.1","0.14","72.4","27.6","7.58","66"
"683",="6235","華孚","127.5","23Q2","12.3","23.4","12","35.7","49.8","","42.7","","1.31","39.3","5.88","1.98","48.9","51.1","18.45","57"
"684",="6143","振曜","71.4","23Q2","31.8","22.6","18.7","63","83.3","3.33","6.48","3.45","0.74","46","0.88","0.44","48.6","51.4","30.41","49"
"685",="1569","濱川","24.4","23Q2","19.7","22.7","11.8","42.3","55","0.5","37.4","0.02","3.64","43.7","6.47","0","50.9","49.1","25.91","32"
"686",="9931","欣高","41.1","23Q2","5.58","2.98","12.1","19.7","32.5","4.46","44.2","0","17.2","36.5","4.82","15.3","57.5","42.5","22.27","45"
"687",="2433","互盛電","50.8","23Q2","7.72","4.54","2.03","46.9","50.6","11.5","32.2","3.12","1.6","24.7","13.7","5.33","43.9","56.1","25.15","53"
"688",="3323","加百裕","31.05","23Q2","19.8","40.7","20.7","61.1","87.5","0.07","10.7","0.08","0.28","43","13.2","0.12","57.9","42.1","30.29","28"
"689",="1259","安心","74.1","23Q2","12.7","3.17","1.38","23.1","24.8","20.4","16.9","0.1","2.54","29.6","","0.2","58.1","41.9","74.41","47"
"690",="6491","晶碩","339.5","23Q2","10.4","9.03","5.56","38.1","45.4","","50.1","0.2","1.05","29.3","2.58","0.01","34.1","65.9","91.7","70"
"691",="2359","所羅門","39.7","23Q2","17.4","9.38","12.8","39.8","63.5","29.8","4.86","0.02","1.47","37.6","","0.09","38.2","61.8","29.26","55"
"692",="1446","宏和","36.75","23Q2","5.72","0.26","79.7","6.04","87.7","8.52","0.02","","0.04","12.6","57.2","0.01","70.6","29.4","10.12","26"
"693",="3162","精確","50.1","23Q2","8.45","26.2","8.33","34.8","45.7","","45","0.18","6.86","38.2","17.9","0.29","56.6","43.4","19.54","30"
"694",="2109","華豐","14.1","23Q2","26","14.8","11.6","42.7","54.9","9.85","33.8","0.02","0.02","24.8","12.3","0.79","41.1","58.9","11.75","49"
"695",="6763","綠界科技","442.5","23Q2","18","13","","64.3","88.3","9.04","0.22","0.06","2.27","53.6","","1.12","54.8","45.2","149.72","64"
"696",="4564","元翎","24","23Q2","9.63","6.82","5.4","16.5","23","0.01","59.9","0.05","3.23","11.3","17.5","0","42.6","57.4","22.04","32"
"697",="6790","永豐實","38.8","23Q2","26.4","13.6","15.1","40.1","58.1","","36.7","","1.2","33.1","3.05","0.3","39.4","60.6","18.78","52"
"698",="4755","三福化","135","23Q2","6.87","17.4","7.73","27.8","43.6","8.89","42.2","1.96","1.23","41.1","1.67","0.1","43.6","56.4","41.66","47"
"699",="2754","亞洲藏壽司","152","23Q2","8.17","2.52","0.68","10.9","12.5","","38.1","0.26","3.6","22.7","","2.51","67.5","32.5","33.55","50"
"700",="3630","新鉅科","31.9","23Q2","15.4","5.5","3.89","22.3","27.9","3.82","58.3","0.59","1.93","18","25.6","1.11","51.8","48.2","16.44","36"
"701",="4966","譜瑞-KY","823","23Q2","31.7","7.7","16.1","39.4","60.1","","2.11","14.3","21.2","14.4","","","14.7","85.3","237.1","61"
"702",="3092","鴻碩","36.5","23Q2","7.6","16.9","14.9","34.9","51.9","2.57","41.1","0.13","1.59","36.4","3.18","18.5","59.9","40.1","20.98","32"
"703",="2476","鉅祥","45.95","23Q2","43.4","15.8","9.2","69.2","79.2","4.54","13.1","0.01","0.28","26.5","0.22","0.37","34.1","65.9","29.25","62"
"704",="6579","研揚","179","23Q2","27","7.77","12.5","38.3","51.6","30.8","10.4","4.98","0.16","17.8","1.34","0.12","21.7","78.3","59.78","64"
"705",="8104","錸寶","35.15","23Q2","18.9","11.4","10.9","34.2","48.4","4.72","40.1","1.86","0.77","30.1","27.8","0.62","58.6","41.4","28.18","43"
"706",="6873","泓德能源-創","109.5","23Q2","31.4","1.39","1.07","47.8","75.9","1.9","12.2","1.07","7.14","35.1","2.52","1.46","39.7","60.3","48.05","60"
"707",="1535","中宇","53.4","23Q2","8.26","12.7","0.25","49.9","65","22.8","8.12","0.15","1.74","43.6","","2.19","48.3","51.7","27.55","43"
"708",="9928","中視","17.6","23Q2","4.73","2.4","3.15","7.13","10.7","16.7","70.9","0.27","0.68","52.7","21","0.25","88.8","11.2","6.61","30"
"709",="4142","國光生","32.7","23Q2","26.9","5.06","10.3","33.2","47.5","1.67","39","0.9","4.06","12.5","21.2","0.02","34.4","65.6","13.43","36"
"710",="2910","統領","29","23Q2","2.42","0.29","6.83","11.9","19.3","41.5","38.4","0.16","0.33","16.4","34.6","1.13","56","44","14.17","60"
"711",="6221","晉泰","75","23Q2","23.9","14.4","40.4","49.2","91","","6.29","","2.37","55.3","4.26","0.03","60.8","39.2","24.5","43"
"712",="8403","盛弘","35.7","23Q2","18.5","17","4.43","35.9","41.6","16.8","23.8","4.93","6.37","23.1","13.7","0.54","44.7","55.3","28.16","45"
"713",="2413","環科","28.6","23Q2","11.9","14.8","39","27.5","67.5","7.12","20.9","0.16","2.23","44.8","15","1.03","61","39","15.76","38"
"714",="4401","東隆興","21.5","23Q2","10.9","5.31","24","17","42.3","3.9","51","0.02","1.41","31.2","21","0.02","53.7","46.3","21.47","32"
"715",="8917","欣泰","65","23Q2","12","4.26","1.09","42.4","46.1","1.35","49.9","0.09","2.16","24.6","","29.4","54.9","45.1","15.7","57"
"716",="8488","吉源-KY","17.15","23Q1","7.63","21.9","7.37","35.6","44","0.77","47.5","0.14","2.39","39.5","15.6","0.54","55.6","44.4","36.7","26"
"717",="1418","東華","21.6","23Q2","18.8","0","0.12","18.9","19.2","64.1","14.9","","1.41","61.2","0","0.01","72.5","27.5","21.67","30"
"718",="5225","東科-KY","45.1","23Q1","25.2","25.3","21.7","50.6","78","2.29","17.5","0.38","0","51.7","6.36","0","58.9","41.1","33.36","40"
"719",="4737","華廣","72.6","23Q2","5.45","9.49","11.4","14.9","30.5","0.72","49","11.6","6.56","33.3","27.2","0.01","60.8","39.2","32.13","45"
"720",="3454","晶睿","175","23Q2","23.8","18.9","33.1","42.7","77.8","3.52","15.1","0.7","0.48","42.4","4.34","0.01","47.4","52.6","38.33","49"
"721",="6288","聯嘉","29.75","23Q2","11","17.2","25.7","28.3","57.5","0.18","35.8","1.85","1.96","31.9","19.2","0.39","52.2","47.8","14.25","38"
"722",="5533","皇鼎","18.4","23Q2","26.6","0.16","38.1","27.5","66.9","14.9","17.8","0.01","0.1","14.4","9.36","0.09","24.4","75.6","32.67","64"
"723",="1723","中碳","109","23Q2","7.17","6.67","9.71","19.6","30.3","26","36.2","","0.83","21","0.47","0.95","28.1","71.9","32.96","64"
"724",="6689","伊雲谷","122","23Q2","46.8","29.1","2.2","76.4","87.8","0.46","0.27","1.33","8.3","49.4","0.89","0.8","52.1","47.9","40.22","40"
"725",="5543","桓鼎-KY","46.45","23Q1","14.6","15.1","22.7","45.2","71.4","0.51","14.5","3.79","4.98","60.2","7.68","0.1","69.7","30.3","17.41","28"
"726",="2478","大毅","44.6","23Q2","17.6","14.3","21.5","32.8","55.5","4.46","37.3","0.23","0.44","25.9","5.24","0","31.6","68.4","43.73","51"
"727",="5515","建國","14.05","23Q2","27.9","3.12","0.03","76.8","81.4","15.9","1.42","0.15","0.14","29.3","","1.9","38.3","61.7","18.92","51"
"728",="1528","恩德","12.55","23Q2","12.5","18.4","28.5","39.4","70.7","1.88","17.9","3.46","2.38","46.5","5.69","0.45","53.9","46.1","12.64","40"
"729",="3540","曜越","45.8","23Q2","28.6","25.3","31.8","53.8","89.5","0.24","2.02","1.81","1.46","59.4","0.39","0","61.9","38.1","25.4","43"
"730",="5288","豐祥-KY","172.5","23Q2","26.1","16.8","11.7","45.1","58.3","7.86","28.1","0.04","1.65","33.3","5.73","0.15","39.4","60.6","67.93","64"
"731",="3691","碩禾","78.8","23Q2","23.3","5.31","7.33","28.6","39.1","8.45","39.6","3.61","6.2","11","13.6","0.53","26.4","73.6","78.03","36"
"732",="4173","久裕","22.75","23Q2","9.7","75.7","1.98","85.4","88.6","7.49","1.01","0.23","1.36","60","","0.17","60.7","39.3","25.43","38"
"733",="3227","原相","113","23Q2","33.2","7.67","6.57","47.5","55.1","33.2","6.48","1.55","0.87","20.2","","0.11","24.1","75.9","62.65","57"
"734",="2243","宏旭-KY","15.3","23Q1","12.2","16","48.5","28.2","79.1","","14.7","0.13","0.32","68.5","4.75","","78.4","21.6","11.48","20"
"735",="4510","高鋒","16.6","23Q2","9.93","8.29","15.5","31.1","48","12.1","33.4","0.13","0.21","30.3","24.7","0.17","60.5","39.5","17.33","40"
"736",="2340","台亞","49.35","23Q2","20.7","10.1","10.7","32","43.6","16.8","25.5","0.12","12.1","16.9","5.95","0.53","25.7","74.3","18.85","47"
"737",="8996","高力","327","23Q2","9.98","21.6","25.4","32.2","59.2","2.57","33.5","0.03","4.24","46.4","8.78","0","55.8","44.2","25.1","53"
"738",="5289","宜鼎","265.5","23Q2","42.1","13.7","10.3","55.7","66.8","1.87","27.8","0.4","0.06","26.2","1.31","0.04","30.2","69.8","74.23","64"
"739",="4129","聯合","69.4","23Q2","7.71","16.4","25","24.3","50.6","7.63","25.3","9.8","1.57","27","16.4","1.13","47.8","52.2","33.91","49"
"740",="3489","森寶","11.45","23Q2","11.7","1.44","76.1","14.5","95.3","4.67","0.01","0","0.05","61.9","6.7","0.07","68.6","31.4","15.49","36"
"741",="8077","洛碁","38.75","23Q2","8.12","0.62","","8.74","9.08","","21.6","1.24","4.98","25.5","5.32","0.06","91.7","8.32","11.64","29"
"742",="3202","樺晟","16.2","23Q2","11.3","39.2","18.3","51.6","81.4","2.56","11.2","0.75","0.94","48.4","5.15","0.09","55.5","44.5","9.38","36"
"743",="3694","海華","34.75","23Q2","9.17","36.9","31.5","46","78.7","0.59","17.3","0.05","0.35","48.2","","0","50","50","18.29","36"
"744",="2369","菱生","17.25","23Q2","16","14.7","4.66","35","44","0.4","48.4","","3.46","22.3","8.55","0.02","32.8","67.2","14.71","40"
"745",="4943","康控-KY","14.55","23Q1","0.6","16.7","13.5","17.3","36.2","0.12","55.7","0.87","1.02","77.2","0.09","1.25","95.5","4.46","1.5","36"
"746",="1734","杏輝","33.1","23Q2","17","10.1","13.2","27.2","42.5","0.45","52.6","1.34","1.19","21.6","23.3","1.69","46.6","53.4","17.47","57"
"747",="1218","泰山","24.95","23Q2","21.1","9.67","10.7","31.4","43","17.2","13.6","0","25.8","17.3","0","0.05","18.9","81.1","24.42","38"
"748",="3013","晟銘電","44","23Q2","7.86","28.5","13.5","36.4","50.8","3.9","41.6","0.1","0.36","29.8","17","0.45","47.8","52.2","15.44","38"
"749",="1586","和勤","31.4","23Q2","12","17.4","14.7","30.9","49.5","","44.9","0.22","3.03","45.4","18.8","0.14","66.1","33.9","17.46","25"
"750",="1323","永裕","31.6","23Q2","22.6","13.1","10","37.1","48.6","","41.3","0.45","7.62","15.2","29.1","1.33","49.6","50.4","26.06","39"
"751",="2911","麗嬰房","6.84","23Q2","7.59","8.8","26.5","17.9","46.5","23.6","11.4","0.84","3.72","49","0.89","2.08","70.1","29.9","5.71","34"
"752",="6706","惠特","66","23Q2","24","11.4","18.2","52.8","71.4","1.48","22.7","0.3","0.52","29.1","11","0.03","41.7","58.3","","38"
"753",="3374","精材","112","23Q2","40.4","10.1","2.59","52.6","55.6","","41.5","0.27","0.18","22.6","","","28.1","71.9","25.81","64"
"754",="6146","耕興","248.5","23Q2","27.5","15.2","0.86","62.1","65.9","0.72","30.9","","0.31","30.6","","0.13","35.3","64.7","48.08","87"
"755",="8131","福懋科","38.7","23Q2","39.3","8.48","5.85","67","73.2","4.25","18.5","","0.35","14.4","","0.6","18.8","81.2","26.71","64"
"756",="1725","元禎","20.05","23Q2","12.2","11.5","1.52","82.3","84.9","2.26","12.3","0.07","0.23","37.6","","0.58","38.7","61.3","23.61","47"
"757",="5269","祥碩","902","23Q2","11.4","5.48","4.3","21.3","28.6","67","2.77","0.52","0.14","14.5","","0","14.7","85.3","226.99","70"
"758",="1232","大統益","144.5","23Q2","24.2","15.5","41.1","39.7","82.9","0.88","10.9","0.02","1","31.4","","0.29","35.5","64.5","29.99","55"
"759",="4707","磐亞","13.2","23Q2","6.77","2.24","1.32","9.33","11","78.9","9.91","0","0","28.1","3.19","0.15","32","68","16.31","40"
"760",="3149","正達","13.4","23Q2","12.9","10.1","4.28","23","37","28.9","30.7","0.03","2.4","36.2","27.3","","65.2","34.8","6.43","32"
"761",="6264","富裔","7.3","23Q2","2.81","0.12","28.5","17.9","55.2","8.76","27.8","","7.43","37.4","41","0.03","78.6","21.4","5.32","19"
"762",="6138","茂達","130","23Q2","27","15","21.5","53","76.7","0","11.3","0.38","8.54","36.8","","3.7","42.7","57.3","38.89","53"
