"排名","代號","名稱","股價日期","成交","漲跌價","漲跌幅","EPS平均","EPS合計","股利平均","股利合計","2012發放年度","2013發放年度","2014發放年度","2015發放年度","2016發放年度","2017發放年度","2018發放年度","2019發放年度","2020發放年度","2021發放年度","2022發放年度","2023發放年度"
"1549",="8431","匯鑽科","12/25","54.8","-0.8","-1.44","0.07","0.83","0.54","6.52","0.59","1.01","0.7","1.32","0","0","0","0","0","0.8","2","0.1"
"1550",="2236","百達-KY","12/25","71.7","+0.2","+0.28","2.96","29.58","1.08","10.76","","","1","1.33","0.4","1.96","0.76","0.1","0.06","1.87","3.18","0.09"
"1551",="2388","威盛","12/25","156.5","+1","+0.64","0.21","2.48","0.16","1.95","0","0","0","0","0","0","0","0","0","0.8","1","0.15"
"1552",="2230","泰茂","12/25","170","-2","-1.16","0.52","6.24","0.36","4.29","0.7","0.9","0.6","0.8","0.6","0.2","0","0.15","0","0.2","0","0.14"
"1553",="4128","中天","12/25","49.85","-0.55","-1.09","0","0","0.02","0.18","0.1","0","0","0","0","0","0","0","0","0","0.04","0.04"
"1554",="4743","合一","12/25","192.5","-2","-1.03","-0.11","-1.27","0.04","0.5","0.1","0","0.2","0.1","0","0","0","0","0","0","0","0.1"
"1555",="3228","金麗科","12/25","251","-7","-2.71","-0.22","-2.58","0.01","0.1","0","0","0","0","0","0","0","0","0","0","0","0.1"
"1556",="5351","鈺創","12/25","50.8","-0.3","-0.59","-0.39","-4.66","0.08","1.02","0","0","0","0.2","0","0","0","0","0","0","0.8","0.02"
"1557",="4979","華星光","12/25","162","-6.5","-3.86","-0.09","-1.09","0.45","5.37","0.3","0.5","0.5","1","3.01","0","0","0","0","0","0","0.06"
"1558",="0057","富邦摩台","12/25","98.25","+0.3","+0.31","","","0.15","1.68","0","0","0","0","1.68","0","0","0","0","0","0",""
"1559",="0061","元大寶滬深","12/25","15.9","-0.1","-0.62","","","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"1560",="006205","富邦上証","12/25","26.85","-0.12","-0.44","","","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"1561",="006206","元大上證50","12/25","25.86","-0.06","-0.23","","","0","0","","0","0","0","0","0","0","0","0","0","0",""
"1562",="006207","復華滬深","12/25","20.77","-0.16","-0.76","","","0","0","","0","0","0","0","0","0","0","0","0","0",""
"1563","00625K","富邦上証+R","12/25","6.18","0","0","","","0","0","","","","","","0","0","0","0","0","0",""
"1564","00631L","元大台灣50正2","12/25","147.15","+0.95","+0.65","","","0","0","","","","0","0","0","0","0","0","0","0",""
"1565","00632R","元大台灣50反1","12/25","4.56","-0.01","-0.22","","","0","0","","","","0","0","0","0","0","0","0","0",""
"1566","00633L","富邦上証正2","12/25","28.17","-0.17","-0.6","","","0","0","","","","0","0","0","0","0","0","0","0",""
"1567","00634R","富邦上証反1","12/25","5.09","+0.03","+0.59","","","0","0","","","","0","0","0","0","0","0","0","0",""
"1568","00635U","期元大S&P黃金","12/25","24.81","-0.01","-0.04","","","0","0","","","","","0","0","0","0","0","0","0",""
"1569",="00636","國泰中國A50","12/25","18.38","-0.03","-0.16","","","0","0","","","","","0","0","0","0","0","0","0",""
"1570","00636K","國泰中國A50+U","12/25","5.91","-0.01","-0.17","","","0","0","","","","","","","0","0","0","0","0",""
"1571","00637L","元大滬深300正2","12/25","11.15","-0.09","-0.8","","","0","0","","","","","0","0","0","0","0","0","0",""
"1572","00638R","元大滬深300反1","12/25","10.66","-0.02","-0.19","","","0","0","","","","","0","0","0","0","0","0","0",""
"1573",="00639","富邦深100","12/25","9.83","-0.07","-0.71","","","0","0","","","","","0","0","0","0","0","0","0",""
"1574","00640L","富邦日本正2","12/25","41.35","-0.04","-0.1","","","0","0","","","","","0","0","0","0","0","0","0",""
"1575","00641R","富邦日本反1","12/25","7.69","-0.02","-0.26","","","0","0","","","","","0","0","0","0","0","0","0",""
"1576","00642U","期元大S&P石油","12/25","16","-0.26","-1.6","","","0","0","","","","","0","0","0","0","0","0","0",""
"1577",="00643","群益深証中小","12/25","11.27","-0.09","-0.79","","","0","0","","","","","0","0","0","0","0","0","0",""
"1578","00643K","群益深証中小+R","12/25","2.64","0","0","","","0","0","","","","","","0","0","0","0","0","0",""
"1579",="00645","富邦日本","12/25","31.87","-0.01","-0.03","","","0","0","","","","","0","0","0","0","0","0","0",""
"1580",="00646","元大S&P500","12/25","46.21","+0.19","+0.41","","","0","0","","","","","0","0","0","0","0","0","0",""
"1581","00647L","元大S&P500正2","12/25","69.5","+0.3","+0.43","","","0","0","","","","","0","0","0","0","0","0","0",""
"1582","00648R","元大S&P500反1","12/25","6.23","-0.03","-0.48","","","0","0","","","","","0","0","0","0","0","0","0",""
"1583","00650L","復華香港正2","12/25","8.88","+0.07","+0.79","","","0","0","","","","","","0","0","0","0","0","0",""
"1584","00651R","復華香港反1","12/25","9.67","-0.05","-0.51","","","0","0","","","","","","0","0","0","0","0","0",""
"1585",="00652","富邦印度","12/25","34.95","0","0","","","0","0","","","","","","0","0","0","0","0","0",""
"1586","00653L","富邦印度正2","12/25","55.3","-0.2","-0.36","","","0","0","","","","","","0","0","0","0","0","0",""
"1587","00654R","富邦印度反1","12/25","6.98","+0.01","+0.14","","","0","0","","","","","","0","0","0","0","0","0",""
"1588","00655L","國泰中國A50正2","12/25","19.65","-0.14","-0.71","","","0","0","","","","","","0","0","0","0","0","0",""
"1589","00656R","國泰中國A50反1","12/25","9.55","+0.01","+0.1","","","0","0","","","","","","0","0","0","0","0","0",""
"1590",="00657","國泰日經225","12/25","39.32","+0.1","+0.25","","","0","0","","","","","","0","0","0","0","0","0",""
"1591","00657K","國泰日經225+U","12/25","12.63","+0.06","+0.48","","","0","0","","","","","","","0","0","0","0","0",""
"1592",="00660","元大歐洲50","12/25","32.91","-0.05","-0.15","","","0.18","1.11","","","","","","0","0","0.75","0.36","0","0",""
"1593",="00661","元大日經225","12/25","42.55","+0.2","+0.47","","","0","0","","","","","","0","0","0","0","0","0",""
"1594",="00662","富邦NASDAQ","12/25","67.4","+0.2","+0.3","","","0","0","","","","","","0","0","0","0","0","0",""
"1595","00663L","國泰臺灣加權正2","12/25","136.05","+0.7","+0.52","","","0","0","","","","","","0","0","0","0","0","0",""
"1596","00664R","國泰臺灣加權反1","12/25","5.14","-0.01","-0.19","","","0","0","","","","","","0","0","0","0","0","0",""
"1597","00665L","富邦恒生國企正2","12/25","5.33","+0.04","+0.76","","","0","0","","","","","","0","0","0","0","0","0",""
"1598","00666R","富邦恒生國企反1","12/25","17.12","0","0","","","0","0","","","","","","0","0","0","0","0","0",""
"1599",="00668","國泰美國道瓊","12/25","42.44","+0.2","+0.47","","","0","0","","","","","","0","0","0","0","0","0",""
"1600","00668K","國泰美國道瓊+U","12/25","13.6","+0.06","+0.44","","","0","0","","","","","","","0","0","0","0","0",""
"1601","00669R","國泰美國道瓊反1","12/25","7.3","-0.01","-0.14","","","0","0","","","","","","0","0","0","0","0","0",""
"1602","00670L","富邦NASDAQ正2","12/25","98.75","+0.6","+0.61","","","0","0","","","","","","","0","0","0","0","0",""
"1603","00671R","富邦NASDAQ反1","12/25","4.37","-0.03","-0.68","","","0","0","","","","","","","0","0","0","0","0",""
"1604","00673R","期元大S&P原油反1","12/25","8.26","+0.11","+1.35","","","0","0","","","","","","0","0","0","0","0","0",""
"1605","00674R","期元大S&P黃金反1","12/25","11.83","-0.05","-0.42","","","0","0","","","","","","0","0","0","0","0","0",""
"1606","00675L","富邦臺灣加權正2","12/25","59.55","+0.35","+0.59","","","0","0","","","","","","0","0","0","0","0","0",""
"1607","00676R","富邦臺灣加權反1","12/25","2.83","-0.01","-0.35","","","0","0","","","","","","0","0","0","0","0","0",""
"1608",="00678","群益那斯達克生技","12/25","26.63","+0.59","+2.27","","","0","0","","","","","","","0","0","0","0","0",""
"1609","00680L","元大美債20正2","12/25","10.02","-0.04","-0.4","","","0","0","","","","","","","0","0","0","0","0",""
"1610","00681R","元大美債20反1","12/25","19.08","+0.03","+0.16","","","0","0","","","","","","","0","0","0","0","0",""
"1611","00682U","期元大美元指數","12/25","20.35","-0.07","-0.34","","","0","0","","","","","","","0","0","0","0","0",""
"1612","00683L","期元大美元指正2","12/25","21.31","0","0","","","0","0","","","","","","","0","0","0","0","0",""
"1613","00684R","期元大美元指反1","12/25","16.07","+0.06","+0.37","","","0","0","","","","","","","0","0","0","0","0",""
"1614","00685L","群益臺灣加權正2","12/25","53.05","+0.3","+0.57","","","0","0","","","","","","","0","0","0","0","0",""
"1615","00686R","群益臺灣加權反1","12/25","3.05","-0.01","-0.33","","","0","0","","","","","","","0","0","0","0","0",""
"1616","00688L","國泰20年美債正2","12/25","9.96","-0.03","-0.3","","","0","0","","","","","","","0","0","0","0","0",""
"1617","00689R","國泰20年美債反1","12/25","19.81","+0.04","+0.2","","","0","0","","","","","","","0","0","0","0","0",""
"1618","00693U","期街口S&P黃豆","12/25","26.54","+0.08","+0.3","","","0","0","","","","","","","0","0","0","0","0",""
"1619",="00700","富邦恒生國企","12/25","10.9","+0.04","+0.37","","","0","0","","","","","","","0","0","0","0","0",""
"1620",="00703","台新MSCI中國","12/25","13.53","+0.09","+0.67","","","0","0","","","","","","","0","0","0","0","0",""
"1621","00706L","期元大S&P日圓正2","12/25","7.77","-0.06","-0.77","","","0","0","","","","","","","0","0","0","0","0",""
"1622","00707R","期元大S&P日圓反1","12/25","26.53","0","0","","","0","0","","","","","","","0","0","0","0","0",""
"1623","00708L","期元大S&P黃金正2","12/25","27.41","-0.04","-0.15","","","0","0","","","","","","","0","0","0","0","0",""
"1624",="00709","富邦歐洲","12/25","26.75","+0.19","+0.72","","","0","0","","","","","","","0","0","0","0","0",""
"1625","00715L","期街口布蘭特正2","12/25","13.48","-0.39","-2.81","","","0","0","","","","","","","0","0","0","0","0",""
"1626",="00737","國泰AI+Robo","12/25","30.97","+0.18","+0.58","","","0","0","","","","","","","","0","0","0","0",""
"1627","00738U","期元大道瓊白銀","12/25","22.76","-0.24","-1.04","","","0","0","","","","","","","","0","0","0","0",""
"1628",="00752","中信中國50","12/25","15.99","+0.03","+0.19","","","0","0","","","","","","","","0","0","0","0",""
"1629","00753L","中信中國50正2","12/25","6.84","+0.04","+0.59","","","0","0","","","","","","","","0","0","0","0",""
"1630",="00757","統一FANG+","12/25","65.8","+0.1","+0.15","","","0","0","","","","","","","","0","0","0","0",""
"1631",="00762","元大全球AI","12/25","50.2","+0.39","+0.78","","","0","0","","","","","","","","","0","0","0",""
"1632","00763U","期街口道瓊銅","12/25","24.11","-0.1","-0.41","","","0","0","","","","","","","","0","0","0","0",""
"1633","00768B","復華20年美債","12/25","55.45","-0.25","-0.45","","","0","0","","","","","","","","","0","0","0",""
"1634",="00783","富邦中証500","12/25","17.65","-0.18","-1.01","","","0","0","","","","","","","","","0","0","0",""
"1635",="00851","台新全球AI","12/25","37.56","+0.12","+0.32","","","0.2","0.61","","","","","","","","","0.28","0.33","0",""
"1636","00852L","國泰美國道瓊正2","12/25","22.32","+0.02","+0.09","","","0","0","","","","","","","","","0","0","0",""
"1637",="00861","元大全球未來通訊","12/25","34.5","+0.03","+0.09","","","0","0","","","","","","","","","0","0","0",""
"1638","00864B","中信美國公債0-1","12/25","42.87","-0.16","-0.37","","","0","0","","","","","","","","","0","0","0",""
"1639","00865B","國泰US短期公債","12/25","42.69","-0.15","-0.35","","","0","0","","","","","","","","","0","0","0",""
"1640",="00875","國泰網路資安","12/25","31.22","+0.12","+0.39","","","0","0","","","","","","","","","","0","0",""
"1641",="00876","元大全球5G","12/25","33.12","+0.07","+0.21","","","0","0","","","","","","","","","","0","0",""
"1642",="00877","復華中國5G","12/25","9.83","-0.05","-0.51","","","0","0","","","","","","","","","","0","0",""
"1643",="00885","富邦越南","12/25","11.66","+0.08","+0.69","","","0","0","","","","","","","","","","","0",""
"1644",="00886","永豐美國科技","12/25","26.92","+0.1","+0.37","","","0","0","","","","","","","","","","","0",""
"1645",="00887","永豐中國科技50大","12/25","11.03","-0.1","-0.9","","","0","0","","","","","","","","","","","0",""
"1646",="00893","國泰智能電動車","12/25","17.7","-0.02","-0.11","","","0","0","","","","","","","","","","","0",""
"1647",="00895","富邦未來車","12/25","19.82","+0.01","+0.05","","","0","0","","","","","","","","","","","0",""
"1648",="00897","富邦基因免疫生技","12/25","7.49","+0.12","+1.63","","","0","0","","","","","","","","","","","0",""
"1649",="00898","國泰基因免疫革命","12/25","7.25","+0.06","+0.83","","","0","0","","","","","","","","","","","0",""
"1650",="020000","富邦特選蘋果N","12/25","9.63","0","0","","","0","0","","","","","","","","","0","0","0",""
"1651",="020001","富邦存股雙十N","12/25","10","0","0","","","0","0","","","","","","","","","0","0","0",""
"1652",="020002","元富新中國N","12/25","10.88","-0.06","-0.55","","","0","0","","","","","","","","","0","0","0",""
"1653",="020007","凱基臺灣500N","12/25","37.19","0","0","","","0","0","","","","","","","","","0","0","0",""
"1654",="020011","統一微波高息20N","12/25","8.24","-0.05","-0.6","","","0","0","","","","","","","","","0","0","0",""
"1655",="020012","富邦行動通訊N","12/25","9.82","0","0","","","0","0","","","","","","","","","0","0","0",""
"1656",="020015","統一MSCI美低波N","12/25","15.36","0","0","","","0","0","","","","","","","","","","0","0",""
"1657",="020016","統一MSCI美科技N","12/25","23.33","0","0","","","0","0","","","","","","","","","","0","0",""
"1658",="020018","統一價值成長30N","12/25","20.01","0","0","","","0","0","","","","","","","","","","0","0",""
"1659",="020019","統一特選台灣5GN","12/25","15.1","+0.04","+0.27","","","0","0","","","","","","","","","","0","0",""
"1660","02001B","統一美國政府債N","12/25","8.28","-0.01","-0.12","","","0","0","","","","","","","","","","0","0",""
"1661","02001L","富邦蘋果正二N","12/25","18.24","+0.21","+1.16","","","0","0","","","","","","","","","","0","0",""
"1662","02001R","富邦蘋果反一N","12/25","1.92","-0.02","-1.03","","","0","0","","","","","","","","","","0","0",""
"1663",="020020","元大台股領航N","12/25","8.53","0","0","","","0","0","","","","","","","","","","0","0",""
"1664",="020023","元大櫃買半導體N","12/25","6.07","+0.02","+0.33","","","0","0","","","","","","","","","","0","0",""
"1665",="020025","統一亞洲半導體N","12/25","8.71","0","0","","","0","0","","","","","","","","","","","0",""
"1666",="020026","兆豐上櫃ESG電菁N","12/25","5.42","0","0","","","0","0","","","","","","","","","","","0",""
"1667",="020027","元大上櫃ESG成長N","12/25","5.45","+0.02","+0.37","","","0","0","","","","","","","","","","","0",""
"1668",="020028","元大特選電動車N","12/25","7.5","+0.05","+0.67","","","0","0","","","","","","","","","","","0",""
"1669",="020029","元大ESG高股息N","12/25","7.35","+0.01","+0.14","","","0","0","","","","","","","","","","","0",""
"1670",="020030","統一智慧電動車N","12/25","4.98","+0.01","+0.2","","","0","0","","","","","","","","","","","0",""
"1671",="1102","亞泥","12/25","40.75","+0.5","+1.24","3.33","39.91","2.18","26.16","2.3","1.7","1.8","2.2","1.1","0.9","1.2","2.8","3","3.46","3.4","2.3"
"1672",="1213","大飲","12/25","7.26","-0.11","-1.49","-0.37","-4.39","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1673",="1218","泰山","12/25","22.05","0","0","1.49","17.91","0.44","5.27","0.2","0","0","0","0","0","0.4","0.8","0.9","1.4","1","0.57"
"1674",="1229","聯華","12/25","65.7","-0.3","-0.45","2.41","28.91","1.42","17","1","1","1","1.4","1.2","1.6","1.8","1.6","1.6","1.7","1.8","1.3"
"1675",="1314","中石化","12/25","9.67","-0.1","-1.02","1.16","13.94","0.29","3.45","1.75","0.5","0","0","0","0","0","0.5","0.3","0","0.4","0"
"1676",="1321","大洋","12/25","37.15","-0.45","-1.2","0.21","2.53","0.14","1.7","0","0","0","0","0","0","0","0","0","1","0.7","0"
"1677",="1337","再生-KY","12/25","7.78","+0.61","+8.51","0.45","4.95","0.69","8.27","3.52","3.6","0.8","0.04","0.3","0.01","0","0","0","0","0","0"
"1678",="1340","勝悅-KY","12/25","11.4","+0.05","+0.44","3.41","37.5","0.79","8.7","","0","4","2","1","1.2","0.3","0.2","0","0","0","0"
"1679",="1341","富林-KY","12/25","62.8","+0.2","+0.32","6.02","36.13","4.35","26.12","","","","","","","0","3","5","6","9.13","2.99"
"1680",="1413","宏洲","12/25","8.41","-0.05","-0.59","-0.27","-3.27","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1681",="1418","東華","12/25","20.6","+0.1","+0.49","-2.39","-28.73","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1682",="1432","大魯閣","12/25","18.65","-0.3","-1.58","-0.32","-3.84","0.33","4","0","0","0","0","0","0","0","0","4","0","0","0"
"1683",="1435","中福","12/25","45.5","+0.1","+0.22","-0.16","-1.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1684",="1441","大東","12/25","14","0","0","-0.43","-5.12","0.1","1.2","0.7","0.1","0","0","0","0","0","0.4","0","0","0","0"
"1685",="1443","立益物流","12/25","28.8","+0.25","+0.88","-0.72","-8.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1686",="1444","力麗","12/25","10.35","-0.05","-0.48","0.39","4.68","0.28","3.3","0.5","0.6","0","0.5","0.5","0","0.5","0.4","0","0","0.3","0"
"1687",="1447","力鵬","12/25","7.92","-0.1","-1.25","0.07","0.86","0.02","0.2","0","0","0","0","0","0","0","0.2","0","0","0","0"
"1688",="1449","佳和","12/25","20.05","-1.05","-4.98","-0.56","-6.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1689",="1453","大將","12/25","14.85","0","0","0.5","5.97","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1690",="1456","怡華","12/25","16.55","-0.05","-0.3","-0.06","-0.74","0.12","1.5","0","0","0","0","0","0","0","0","0","0","1.5","0"
"1691",="1459","聯發","12/25","10.05","+0.05","+0.5","0.01","0.1","0.16","1.97","0.47","0.1","0.35","0.55","0.2","0","0.1","0","0","0","0.2","0"
"1692",="1460","宏遠","12/25","7.53","0","0","0.34","4.13","0.18","2.1","0","0","0.2","0.7","0.8","0.4","0","0","0","0","0","0"
"1693",="1466","聚隆","12/25","14","-0.4","-2.78","0.29","3.45","0.33","3.97","1","1","0.47","0.5","0","0","0","0","0","0","1","0"
"1694",="1467","南緯","12/25","11.35","-0.05","-0.44","0.23","2.71","0.17","2","0.2","0.4","0.2","0.5","0","0","0","0","0","0.7","0","0"
"1695",="1468","昶和","12/25","15.4","+0.15","+0.98","-0.08","-1.02","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1696",="1471","首利","12/25","16.7","-0.45","-2.62","-0.94","-11.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1697",="1472","三洋實業","12/25","62.5","-3.9","-5.87","-1.51","-18.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1698",="1506","正道","12/25","17.35","+0.6","+3.58","-0.45","-5.46","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1699",="1512","瑞利","12/25","12.3","+0.1","+0.82","-1.02","-12.19","0.04","0.5","0.5","0","0","0","0","0","0","0","0","0","0","0"
"1700",="1515","力山","12/25","50.8","-0.9","-1.74","1.87","22.41","1.19","14.3","0","0","0.5","0","0.5","0.5","1.2","2","3","3.6","3","0"
"1701",="1533","車王電","12/25","54.3","-0.5","-0.91","1.43","17.19","0.41","4.9","0.4","0.3","1.5","0.5","0.1","0.2","0.3","0.8","0.5","0","0.3","0"
"1702",="1538","正峰","12/25","22.5","+0.6","+2.74","-1.73","-20.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1703",="1589","永冠-KY","12/25","51.6","+0.2","+0.39","3.98","43.81","2.34","28.09","0.15","2.6","3.5","6","8.45","3.25","1.53","0","0.5","1.5","0.6","0"
"1704",="1593","祺驊","12/25","52.5","+0.6","+1.16","3.43","41.16","2.78","33.3","1.8","1","2.2","2.1","3","3","3.24","4","3.2","3.58","3.6","2.58"
"1705",="1616","億泰","12/25","13.5","-0.1","-0.74","-0.09","-1.03","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1706",="1718","中纖","12/25","8.19","-0.07","-0.85","0.35","4.23","0.03","0.4","0","0","0","0","0.1","0","0.1","0.1","0","0.1","0","0"
"1707",="1732","毛寶","12/25","31.6","-0.5","-1.56","0.13","1.52","0.1","1.25","0.4","0","0","0","0","0","0","0","0","0.5","0.35","0"
"1708",="1742","台蠟","12/25","17.35","-0.1","-0.57","-0.19","-2.27","0.02","0.2","0","0","0","0","0","0","0","0","0","0","0.2","0"
"1709",="1781","合世","12/25","16.65","-0.65","-3.76","-0.28","-3.42","0.05","0.6","0","0.1","0.5","0","0","0","0","0","0","0","0","0"
"1710",="1799","易威","12/25","41.2","-0.4","-0.96","-2.76","-33.16","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1711",="1802","台玻","12/25","18.7","0","0","0.21","2.52","0.31","3.77","0.45","0.1","0.1","0","0","0","0.5","0.3","0","0.5","1.82","0"
"1712",="1805","寶徠","12/25","13.45","+0.05","+0.37","-0.08","-1.02","0.04","0.5","0","0","0","0","0.5","0","0","0","0","0","0","0"
"1713",="1806","冠軍","12/25","11.35","+0.6","+5.58","-0.06","-0.66","0.13","1.6","0.5","0","0.1","0","0","0","0","0","0","0","1","0"
"1714",="1903","士紙","12/25","56.9","+0.5","+0.89","-0.5","-6.04","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1715",="2007","燁興","12/25","13.65","+1.1","+8.76","-0.7","-8.44","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1716",="2022","聚亨","12/25","12.9","+0.15","+1.18","-0.34","-4.04","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1717",="2025","千興","12/25","7.39","+0.08","+1.09","-0.36","-4.37","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1718",="2028","威致","12/25","27.45","+1.2","+4.57","0.66","7.9","0.36","4.3","0","0","0","0","0","0","0","0","0","0","3.35","0.95"
"1719",="2033","佳大","12/25","18.7","+0.4","+2.19","0.22","2.58","0.23","2.8","0.7","0.7","0","0","0","0.3","0.2","0.2","0.2","0.3","0.2","0"
"1720",="2035","唐榮","12/25","33.65","+0.05","+0.15","-0.36","-4.36","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1721",="2038","海光","12/25","23.05","+1.15","+5.25","0.18","2.13","0.28","3.38","1.1","0.28","0","0","0","0","0","0","0","0.5","1.5","0"
"1722",="2061","風青","12/25","16.5","+0.15","+0.92","-0.49","-5.82","0.08","1","0","0","0","0","0","0","0","0","0","0","1","0"
"1723",="2063","世鎧","12/25","54.8","-0.8","-1.44","3.15","37.78","2.15","25.8","1","1.1","1","1.5","1","1.2","2.5","3","2.5","3","3.5","4.5"
"1724",="2065","世豐","12/25","61.9","+0.3","+0.49","5.72","68.7","2.81","33.7","2.5","1.5","2.06","1.5","2","3","1.58","2.7","3.76","2.12","5.5","5.48"
"1725",="2067","嘉鋼","12/25","12.7","-0.15","-1.17","-0.21","-2.33","0.2","2.22","","0.5","1","0.32","0","0","0","0.4","0","0","0","0"
"1726",="2101","南港","12/25","39.5","-0.05","-0.13","0.63","7.57","0.5","6.04","0.53","0","1.06","0","0.2","1.14","0.71","0.7","1.1","0.6","0","0"
"1727",="2102","泰豐","12/25","19.45","+0.1","+0.52","-0.75","-8.99","0.07","0.82","0.05","0.1","0.2","0.15","0.2","0.1","0","0","0","0.02","0","0"
"1728",="2208","台船","12/25","20.2","-0.3","-1.46","-2.03","-24.42","0.27","3.3","1","0.8","0.5","0.5","0.5","0","0","0","0","0","0","0"
"1729",="2241","艾姆勒","12/25","31.85","-0.35","-1.09","0.13","1.05","0.18","1.48","","","","","0","0","0","0","0.88","0.6","0","0"
"1730",="2243","宏旭-KY","12/25","18.8","-0.55","-2.84","-1.09","-7.61","0.21","1.5","","","","","","1","0.5","0","0","0","0","0"
"1731",="2258","鴻華先進-創","12/25","44.15","+0.15","+0.34","-0.87","-0.87","0","0","","","","","","","","","","","","0"
"1732",="2301","光寶科","12/25","116.5","+1","+0.87","4.02","48.22","3.15","37.84","2.27","2.34","2.71","1.97","2.19","2.92","2.92","2.92","3.2","5.4","4","5"
"1733",="2305","全友","12/25","22.1","-0.15","-0.67","0.32","3.83","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1734",="2314","台揚","12/25","36.55","0","0","-1.19","-14.29","0.04","0.52","0","0","0","0","0","0.12","0.2","0.2","0","0","0","0"
"1735",="2321","東訊","12/25","14.65","-0.45","-2.98","-0.5","-6.04","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1736",="2323","中環","12/25","11.15","-0.25","-2.19","-0.52","-6.19","0.08","1","0","0","0","0","0","0","0","0","0.2","0.7","0.1","0"
"1737",="2349","錸德","12/25","8.1","-0.06","-0.74","-1.05","-12.57","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1738",="2358","廷鑫","12/25","8.92","+0.02","+0.22","-0.43","-5.19","0.05","0.55","0","0","0","0","0","0","0","0","0.2","0.07","0.27","0"
"1739",="2364","倫飛","12/25","114","0","0","-0.3","-3.63","0.08","1","0","0","0","0","0","0","0","0","0","0","1","0"
"1740",="2365","昆盈","12/25","13.55","-0.3","-2.17","0.23","2.79","0.22","2.58","0","0.2","0.2","0.39","0.17","0","0.3","0.2","0.42","0.3","0.2","0.2"
"1741",="2371","大同","12/25","42.15","+0.35","+0.84","-0.2","-2.38","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1742",="2380","虹光","12/25","7.1","+0.07","+1","-1.29","-15.47","0.02","0.25","0.25","0","0","0","0","0","0","0","0","0","0","0"
"1743",="2390","云辰","12/25","14.5","-0.3","-2.03","0.09","1.11","0.15","1.76","0","0","0.5","0","0.2","0.06","0","0","0","0","1","0"
"1744",="2399","映泰","12/25","24.2","+0.3","+1.26","0.34","4.06","0.42","5","1.5","0.5","0.6","0","0","0","0.8","0","0","0.4","1.2","0"
"1745",="2406","國碩","12/25","16.4","+0.05","+0.31","-1.38","-16.52","0.04","0.5","0.5","0","0","0","0","0","0","0","0","0","0","0"
"1746",="2424","隴華","12/25","29.3","-0.5","-1.68","-1.85","-22.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1747",="2426","鼎元","12/25","18.55","0","0","0.36","4.31","0.56","6.77","0","0","0","0.9","1.02","0.89","0.7","1.2","0.3","0.75","1","0"
"1748",="2429","銘旺科","12/25","17.9","0","0","-1.02","-12.26","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1749",="2434","統懋","12/25","34.15","0","0","-1.27","-15.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1750",="2438","翔耀","12/25","23.5","+0.15","+0.64","-0.45","-5.37","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1751",="2440","太空梭","12/25","12.75","0","0","-0.04","-0.45","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1752",="2443","昶虹","12/25","4.56","+0.41","+9.88","-1.03","-12.35","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1753",="2444","兆勁","12/25","13.05","-0.05","-0.38","-0.05","-0.56","0.1","1.18","0","0","0","0.5","0.15","0.43","0.1","0","0","0","0","0"
"1754",="2457","飛宏","12/25","57","+0.6","+1.06","0.21","2.47","0.46","5.57","3.59","1","0.49","0.48","0","0","0","0","0","0","0","0"
"1755",="2460","建通","12/25","28.1","+0.75","+2.74","0.1","1.15","0.13","1.53","0.8","0.23","0","0.2","0","0","0","0","0","0","0.3","0"
"1756",="2461","光群雷","12/25","22.65","-0.05","-0.22","0.99","11.83","0.69","8.24","0","0.41","0.65","0.42","0.5","0.82","0.56","0.41","0","1.5","1.49","1.48"
