"排名","代號","名稱","股價日期","成交","漲跌價","漲跌幅","EPS平均","EPS合計","股利平均","股利合計","2012發放年度","2013發放年度","2014發放年度","2015發放年度","2016發放年度","2017發放年度","2018發放年度","2019發放年度","2020發放年度","2021發放年度","2022發放年度","2023發放年度"
"503",="6577","勁豐","12/25","97.4","-0.4","-0.41","5.01","45.07","4.3","38.71","","","","2.85","5","4.06","4","4.5","5","5","3.85","4.45"
"504",="6275","元山","12/25","46.15","-0.85","-1.81","0.95","11.39","0.66","7.86","0","0","0","0.47","0.39","0.6","0.6","0","0","1.5","2.2","2.11"
"505",="3037","欣興","12/25","175","0","0","3.6","43.25","1.62","19.48","1.5","1.1","0.6","0.5","0.3","0.3","0.5","0.8","1.09","1.39","3.4","7.99"
"506",="2520","冠德","12/25","38.45","+0.2","+0.52","2.92","35.09","1.39","16.73","0.99","0.99","1","2","1","1.1","0.5","1","1.5","2.4","2.5","1.75"
"507",="2070","精湛","12/25","32.9","+0.35","+1.08","2.31","18.48","1.5","12","","","","","2","1","2","2","1","1","1.5","1.5"
"508","00848B","中信新興亞洲債","12/25","35.32","-0.11","-0.31","","","1.45","5.79","","","","","","","","","1.28","1.44","1.45","1.61"
"509",="5471","松翰","12/25","54.9","-0.1","-0.18","3.37","40.43","3.12","37.48","3.2","3","3.2","3.2","2.2","1.8","1.5","2.08","2.1","5.7","7","2.5"
"510","00723B","群益投資級科技債","12/25","34.72","-0.16","-0.46","","","1.32","7.92","","","","","","","0.7","1.52","1.41","1.32","1.39","1.58"
"511",="6192","巨路","12/25","87.9","-0.5","-0.57","6.1","73.2","3.23","38.8","3","3.5","3","3","3","2","3.3","3.3","3.3","3.4","4","4"
"512",="4541","晟田","12/25","30.85","0","0","0.78","8.6","0.76","8.31","","0.55","1.25","1.2","0.9","0.3","0.3","1.09","0.72","0.2","0.4","1.4"
"513",="00891","中信關鍵半導體","12/25","16.09","+0.06","+0.37","","","0.64","1.93","","","","","","","","","","0.55","0.65","0.73"
"514",="6532","瑞耘","12/25","59.4","+0.1","+0.17","2.59","23.33","1.61","14.48","","","","0.8","1.4","0.79","1.1","2.3","1.6","2","1.8","2.69"
"515",="3624","光頡","12/25","57.4","-1.1","-1.88","1.94","23.25","1.31","15.7","1","1.2","1.5","1","2.5","0.5","0.5","1.2","0.7","0.8","2.2","2.6"
"516",="1583","程泰","12/25","66.3","+0.1","+0.15","4.5","54.02","2.44","29.23","2.5","2.03","2.7","3.5","0.5","1","2.5","3","3","3","2.5","3"
"517",="6214","精誠","12/25","110.5","-2.5","-2.21","3.97","47.66","4.33","51.98","2","2","3","4.98","5","5","5","5","5","5","5","5"
"518",="6658","聯策","12/25","44.2","-1.3","-2.86","2.24","13.41","1.23","7.4","","","","","","","1.2","1.2","1.2","0.6","1.2","2"
"519",="1522","堤維西","12/25","39.8","-0.5","-1.24","1.48","17.75","0.98","11.8","0.1","0","0","1","1.5","2","1.6","1.3","1.4","0.6","0.5","1.8"
"520",="6664","群翊","12/25","151","0","0","6.47","38.8","4.7","28.23","","","","","","","4","4","4.2","4.3","4.9","6.83"
"521",="4111","濟生","12/25","26.55","-0.2","-0.75","1.31","15.67","0.72","8.65","0.35","0.4","0.5","0.4","0.6","0.8","0.8","0.6","1","1","1","1.2"
"522",="5604","中連","12/25","44.25","-0.45","-1.01","3.1","37.17","3.2","38.34","1.4","1.5","1.8","1.8","3.2","1.8","1.5","3.75","5.55","7.95","6.1","2"
"523",="5603","陸海","12/25","22.15","-0.45","-1.99","1.54","18.5","0.89","10.63","0.63","0","0.1","1.5","1.1","0.7","0.6","0","0","1","4","1"
"524",="00908","富邦入息REITs+","12/25","12.7","+0.03","+0.24","","","0.4","0.8","","","","","","","","","","","0.22","0.57"
"525",="9933","中鼎","12/25","42.1","+0.1","+0.24","2.59","31.08","2.37","28.46","2.76","2.84","1.99","2.23","2.4","2.6","3.23","2.25","2","2","2.26","1.9"
"526","00862B","中信投資級公司債","12/25","33.21","-0.12","-0.36","","","1.29","5.17","","","","","","","","","1.29","1.07","1.32","1.5"
"527",="5289","宜鼎","12/25","306.5","-8.5","-2.7","10.77","129.3","6.07","72.86","2.7","3","3.2","4.5","4.47","3.88","5.61","6","7.5","6.7","11.52","13.78"
"528",="1707","葡萄王","12/25","153.5","+0.5","+0.33","8.09","97.07","5.67","68.07","3","3.7","5","5.3","5.6","6.4","6.68","6.5","6.5","6.4","6.1","6.9"
"529",="1342","八貫","12/25","119.5","0","0","4.37","17.49","3.34","13.37","","","","","","","","","2.5","2.5","3","5.37"
"530",="006204","永豐臺灣加權","12/25","88.15","+0.3","+0.34","","","1.98","23.82","1.21","0.9","0.72","1.55","1.58","1.7","1.94","1.52","0.76","5.3","2.68","3.96"
"531",="2103","台橡","12/25","24.05","+0.1","+0.42","2.22","26.66","1.57","18.83","5","2.6","1.37","1.52","1.06","1","0.96","0.98","0.5","0.36","2.4","1.08"
"532",="9910","豐泰","12/25","171.5","+1","+0.59","6.09","73.05","4.37","52.4","1.8","2.2","3.3","3.7","5","5.2","5","6.7","4","3.7","4.1","7.7"
"533",="1234","黑松","12/25","40.1","0","0","2.71","32.5","1.66","19.9","0.6","2.5","2","1.2","1.5","2","1.5","1.6","1.7","1.8","1.7","1.8"
"534",="5209","新鼎","12/25","167","-1","-0.6","4.99","59.85","4.21","50.54","5.38","4.49","4.24","2.53","2.53","2.51","2.88","2.78","2.97","3.97","8.79","7.48"
"535",="6834","天二科技","12/25","24.55","-0.05","-0.2","1.34","4.02","1.03","3.1","","","","","","","","","","0.4","1.6","1.1"
"536","00884B","中信低碳新興債","12/25","31.41","+0.01","+0.03","","","1.18","3.53","","","","","","","","","","0.8","1.33","1.41"
"537",="2228","劍麟","12/25","89.4","-0.3","-0.33","6","72","4.01","48.12","7.41","2.2","3.5","3.5","4.47","4.75","5.24","5","5","1.05","2","4"
"538",="6412","群電","12/25","132","+2.5","+1.93","4.34","47.73","3.16","34.73","","1.95","1.95","2.33","2.35","2.75","3.1","2","3.2","4","5.2","5.9"
"539","8349A","恒耀甲特","12/25","42.55","+0.05","+0.12","","","1.82","5.45","","","","","","","","","","1.65","1.9","1.9"
"540",="00881","國泰台灣5G+","12/25","18.14","+0.1","+0.55","","","0.73","2.2","","","","","","","","","","0.54","0.85","0.81"
"541",="2511","太子","12/25","11.2","0","0","1.46","17.56","0.62","7.4","0.5","0.5","0.3","0.8","1.1","1","0.65","0.65","0.5","0.4","0.5","0.5"
"542",="2640","大車隊","12/25","112","0","0","4.69","56.3","3.51","42.08","1.5","3","4.3","4.9","3.28","2.2","3.5","3.3","3.7","3.9","3.5","5"
"543",="2352","佳世達","12/25","44.85","+0.15","+0.34","1.63","19.55","0.95","11.42","0","0","0","0.6","0.55","1.32","1.35","0.85","0.75","1.5","2.5","2"
"544","00778B","凱基金融債20+","12/25","36.35","-0.17","-0.47","","","1.44","7.22","","","","","","","","1.09","1.59","1.36","1.56","1.62"
"545","00845B","富邦新興投等債","12/25","32.45","-0.15","-0.46","","","1.12","5.62","","","","","","","","0.43","1.43","1.04","1.28","1.44"
"546","00853B","統一美債10年Aa-A","12/25","29.91","-0.18","-0.6","","","0.97","4.84","","","","","","","","0.36","1.19","0.99","0.96","1.33"
"547",="00771","元大US高息特別股","12/25","16.42","-0.02","-0.12","","","0.63","3.15","","","","","","","","0.25","0.74","0.72","0.71","0.73"
"548",="5469","瀚宇博","12/25","54","-0.5","-0.92","3.08","36.99","1.05","12.56","0.48","0.4","0","0.6","0.2","0.6","0.8","1","1.67","2.2","2.2","2.4"
"549",="00913","兆豐台灣晶圓製造","12/25","18.02","+0.07","+0.39","","","0.8","0.8","","","","","","","","","","","","0.8"
"550","1522A","堤維西甲特","12/25","45.1","0","0","","","1.39","2.79","","","","","","","","","","","0.79","2"
"551","00785B","富邦金融投等債","12/25","35.7","-0.16","-0.45","","","1.35","6.74","","","","","","","","0.64","1.52","1.57","1.42","1.58"
"552","00761B","國泰A級公司債","12/25","37.69","-0.12","-0.32","","","1.42","7.08","","","","","","","","1.11","1.38","1.35","1.57","1.67"
"553",="6821","聯寶","12/25","45.4","-0.85","-1.84","1.44","4.32","1.37","4.11","","","","","","","","","","1","1.1","2.01"
"554",="6865","偉康科技","12/25","63.3","-0.7","-1.09","4.78","9.57","2.9","5.8","","","","","","","","","","","3","2.8"
"555","00867B","新光A-BBB電信債","12/25","33.14","-0.12","-0.36","","","1.26","5.05","","","","","","","","","1.02","1.25","1.31","1.46"
"556",="6164","華興","12/25","12.45","+0.2","+1.63","0.43","5.21","0.43","5.19","0.5","0.3","1","0.85","0.54","0.85","0.4","0.2","0","0","0","0.55"
"557",="6894","衛司特","12/25","158.5","-3","-1.86","8.94","17.87","6.65","13.31","","","","","","","","","","","6.31","7"
"558",="2115","六暉-KY","12/25","29.45","0","0","3.25","35.73","1.49","16.34","","1.05","0.5","2.1","2.2","1","1.5","1","2.2","1.5","2","1.3"
"559",="3045","台灣大","12/25","97.5","+0.3","+0.31","5","60.06","5.15","61.86","5.16","5.5","5.6","5.6","5.6","5.6","5.6","5.55","4.75","4.3","4.3","4.3"
"560",="1109","信大","12/25","18.15","-0.05","-0.27","1.28","15.3","0.69","8.23","0.35","0.38","1.2","0.2","0.2","0.1","0.1","0.8","1.1","1.5","1.5","0.8"
"561","00792B","群益A級公司債","12/25","34.27","-0.23","-0.67","","","1.31","6.56","","","","","","","","0.86","1.46","1.3","1.44","1.51"
"562",="6167","久正","12/25","15.9","0","0","0.65","7.85","0.07","0.89","0","0","0","0","0","0","0","0","0","0","0.19","0.7"
"563","00834B","第一金金融債10+","12/25","34.76","-0.22","-0.63","","","1.31","6.57","","","","","","","","0.39","1.41","1.9","1.34","1.53"
"564",="8104","錸寶","12/25","34.1","-0.2","-0.58","4.82","33.76","1.58","11.05","","","","","","0.5","0.7","3","0.35","2.99","2.01","1.5"
"565","00772B","中信高評級公司債","12/25","36.29","-0.16","-0.44","","","1.42","7.1","","","","","","","","1","1.36","1.51","1.64","1.6"
"566",="2233","宇隆","12/25","136.5","0","0","6.79","81.43","4.2","50.45","4","2.5","5","4.75","3","5","3.76","4","3.3","3.74","5.4","6"
"567",="1737","臺鹽","12/25","34.15","-0.05","-0.15","1.44","17.3","1.18","14.21","0.68","0.26","0.5","1","1.12","1.5","1.5","1.8","1.5","1.35","1.5","1.5"
"568","00750B","凱基科技債10+","12/25","35.93","-0.17","-0.47","","","1.52","7.58","","","","","","","","1.44","1.61","1.35","1.61","1.58"
"569",="1587","吉茂","12/25","22.8","-0.05","-0.22","1.25","14.96","0.87","10.45","1","0.5","1.2","1.2","1","1","0.44","0.1","0.5","1.5","1","1"
"570",="6803","崑鼎","12/25","308.5","0","0","11.73","140.8","10.34","124","8.24","8.86","9.01","9.26","9.63","11.34","9.65","10.82","10.83","10.95","11.94","13.51"
"571","3036A","文曄甲特","12/25","45.75","-0.05","-0.11","","","1.48","4.43","","","","","","","","","","0.43","2","2"
"572",="9930","中聯資源","12/25","57.2","-0.3","-0.52","3.34","40.09","2.63","31.6","3","2.8","3.3","4.2","3.5","2.8","1","2","2","2","2.5","2.5"
"573",="2903","遠百","12/25","25.2","+0.1","+0.4","1.2","14.35","0.95","11.4","1","0.8","1.15","1","1","0.7","1","0.85","0.8","1.1","0.9","1.1"
"574",="1402","遠東新","12/25","30.95","-0.15","-0.48","1.87","22.43","1.33","16","1.7","1.3","1.3","1.2","1","0.8","1.2","1.8","1.5","1.35","1.5","1.35"
"575","00863B","中信全球電信債","12/25","33.81","-0.13","-0.38","","","1.3","5.21","","","","","","","","","1.15","1.29","1.3","1.47"
"576",="4420","光明","12/25","46","+0.1","+0.22","2.15","25.81","1.57","18.85","1.35","1","1","1","1.5","1.2","1.2","2.6","2","2","2","2"
"577",="5276","達輝-KY","12/25","13.8","-0.25","-1.78","0.9","8.08","0.88","7.92","","","","2","2","2","0.67","0.54","0","0","0.11","0.6"
"578","00754B","群益AAA-AA公司債","12/25","37.36","-0.09","-0.24","","","1.35","6.73","","","","","","","","0.99","1.45","1.27","1.4","1.62"
"579",="1316","上曜","12/25","12.65","+0.1","+0.8","-0.33","-3.93","0.39","4.7","0","0","0","0","0","0","2.26","1.89","0","0","0","0.55"
"580",="1752","南光","12/25","53","-1.9","-3.46","1.56","18.73","1.19","14.28","0.2","0.3","0.3","0.49","1.19","1.6","1.6","1.2","1.7","1.6","1.8","2.3"
"581",="2302","麗正","12/25","18.45","0","0","0.13","1.62","0.17","2.09","0","0","0.02","0.34","0.02","0","0","0","0","0.3","0.6","0.8"
"582",="4906","正文","12/25","34.6","-0.95","-2.67","1.36","16.3","1.14","13.65","0.3","2.4","1.9","0.5","0.6","1.46","0.99","0","0.5","1.96","1.54","1.5"
"583",="3169","亞信","12/25","127","-1.5","-1.17","2.72","32.68","2.41","28.9","2","2","2","1.5","1.5","1","1.8","2","2.1","2.5","5","5.5"
"584",="2481","強茂","12/25","69.3","-0.3","-0.43","1.26","15.14","0.93","11.15","0","0","0","0.2","0.9","1","0","0.5","1.05","1.5","3","3"
"585",="1477","聚陽","12/25","335","-3","-0.89","8.93","107.1","7.83","93.9","6.05","6.14","7.69","7.7","9.51","6.71","6","7.1","5","8","9.5","14.5"
"586",="6735","美達科技","12/25","55.5","+0.1","+0.18","2.82","14.11","1.83","9.15","","","","","","","","0.25","0.8","2.5","3.2","2.4"
"587",="5489","彩富","12/25","35.3","-0.2","-0.56","2.84","34.06","2.18","26.2","1.21","3","4.04","4.08","3.5","1.8","1.5","2","1.53","1.02","1","1.52"
"588",="5403","中菲","12/25","116","+2","+1.75","3.58","42.94","2.73","32.72","1.01","1.6","2","1","2.6","3","3.4","3","3.1","3","4","5"
"589",="5902","德記","12/25","34.85","-0.25","-0.71","0.53","6.36","0.22","2.7","0","0","0","0","0","0","0","0","0","0","1.2","1.5"
"590",="2608","嘉里大榮","12/25","38.35","-0.2","-0.52","2.45","29.34","1.48","17.71","0.9","1.1","1.4","1.5","1.72","1.5","1.6","1.56","1.45","1.68","1.65","1.65"
"591",="2596","綠意","12/25","23.25","+0.05","+0.22","2.09","25.09","1.42","16.99","0.5","1.49","1.6","1.5","1","2.2","2","2","1","1.2","1.5","1"
"592",="4549","桓達","12/25","93.1","-0.4","-0.43","5.24","57.64","3.65","40.19","","3.5","3","3.8","2.8","3","4","4","4","3.99","4.1","4"
"593",="9938","百和","12/25","58.2","+0.3","+0.52","4.2","50.35","2.28","27.4","0.3","1","1.5","2","2","3","3","2.6","3","3","3.5","2.5"
"594",="1599","宏佳騰","12/25","34.95","-0.05","-0.14","3.7","44.41","1.98","23.72","3","3.4","1.3","1.95","3","2","1.01","1","0.52","2.04","3","1.5"
"595",="2419","仲琦","12/25","34.95","-0.75","-2.1","1.04","12.43","0.99","11.82","1.32","1.2","0.42","0.51","0.75","1.77","1.23","0.81","0.8","1","0.5","1.5"
"596",="8240","華宏","12/25","34.95","-0.25","-0.71","1.54","18.43","1.22","14.65","2.7","1.5","1","1.2","0.5","0","0","0.85","1.3","1.6","2.5","1.5"
"597",="1216","統一","12/25","73.4","+0.3","+0.41","3.12","37.41","2.37","28.45","1","1.4","1.5","1.4","2","2.1","5.5","2.5","2.5","2.7","2.7","3.15"
"598",="9951","皇田","12/25","76.9","+1.6","+2.12","6.95","83.42","4.21","50.5","2.5","2","5","5.4","5.5","5.8","5.3","4.2","3.5","4.7","3.3","3.3"
"599","00758B","復華能源債","12/25","53.6","-0.3","-0.56","","","2.46","12.31","","","","","","","","3.37","2.41","2.07","2.16","2.3"
"600",="6590","普鴻","12/25","88.7","0","0","3.08","21.58","2.52","17.65","","","","","","1.7","1.2","1.5","2.15","3.5","3.8","3.8"
"601",="4506","崇友","12/25","79.5","0","0","3.08","36.98","2.2","26.4","1","1","1","1.5","1.7","2.2","3.1","2.6","2.7","3","3.2","3.4"
"602",="1416","廣豐","12/25","11.7","+0.1","+0.86","0.93","11.1","0.98","11.81","0","1","2.31","0.3","1.3","3","1.2","1.2","0","0.5","0.5","0.5"
"603",="5704","老爺知","12/25","52","-0.4","-0.76","1.11","13.3","1.12","13.4","0.7","2.05","1","1.25","1","0","0.3","0.5","0.8","2.2","1.38","2.22"
"604",="4571","鈞興-KY","12/25","84.4","+1.4","+1.69","6.22","31.11","3.22","16.1","","","","","","","","1.1","3.3","3.6","4.5","3.6"
"605","00790B","復華次順位金融債","12/25","54.2","+0.1","+0.18","","","1.98","9.91","","","","","","","","1.36","2.18","1.98","2.08","2.31"
"606",="4105","東洋","12/25","79.8","-0.2","-0.25","3.94","47.24","3.08","36.9","0.3","1.4","2","2.5","3.5","3.8","4.5","4.5","4","4","3","3.4"
"607","3702A","大聯大甲特","12/25","46.95","0","0","","","1.64","6.58","","","","","","","","","0.58","2","2","2"
"608",="6166","凌華","12/25","58.7","+0.6","+1.03","2.11","25.27","1.48","17.81","1","1","1.5","1.9","2.4","1.8","1.5","1.3","1.6","1","0.3","2.5"
"609",="6138","茂達","12/25","211.5","-8.5","-3.86","4.41","52.97","3.56","42.67","1.53","0.98","0.49","1.89","1.5","2.11","2.4","4.2","4.33","5.2","9.02","9"
"610",="1723","中碳","12/25","117.5","-0.5","-0.42","6.62","79.45","5.64","67.7","8","7.4","8.3","8.3","4.5","4.5","4.6","5.3","5","2.8","4","5"
"611",="3563","牧德","12/25","211.5","-2.5","-1.17","11.85","142.2","8.64","103.6","3.25","2.75","4.2","3.63","3.6","4.2","10","27","13","11","12","9"
"612",="6640","均華","12/25","141","0","0","4.18","29.28","3.79","26.5","","","","","","3.5","3","3","3","3","5","6"
"613",="9917","中保科","12/25","117.5","0","0","4.6","55.22","4.06","48.7","3.3","3.4","3.5","4","4","3.5","4","4","4","5","5","5"
"614",="4532","瑞智","12/25","21.2","-0.1","-0.47","1.89","22.68","1.32","15.83","1.2","1.5","1.5","2","1.6","2.28","1.75","1.2","0.5","0.7","0.7","0.9"
"615",="5904","寶雅","12/25","563","+2","+0.36","13.03","156.4","11.54","138.5","3.28","4.1","4.8","7.4","8.8","10.7","13","15.75","17.1","18.7","11","23.9"
"616",="3022","威強電","12/25","82.5","+0.1","+0.12","4.4","52.83","2.36","28.3","3","1.5","4.8","2.5","2","3","0.5","1.5","1","2","3","3.5"
"617","1312A","國喬特","12/25","25.95","-0.15","-0.57","","","1.3","15.6","1.3","1.6","1.6","0.9","1.4","1.6","1.6","0.6","0.6","0.7","2.6","1.1"
"618",="1442","名軒","12/25","37.75","-0.05","-0.13","2.03","24.41","1.55","18.62","2.5","1.2","4","1.85","1","0.99","1.8","1","0.99","0.5","1.2","1.6"
"619",="2478","大毅","12/25","47.3","-0.25","-0.53","2.55","30.55","1.32","15.79","0.3","0.15","0.14","0.4","0.2","0.5","0.8","2.5","1.8","3","4","2"
"620",="2948","寶陞","12/25","71","-0.5","-0.7","6.17","18.51","2.67","8","","","","","","","","","","2","3","3"
"621",="6196","帆宣","12/25","133.5","+0.5","+0.38","4.09","49.11","2.57","30.83","1","1","1.1","2","2","2.07","2.48","3","2.6","3.5","4.45","5.64"
"622",="4528","江興鍛","12/25","30.8","0","0","2.93","35.12","1.43","17.2","1","0.6","0.7","1.5","2","1.7","2.2","2.1","1.8","1.8","0.5","1.3"
"623","00883B","中信ESG投資級債","12/25","32.82","-0.13","-0.39","","","1.17","3.51","","","","","","","","","","0.94","1.18","1.38"
"624",="5425","台半","12/25","94.9","+0.3","+0.32","2.9","34.75","2.1","25.18","1","0.5","1.2","2","2.5","2.5","2.98","3","1.5","1.5","2.5","4"
"625","01010T","京城樂富R1","12/25","10.04","-0.01","-0.1","","","0.33","1.66","","","","","","","","0.11","0.4","0.41","0.31","0.42"
"626",="2385","群光","12/25","178","+3.5","+2.01","6.85","82.19","4.93","59.15","4","4.1","4.6","4.65","4.3","4.25","4.45","3.8","5.9","5.5","6.1","7.5"
"627",="1232","大統益","12/25","142.5","0","0","5.73","68.71","4.8","57.6","3","2.8","3.8","5","5","5","5","5","5","6","6","6"
"628",="1717","長興","12/25","28.5","0","0","1.99","23.86","1.28","15.3","1","1.1","1.4","1.8","1.5","1.5","0.5","0.9","1.4","1.5","1.5","1.2"
"629",="9942","茂順","12/25","133","-1.5","-1.12","5.67","68.1","4.23","50.8","3.2","3.2","5","4","4","4","4.2","4.2","4.2","4.2","5","5.6"
"630",="8109","博大","12/25","94.9","-0.5","-0.52","5.21","62.46","3.82","45.82","3","2.5","4","4.3","4.5","3.5","4","4.5","4.02","3.5","4","3.99"
"631",="9904","寶成","12/25","30.95","-0.5","-1.59","3.55","42.57","1.36","16.35","1.3","1.5","1","1.5","1.5","1.5","2","1.5","1.25","0.5","1.5","1.3"
"632",="9921","巨大","12/25","186","+4.5","+2.48","10.12","121.4","6.11","73.3","5.5","5.5","6","6.6","6.2","5","3.5","4.6","4.6","8","10","7.8"
"633",="2449","京元電子","12/25","83.5","-0.1","-0.12","2.37","28.49","1.78","21.31","0.67","1.1","1.3","1.8","1.2","1.8","1.8","1.35","1.8","2","3","3.5"
"634",="2612","中航","12/25","52.1","-2.2","-4.05","2.17","26.06","1.32","15.86","2","1","1.5","1.3","0.2","0.5","0.5","1.6","0.8","1.6","2.68","2.18"
"635",="1236","宏亞","12/25","23.9","0","0","0.97","11.6","0.61","7.3","0.5","0.7","1.3","1.3","0.7","0.3","0.1","0.4","0.3","0.2","0.5","1"
"636",="00717","富邦美國特別股","12/25","15.07","-0.02","-0.13","","","0.71","4.26","","","","","","","0.8","0.9","0.72","0.61","0.61","0.63"
"637",="2432","倚天酷碁-創","12/25","39.5","-0.7","-1.74","3.04","3.04","1.65","1.65","","","","","","","","","","","","1.65"
"638",="3543","州巧","12/25","23.95","+0.15","+0.63","0.24","2.85","0.68","8.11","0.5","0.8","0.2","0.21","0.5","0.6","0.5","0.6","0.8","1.2","1.2","1"
"639",="00901","永豐智能車供應鏈","12/25","15.06","+0.08","+0.53","","","0.59","1.17","","","","","","","","","","","0.54","0.63"
"640",="4107","邦特","12/25","108","+0.5","+0.47","4.71","56.46","3.13","37.58","1.5","1.6","1.77","2.61","2.6","3","3.5","4","4","4","4.5","4.5"
"641",="8358","金居","12/25","60.1","-0.4","-0.66","1.7","20.39","1.32","15.9","0","0","0","0","0","0","3","2.2","2","2","4.2","2.5"
"642","00789B","復華公司債A3","12/25","53.7","-0.25","-0.46","","","1.85","9.23","","","","","","","","1.2","2.1","1.85","1.86","2.23"
"643",="2753","八方雲集","12/25","168.5","+0.5","+0.3","10.19","40.75","6.7","33.5","","","","","","","","8","3","8.77","6.72","7.01"
"644",="4104","佳醫","12/25","87.8","+0.1","+0.11","3.39","40.73","2.68","32.13","1","2","2","2.5","2.39","2.5","2.79","3","3.3","3.5","3.5","3.65"
"645",="6432","今展科","12/25","36.2","-0.5","-1.36","2.45","24.52","1.39","13.91","","","0.8","1.85","2.5","1","0.19","1.6","1.3","1.57","1.6","1.5"
"646",="4552","力達-KY","12/25","31.4","-0.1","-0.32","6.32","50.53","2.8","22.41","","","","","2","8","5","2.3","1.7","1.11","1","1.3"
"647",="6023","元大期","12/25","60.4","0","0","3.68","44.16","2.8","33.55","2.4","1.79","2.07","6.94","2.28","2.47","2","2.8","3.2","2.8","2.3","2.5"
"648",="2362","藍天","12/25","36.25","+0.25","+0.69","2.2","26.38","1.45","17.43","1.5","2","3.15","2.5","1.12","0.71","0.84","1","0.4","0.6","2.1","1.5"
"649","2887F","台新戊特二","12/25","45.95","-0.05","-0.11","","","1.55","7.77","","","","","","","","0.17","1.9","1.9","1.9","1.9"
"650",="2483","百容","12/25","24.2","-0.1","-0.41","1.18","14.18","1.02","12.29","0.3","0.3","1.5","1.3","1.3","1.3","1.3","1.29","1","0.7","1","1"
"651",="4904","遠傳","12/25","78.7","+0.5","+0.64","3.11","37.35","3.5","42","3","3.5","3.75","3.75","3.75","3.75","3.75","3.75","3.25","3.25","3.25","3.25"
"652",="1264","德麥","12/25","291.5","0","0","14.13","141.3","10.65","106.5","","","7","10","11","10","10.5","11","11","12","12","12"
"653","00746B","富邦A級公司債","12/25","37.38","-0.09","-0.24","","","1.4","6.99","","","","","","","","1.09","1.56","1.45","1.35","1.54"
"654",="6191","精成科","12/25","63.7","-1.2","-1.85","1.69","20.32","0.63","7.59","0.62","0","0","0","0","0.4","0.6","0.3","0.5","0.8","1.75","2.62"
